game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401818312,2026,2026-02-06,2026-02-07 00:00:00+00:00,2026-02-06 19:00,EST,Yale Bulldogs,Brown Bears,0,0,,,,,False,John J. Lee Amphitheater,2026-02-07T00:00:00Z,2026-02-06,,,2026-02-06,brown__yale,,,,,,,,,,,,
401822932,2026,2026-02-06,2026-02-07 01:00:00+00:00,2026-02-06 20:00,EST,St. John's Red Storm,UConn Huskies,0,0,,,,,False,Madison Square Garden,2026-02-07T01:00:00Z,2026-02-06,,,2026-02-06,connecticut__stjohnsredstorm,,,,,,,,,,,,
401828413,2026,2026-02-06,2026-02-06 23:00:00+00:00,2026-02-06 18:00,EST,Davidson Wildcats,Loyola Chicago Ramblers,0,0,,,,,False,John M. Belk Arena,2026-02-06T23:00:00Z,2026-02-06,,,2026-02-06,davidson__loyolachicago,,,,,,,,,,,,
401828414,2026,2026-02-06,2026-02-07 00:00:00+00:00,2026-02-06 19:00,EST,VCU Rams,Dayton Flyers,0,0,,,,,False,Siegel Center,2026-02-07T00:00:00Z,2026-02-06,,,2026-02-06,dayton__vcu,,,,,,,,,,,,
401830211,2026,2026-02-06,2026-02-07 02:00:00+00:00,2026-02-06 21:00,EST,UIC Flames,Belmont Bruins,0,0,,,,,False,Credit Union 1 Arena,2026-02-07T02:00:00Z,2026-02-06,,,2026-02-06,belmont__uicflames,,,,,,,,,,,,
401830226,2026,2026-02-06,2026-02-07 01:00:00+00:00,2026-02-06 20:00,EST,Northern Iowa Panthers,Bradley Braves,0,0,,,,,False,McLeod Center,2026-02-07T01:00:00Z,2026-02-06,,,2026-02-06,bradley__northerniowa,,,,,,,,,,,,
401830291,2026,2026-02-06,2026-02-07 01:00:00+00:00,2026-02-06 20:00,EST,Illinois State Redbirds,Drake Bulldogs,0,0,,,,,False,CEFCU Arena,2026-02-07T01:00:00Z,2026-02-06,,,2026-02-06,drake__illinoisstate,,,,,,,,,,,,
401830292,2026,2026-02-06,2026-02-07 01:00:00+00:00,2026-02-06 20:00,EST,Southern Illinois Salukis,Murray State Racers,0,0,,,,,False,Banterra Center,2026-02-07T01:00:00Z,2026-02-06,,,2026-02-06,murraystate__southernillinoissalukis,,,,,,,,,,,,
401830293,2026,2026-02-06,2026-02-07 01:00:00+00:00,2026-02-06 20:00,EST,Valparaiso Beacons,Evansville Purple Aces,0,0,,,,,False,Athletics-Recreation Center,2026-02-07T01:00:00Z,2026-02-06,,,2026-02-06,evansville__valparaisobeacons,,,,,,,,,,,,
a699887bdfe543c75828467fcca2ed00,2026,2026-02-06,2026-02-06 23:00:00+00:00,2026-02-06 18:00,EST,Davidson Wildcats,Loyola Chicago Ramblers,0,0,,,,,False,John M. Belk Arena,2026-02-06T23:00:00Z,2026-02-06,,,2026-02-06,davidson__loyolachicago,,FanDuel,2026-02-06 14:12:34.526206+00:00,-630.0,450.0,-9.5,139.5,2026-02-06 23:00:00+00:00,Davidson Wildcats,Loyola (Chi) Ramblers,2026-02-06,davidson__loyolachi
