date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end,mu_home_poss_seg,mu_away_poss_seg,mu_total_poss_seg,q10_total_poss_seg,q50_total_poss_seg,q90_total_poss_seg,mu_home_tov_seg,mu_away_tov_seg,mu_total_tov_seg,q10_total_tov_seg,q50_total_tov_seg,q90_total_tov_seg,mu_home_fta_seg,mu_away_fta_seg,mu_total_fta_seg,q10_total_fta_seg,q50_total_fta_seg,q90_total_fta_seg,mu_home_fga2_seg,mu_away_fga2_seg,mu_total_fga2_seg,q10_total_fga2_seg,q50_total_fga2_seg,q90_total_fga2_seg,mu_home_fga3_seg,mu_away_fga3_seg,mu_total_fga3_seg,q10_total_fga3_seg,q50_total_fga3_seg,q90_total_fga3_seg
2026-02-08,401825503,Ohio State Buckeyes,Michigan Wolverines,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,6.3875,6.299,12.6865,0.0885,3.0,6.0,10.0,3.0,6.0,10.0,7.0,12.0,18.0,-5.0,0.0,5.0,63.9795,63.1695,122.18968656474996,0.81,51.0,64.0,77.0,50.0,63.0,76.0,103.73563020306334,122.04566504982252,140.70891360048356,-16.0,1.0,17.0,6.0705,6.00025,12.07075,8.0,12.0,17.0,1.0685,1.0495,2.118,0.0,2.0,4.0,1.19825,1.152,2.35025,0.0,2.0,5.0,2.8085,2.876,5.6845,3.0,6.0,9.0,1.61875,1.6515,3.27025,1.0,3.0,6.0
2026-02-08,401825503,Ohio State Buckeyes,Michigan Wolverines,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,7.01525,7.01375,14.029,0.0015,3.0,7.0,11.0,3.0,7.0,11.0,8.0,14.0,20.0,-5.0,0.0,5.0,70.99475,70.18325,141.178,0.8115,58.0,71.0,85.0,57.0,70.0,84.0,120.0,141.0,163.0,-16.0,1.0,18.0,6.7975,6.7505,13.548,9.0,13.0,19.0,1.17775,1.20225,2.38,1.0,2.0,4.0,1.28125,1.266,2.54725,0.0,2.0,5.0,3.168,3.17675,6.34475,3.0,6.0,10.0,1.7665,1.7615,3.528,1.0,3.0,6.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,8.37575,8.48275,16.8585,-0.107,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-6.0,0.0,5.0,8.37575,8.48275,16.611757615387454,-0.107,4.0,8.0,13.0,4.0,8.0,13.0,10.753257615387456,16.753257615387458,22.753257615387454,-6.0,0.0,5.0,8.48025,8.6485,17.12875,12.0,17.0,23.0,1.495,1.41275,2.90775,1.0,3.0,5.0,1.659,1.679,3.338,1.0,3.0,6.0,4.0545,4.11225,8.16675,5.0,8.0,12.0,2.26275,2.266,4.52875,2.0,4.0,7.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.4365,8.64425,17.08075,-0.20775,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,16.81225,17.127,33.35070535053539,-0.31475,11.0,17.0,24.0,11.0,17.0,24.0,23.41145535053539,33.4114553505354,44.4114553505354,-8.0,0.0,8.0,8.824,8.77725,17.60125,12.0,17.0,24.0,1.5615,1.45425,3.01575,1.0,3.0,5.0,1.65275,1.6645,3.31725,1.0,3.0,6.0,4.0495,4.129,8.1785,5.0,8.0,12.0,2.327,2.29975,4.62675,2.0,4.0,8.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.74825,8.96125,17.7095,-0.213,5.0,9.0,13.0,5.0,9.0,13.0,11.0,17.0,25.0,-6.0,0.0,5.0,25.5605,26.08825,50.25957075035399,-0.52775,17.0,25.0,35.0,18.0,26.0,35.0,36.61082075035398,49.610820750354,65.61082075035398,-11.0,0.0,10.0,9.17325,9.09325,18.2665,13.0,18.0,24.0,1.562,1.5075,3.0695,1.0,3.0,5.0,1.73875,1.7675,3.50625,1.0,3.0,6.0,4.275,4.331,8.606,5.0,8.0,13.0,2.3615,2.39975,4.76125,2.0,5.0,8.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,9.05875,9.27425,18.333,-0.2155,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,6.0,34.61925,35.3625,70.26908657863326,-0.74325,24.0,34.0,46.0,25.0,35.0,47.0,52.28733657863326,69.28733657863327,89.28733657863327,-13.0,-1.0,11.0,9.4255,9.384,18.8095,13.0,19.0,25.0,1.64325,1.5445,3.18775,1.0,3.0,6.0,1.797,1.8775,3.6745,1.0,3.0,7.0,4.41175,4.4195,8.83125,5.0,9.0,13.0,2.4755,2.5325,5.008,2.0,5.0,8.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.6205,8.8525,17.473,-0.232,4.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,43.23975,44.215,85.0434572843862,-0.97525,32.0,43.0,55.0,33.0,44.0,56.0,63.72517435237877,84.5508839835934,107.49433151610862,-14.0,-1.0,12.0,8.40325,8.46075,16.864,11.0,17.0,23.0,1.44075,1.40875,2.8495,1.0,3.0,5.0,1.58975,1.61175,3.2015,1.0,3.0,6.0,3.97775,3.98225,7.96,4.0,8.0,12.0,2.17525,2.20975,4.385,2.0,4.0,7.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.40125,8.642,17.04325,-0.24075,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,51.641,52.857,101.57331225093516,-1.216,40.0,51.0,64.0,40.0,53.0,66.0,75.3482463869203,100.99966564934952,127.88656071437995,-16.0,-1.0,13.0,8.2495,8.2465,16.496,11.0,16.0,22.0,1.47225,1.32475,2.797,1.0,3.0,5.0,1.59975,1.599,3.19875,1.0,3.0,6.0,3.8645,3.93775,7.80225,4.0,8.0,12.0,2.141,2.17075,4.31175,2.0,4.0,7.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.66425,8.76475,17.429,-0.1005,4.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,60.30525,61.62175,119.39624038920918,-1.3165,47.0,60.0,74.0,48.0,61.0,76.0,98.86359761867058,119.32252828361732,140.13467265246592,-17.0,-1.0,14.0,8.49975,8.42275,16.9225,11.0,17.0,22.0,1.48275,1.40825,2.891,1.0,3.0,5.0,1.6055,1.60675,3.21225,1.0,3.0,6.0,3.94,4.019,7.959,4.0,8.0,12.0,2.25775,2.28175,4.5395,2.0,4.0,7.0
2026-02-08,401825504,Penn State Nittany Lions,USC Trojans,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.54675,9.8475,19.39425,-0.30075,5.0,9.0,14.0,5.0,10.0,15.0,13.0,19.0,26.0,-6.0,0.0,6.0,69.852,71.46925,141.32125,-1.61725,55.0,69.0,85.0,57.0,71.0,87.0,117.0,141.0,166.0,-19.0,-2.0,15.0,9.43175,9.45425,18.886,13.0,19.0,25.0,1.636,1.55275,3.18875,1.0,3.0,6.0,1.7915,1.8415,3.633,1.0,3.0,7.0,4.4225,4.4605,8.883,5.0,9.0,13.0,2.4805,2.4985,4.979,2.0,5.0,8.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,8.1945,8.27475,16.46925,-0.08025,4.0,8.0,12.0,4.0,8.0,13.0,10.0,16.0,23.0,-5.0,0.0,5.0,8.1945,8.27475,16.222507615387453,-0.08025,4.0,8.0,12.0,4.0,8.0,13.0,9.753257615387456,15.753257615387456,22.753257615387454,-5.0,0.0,5.0,8.09275,8.09475,16.1875,11.0,16.0,22.0,1.39425,1.42925,2.8235,1.0,3.0,5.0,1.552,1.533,3.085,1.0,3.0,6.0,3.803,3.7985,7.6015,4.0,7.0,11.0,2.1195,2.13125,4.25075,2.0,4.0,7.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.231,8.41575,16.64675,-0.18475,4.0,8.0,12.0,4.0,8.0,13.0,11.0,16.0,23.0,-6.0,0.0,5.0,16.4255,16.6905,32.52745535053539,-0.265,10.0,16.0,23.0,10.0,16.0,23.0,22.41145535053539,32.41145535053539,43.4114553505354,-8.0,0.0,8.0,8.28575,8.31475,16.6005,11.0,16.0,22.0,1.46075,1.47375,2.9345,1.0,3.0,5.0,1.569,1.5805,3.1495,1.0,3.0,6.0,3.87625,3.8445,7.72075,4.0,8.0,11.0,2.147,2.20325,4.35025,2.0,4.0,7.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.5685,8.6555,17.224,-0.087,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,24.994,25.346,48.950820750353984,-0.352,17.0,25.0,34.0,17.0,25.0,34.0,35.61082075035398,48.61082075035398,63.610820750354,-10.0,0.0,10.0,8.61225,8.59225,17.2045,12.0,17.0,23.0,1.512,1.50775,3.01975,1.0,3.0,5.0,1.59125,1.64625,3.2375,1.0,3.0,6.0,4.01225,3.97225,7.9845,4.0,8.0,12.0,2.25675,2.26575,4.5225,2.0,4.0,7.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.83425,9.0235,17.85775,-0.18925,5.0,9.0,13.0,5.0,9.0,14.0,11.0,18.0,25.0,-6.0,0.0,5.0,33.82825,34.3695,68.48508657863326,-0.54125,23.0,33.0,45.0,24.0,34.0,45.0,51.28733657863326,68.28733657863326,86.28733657863327,-12.0,-1.0,12.0,8.84225,8.83125,17.6735,12.0,17.0,24.0,1.54075,1.55675,3.0975,1.0,3.0,5.0,1.68525,1.68575,3.371,1.0,3.0,6.0,4.19225,4.1075,8.29975,5.0,8.0,12.0,2.3195,2.31975,4.63925,2.0,4.0,8.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,9.11025,9.357,18.46725,-0.24675,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,5.0,42.9385,43.7265,84.5630047511029,-0.788,32.0,43.0,54.0,33.0,43.0,55.0,64.31386385888182,83.7863597861946,105.49433151610862,-14.0,-1.0,12.0,8.5905,8.6155,17.206,12.0,17.0,23.0,1.54225,1.517,3.05925,1.0,3.0,5.0,1.614,1.64825,3.26225,1.0,3.0,6.0,3.97875,4.0465,8.02525,4.0,8.0,12.0,2.275,2.2335,4.5085,2.0,4.0,7.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.8475,9.234,18.0815,-0.3865,5.0,9.0,13.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,5.0,51.786,52.9605,102.44040718436852,-1.1745,40.0,52.0,63.0,41.0,53.0,65.0,78.52562539992638,101.47061725455194,126.88656071437995,-16.0,-1.0,13.0,8.43325,8.45325,16.8865,12.0,17.0,22.0,1.50275,1.52575,3.0285,1.0,3.0,5.0,1.58525,1.623,3.20825,1.0,3.0,6.0,3.93275,3.9735,7.90625,4.0,8.0,12.0,2.23175,2.227,4.45875,2.0,4.0,7.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,9.18775,9.33475,18.5225,-0.147,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,5.0,60.97375,62.29525,121.05502269740876,-1.3215,48.0,61.0,73.0,50.0,62.0,75.0,102.7537128158198,120.573583044662,139.59004529922487,-17.0,-1.0,14.0,8.69175,8.667,17.35875,12.0,17.0,23.0,1.5185,1.4915,3.01,1.0,3.0,5.0,1.67475,1.6235,3.29825,1.0,3.0,6.0,4.0515,4.053,8.1045,5.0,8.0,12.0,2.294,2.22075,4.51475,2.0,4.0,7.0
2026-02-08,401827671,Cincinnati Bearcats,UCF Knights,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,10.2185,10.46075,20.67925,-0.24225,6.0,10.0,15.0,6.0,10.0,15.0,14.0,20.0,28.0,-6.0,0.0,6.0,71.19225,72.756,143.94825,-1.56375,57.0,71.0,85.0,59.0,73.0,87.0,122.0,143.0,166.0,-19.0,-1.0,16.0,9.741,9.72075,19.46175,14.0,19.0,26.0,1.7235,1.70125,3.42475,1.0,3.0,6.0,1.8295,1.84575,3.67525,1.0,3.0,7.0,4.48325,4.51875,9.002,5.0,9.0,13.0,2.57075,2.57775,5.1485,2.0,5.0,8.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,10.60275,10.45425,21.057,0.1485,6.0,10.0,15.0,6.0,10.0,15.0,14.0,21.0,28.0,-6.0,0.0,6.0,10.60275,10.45425,20.81025761538746,0.1485,6.0,10.0,15.0,6.0,10.0,15.0,13.75325761538746,20.753257615387454,27.753257615387454,-6.0,0.0,6.0,10.3805,10.40175,20.78225,15.0,21.0,27.0,1.79125,1.70725,3.4985,1.0,3.0,6.0,1.98725,1.99725,3.9845,1.0,4.0,7.0,4.84425,4.98825,9.8325,6.0,10.0,14.0,2.7275,2.77125,5.49875,3.0,5.0,9.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,10.7705,10.62475,21.39525,0.14575,6.0,11.0,16.0,6.0,10.0,15.0,15.0,21.0,29.0,-6.0,0.0,6.0,21.37325,21.079,41.863705350535405,0.29425,14.0,21.0,29.0,14.0,21.0,28.0,31.4114553505354,41.4114553505354,53.4114553505354,-8.0,0.0,9.0,10.587,10.6855,21.2725,15.0,21.0,28.0,1.864,1.7585,3.6225,1.0,3.0,6.0,1.989,2.0575,4.0465,1.0,4.0,7.0,4.94425,5.0295,9.97375,6.0,10.0,14.0,2.77175,2.803,5.57475,3.0,5.0,9.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,11.15475,11.03875,22.1935,0.116,7.0,11.0,16.0,6.0,11.0,16.0,15.0,22.0,29.0,-6.0,0.0,6.0,32.528,32.11775,63.256570750354015,0.41025,23.0,32.0,42.0,23.0,32.0,41.0,48.51082075035403,62.610820750354,78.61082075035398,-11.0,0.0,11.0,11.0285,10.987,22.0155,16.0,22.0,28.0,1.94625,1.80875,3.755,1.0,4.0,6.0,2.14025,2.1225,4.26275,1.0,4.0,7.0,5.117,5.25075,10.36775,6.0,10.0,15.0,2.9065,2.90775,5.81425,3.0,6.0,9.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,11.5725,11.463,23.0355,0.1095,7.0,11.0,16.0,7.0,11.0,16.0,16.0,23.0,31.0,-6.0,0.0,6.0,44.1005,43.58075,87.96858657863329,0.51975,33.0,44.0,56.0,32.0,43.0,55.0,68.28733657863327,87.28733657863327,107.28733657863329,-13.0,1.0,13.099999999999907,11.4215,11.34325,22.76475,17.0,23.0,29.0,1.95125,1.844,3.79525,1.0,4.0,6.0,2.214,2.16575,4.37975,2.0,4.0,7.0,5.37975,5.3775,10.75725,7.0,11.0,15.0,3.0085,2.9995,6.008,3.0,6.0,9.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,6.172,6.06,12.232,0.112,3.0,6.0,10.0,3.0,6.0,10.0,7.0,12.0,18.0,-5.0,0.0,5.0,50.2725,49.64075,97.09066936066787,0.63175,38.0,50.0,62.0,38.0,49.0,61.0,75.72517435237879,97.19767027969156,118.67016620700434,-13.099999999999966,1.0,15.0,5.6455,5.674,11.3195,7.0,11.0,16.0,0.968,0.922,1.89,0.0,2.0,4.0,1.0845,1.065,2.1495,0.0,2.0,4.0,2.72975,2.72825,5.458,3.0,5.0,9.0,1.469,1.54525,3.01425,1.0,3.0,5.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,6.02125,5.94625,11.9675,0.075,3.0,6.0,10.0,3.0,6.0,9.099999999999907,7.0,12.0,18.0,-4.0,0.0,4.0,56.29375,55.587,108.13348640349848,0.70675,44.0,56.0,68.0,44.0,55.0,68.0,84.3482463869203,107.29323824154584,133.23823009617143,-14.0,1.0,16.0,5.57125,5.63525,11.2065,7.0,11.0,16.0,0.99325,0.91375,1.907,0.0,2.0,4.0,1.0465,1.08725,2.13375,0.0,2.0,4.0,2.549,2.61475,5.16375,2.0,5.0,8.0,1.448,1.4945,2.9425,1.0,3.0,5.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,6.19575,6.09325,12.289,0.1025,3.0,6.0,10.0,3.0,6.0,10.0,7.0,12.0,18.0,-4.0,0.0,5.0,62.4895,61.68025,119.38383961453547,0.80925,50.0,62.0,75.0,49.0,62.0,74.0,101.04210703163476,119.35214187839392,137.66217672515313,-15.0,1.0,17.0,5.74325,5.65525,11.3985,7.0,11.0,16.0,0.973,0.93375,1.90675,0.0,2.0,4.0,1.10475,1.087,2.19175,0.0,2.0,5.0,2.6705,2.71125,5.38175,2.0,5.0,9.0,1.514,1.526,3.04,1.0,3.0,5.0
2026-02-08,401827672,West Virginia Mountaineers,Texas Tech Red Raiders,2026-02-08 13:00,2026-02-08T18:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,6.832,6.82625,13.65825,0.00575,3.0,7.0,11.0,3.0,7.0,11.0,8.0,13.0,20.0,-5.0,0.0,5.0,69.3215,68.5065,137.828,0.815,56.0,69.0,83.0,55.0,68.0,82.0,117.0,138.0,159.0,-16.0,1.0,18.0,6.3605,6.356,12.7165,8.0,12.0,18.0,1.12375,1.0595,2.18325,0.0,2.0,4.0,1.20475,1.18325,2.388,0.0,2.0,5.0,2.99925,3.0015,6.00075,3.0,6.0,9.0,1.66275,1.65875,3.3215,1.0,3.0,6.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,11.09225,11.51925,22.6115,-0.427,6.0,11.0,16.0,7.0,11.0,16.0,16.0,22.0,30.0,-7.0,0.0,6.0,11.09225,11.51925,22.36475761538746,-0.427,6.0,11.0,16.0,7.0,11.0,16.0,15.75325761538746,21.753257615387454,29.753257615387454,-7.0,0.0,6.0,10.91125,10.89725,21.8085,16.0,22.0,28.0,1.90475,1.921,3.82575,1.0,4.0,6.0,2.10125,2.0485,4.14975,1.0,4.0,7.0,5.06375,5.12,10.18375,6.0,10.0,14.0,2.83925,2.86025,5.6995,3.0,6.0,9.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,11.377,11.613,22.99,-0.236,7.0,11.0,16.0,7.0,11.0,17.0,16.0,23.0,30.0,-7.0,0.0,6.0,22.46925,23.13225,45.01295535053541,-0.663,15.0,22.0,30.0,16.0,23.0,31.0,33.4114553505354,44.4114553505354,57.4114553505354,-10.0,-1.0,8.0,11.1085,11.105,22.2135,16.0,22.0,29.0,1.89825,1.966,3.86425,1.0,4.0,6.0,2.11175,2.06625,4.178,1.0,4.0,7.0,5.1955,5.18625,10.38175,6.0,10.0,15.0,2.97125,2.9105,5.88175,3.0,6.0,9.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,11.673,12.02,23.693,-0.347,7.0,11.0,17.0,7.0,12.0,17.0,16.0,23.0,32.0,-7.0,0.0,6.0,34.14225,35.15225,67.905320750354,-1.01,24.0,34.0,44.0,25.0,35.0,46.0,51.610820750354,67.61082075035398,84.61082075035398,-13.0,-1.0,11.0,11.5355,11.5245,23.06,17.0,23.0,30.0,1.988,1.98875,3.97675,2.0,4.0,7.0,2.20575,2.1765,4.38225,2.0,4.0,8.0,5.43675,5.382,10.81875,7.0,11.0,15.0,3.0245,3.07175,6.09625,3.0,6.0,9.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,12.056,12.443,24.499,-0.387,7.0,12.0,17.0,8.0,12.0,18.0,17.0,24.0,32.0,-7.0,0.0,6.0,46.19825,47.59525,94.08083657863328,-1.397,34.0,46.0,59.0,35.0,47.0,60.0,73.28733657863327,93.28733657863329,115.28733657863329,-16.0,-1.0,12.0,11.90525,11.93375,23.839,17.0,24.0,31.0,2.03,2.084,4.114,2.0,4.0,7.0,2.29425,2.28825,4.5825,2.0,4.0,8.0,5.59925,5.5675,11.16675,7.0,11.0,16.0,3.15275,3.11275,6.2655,3.0,6.0,10.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,6.429,6.6435,13.0725,-0.2145,3.0,6.0,10.0,3.0,6.0,11.0,8.0,13.0,19.0,-5.0,0.0,4.0,52.62725,54.23875,105.16072260953533,-1.6115,40.0,52.0,66.0,42.0,54.0,68.0,80.31386385888183,105.25731139139704,130.20075892391225,-17.0,-2.0,13.0,5.98375,5.9385,11.92225,7.0,12.0,17.0,1.04525,1.0315,2.07675,0.0,2.0,4.0,1.14575,1.11925,2.265,0.0,2.0,5.0,2.78575,2.81075,5.5965,3.0,5.0,9.0,1.567,1.57375,3.14075,1.0,3.0,6.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,6.256,6.4775,12.7335,-0.2215,3.0,6.0,10.0,3.0,6.0,10.0,8.0,12.0,18.0,-5.0,0.0,4.0,58.88325,60.71625,118.08684290123335,-1.833,46.0,59.0,72.0,47.0,60.0,75.0,89.52562539992638,118.4125204649568,146.29941552998724,-17.0,-2.0,13.0,5.81875,5.79875,11.6175,7.0,11.0,16.0,1.036,1.05425,2.09025,0.0,2.0,4.0,1.104,1.09575,2.19975,0.0,2.0,4.0,2.7115,2.7655,5.477,3.0,5.0,9.0,1.545,1.5075,3.0525,1.0,3.0,6.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,6.491,6.62075,13.11175,-0.12975,3.0,6.0,10.0,3.0,6.0,10.0,8.0,13.0,19.0,-5.0,0.0,5.0,65.37425,67.337,127.3876838988462,-1.96275,51.0,65.0,80.0,53.0,67.0,82.0,105.53131231734908,127.43271139267972,149.5794934857374,-18.0,-2.0,14.0,6.06525,6.06625,12.1315,7.0,12.0,17.0,1.0465,1.0185,2.065,0.0,2.0,4.0,1.11825,1.1385,2.25675,0.0,2.0,5.0,2.80425,2.805,5.60925,3.0,5.0,9.0,1.581,1.58225,3.16325,1.0,3.0,6.0
2026-02-08,401828216,UAB Blazers,Rice Owls,2026-02-08 15:00,2026-02-08T20:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,7.16325,7.44325,14.6065,-0.28,4.0,7.0,11.0,4.0,7.0,12.0,9.0,14.0,21.0,-5.0,0.0,5.0,72.5375,74.78025,147.31775,-2.24275,58.0,72.0,88.0,60.0,74.0,90.0,122.0,147.0,172.0,-19.0,-2.0,15.0,6.662,6.72625,13.38825,8.0,13.0,19.0,1.1715,1.18875,2.36025,0.9000000000000341,2.0,5.0,1.316,1.2485,2.5645,0.0,2.0,5.0,3.14075,3.15325,6.294,3.0,6.0,10.0,1.75325,1.73775,3.491,1.0,3.0,6.0
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,7.82175,7.99775,15.8195,-0.176,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,7.82175,7.99775,15.572757615387456,-0.176,4.0,8.0,12.0,4.0,8.0,12.0,9.753257615387456,15.75325761538746,21.753257615387454,-5.0,0.0,5.0,8.0235,8.10925,16.13275,11.0,16.0,22.0,1.42225,1.418,2.84025,1.0,3.0,5.0,1.56375,1.55175,3.1155,1.0,3.0,6.0,3.8145,3.76625,7.58075,4.0,7.0,11.0,2.117,2.14875,4.26575,2.0,4.0,7.0
