game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401828553,2025,2025-11-04,2025-11-04 23:30:00+00:00,Purdue Boilermakers,Evansville Purple Aces,82,51,41,22,41,29,False,Mackey Arena
401817228,2025,2025-11-04,2025-11-05 01:45:00+00:00,Duke Blue Devils,Texas Longhorns,75,60,32,33,43,27,True,Spectrum Center
401826746,2025,2025-11-04,2025-11-05 00:00:00+00:00,Kentucky Wildcats,Nicholls Colonels,77,51,28,15,49,36,False,Rupp Arena
401819898,2025,2025-11-04,2025-11-05 01:00:00+00:00,Texas Tech Red Raiders,Lindenwood Lions,98,60,58,30,40,30,False,United Supermarkets Arena
401826052,2025,2025-11-04,2025-11-04 23:00:00+00:00,UMBC Retrievers,Penn State-York Nittany Lions,74,53,39,25,35,28,False,Chesapeake Employers Insurance Arena
401829341,2025,2025-11-04,2025-11-05 00:00:00+00:00,SIU Edwardsville Cougars,East-West University Phantoms,119,50,62,27,57,23,False,First Community Arena
401827525,2025,2025-11-04,2025-11-05 00:00:00+00:00,South Carolina Gamecocks,North Carolina A&T Aggies,91,72,46,28,45,44,False,Colonial Life Arena
401826705,2025,2025-11-04,2025-11-05 00:00:00+00:00,Florida State Seminoles,Alcorn State Braves,108,76,58,44,50,32,False,Tucker Center
401824884,2025,2025-11-04,2025-11-05 00:00:00+00:00,East Tennessee State Buccaneers,Converse University Valkyries,102,50,56,23,46,27,False,Freedom Hall (TN)
401824860,2025,2025-11-04,2025-11-05 00:00:00+00:00,Monmouth Hawks,Caldwell Cougars,96,68,54,25,42,43,False,OceanFirst Bank Center
401823857,2025,2025-11-04,2025-11-05 00:00:00+00:00,Manhattan Jaspers,St. Joseph's (NY) Bears,125,59,55,27,70,32,False,Draddy Gymnasium
401823724,2025,2025-11-04,2025-11-05 00:00:00+00:00,Sacred Heart Pioneers,Merchant Marine Academy Mariners,103,46,45,25,58,21,False,William H. Pitt Center
401822165,2025,2025-11-04,2025-11-05 00:00:00+00:00,Fordham Rams,NJIT Highlanders,61,72,26,37,35,35,False,Rose Hill Gym
401820806,2025,2025-11-04,2025-11-05 00:00:00+00:00,East Carolina Pirates,Georgia Southern Eagles,92,89,44,42,48,47,False,Minges Coliseum
401813397,2025,2025-11-04,2025-11-05 00:00:00+00:00,West Virginia Mountaineers,Mount St. Mary's Mountaineers,70,54,35,29,35,25,False,WVU Coliseum
401826879,2025,2025-11-04,2025-11-05 00:30:00+00:00,Wichita State Shockers,UNC Asheville Bulldogs,75,58,34,30,41,28,False,Charles Koch Arena
401826946,2025,2025-11-04,2025-11-05 01:00:00+00:00,Utah Valley Wolverines,West Coast Baptist Eagles,116,35,64,16,52,19,False,UCCU Center
401826803,2025,2025-11-04,2025-11-05 01:00:00+00:00,Rice Owls,College Of Biblical Studies Ambassadors,109,38,65,18,44,20,False,Tudor Fieldhouse
401825185,2025,2025-11-04,2025-11-05 01:00:00+00:00,Little Rock Trojans,Arkansas Baptist Buffaloes,92,63,37,42,55,21,False,Jack Stephens Center
401823321,2025,2025-11-04,2025-11-05 01:00:00+00:00,Missouri State Bears,Missouri Southern State Lions,88,70,40,43,48,27,False,Great Southern Bank Arena
401822329,2025,2025-11-04,2025-11-05 01:00:00+00:00,Valparaiso Beacons,Eastern Illinois Panthers,66,63,31,25,35,38,False,Athletics-Recreation Center
401819888,2025,2025-11-04,2025-11-05 01:00:00+00:00,Kansas State Wildcats,UNC Greensboro Spartans,93,64,33,34,60,30,False,Bramlage Coliseum
401813286,2025,2025-11-04,2025-11-05 01:00:00+00:00,Oklahoma State Cowboys,Oral Roberts Golden Eagles,95,71,50,46,45,25,False,Gallagher-Iba Arena
401823398,2025,2025-11-04,2025-11-05 01:30:00+00:00,Iowa Hawkeyes,Robert Morris Colonials,101,69,49,26,52,43,False,Carver-Hawkeye Arena
401830629,2025,2025-11-04,2025-11-05 02:00:00+00:00,New Mexico State Aggies,Adams State Grizzlies,83,72,43,36,40,36,False,Pan American Center
401830409,2025,2025-11-04,2025-11-05 02:00:00+00:00,UC Santa Barbara Gauchos,San Francisco State Gators,98,67,58,35,40,32,False,The Thunderdome
401824110,2025,2025-11-04,2025-11-05 02:00:00+00:00,San Diego Toreros,Occidental Tigers,88,59,57,28,31,31,False,Jenny Craig Pavilion
401819813,2025,2025-11-04,2025-11-05 02:00:00+00:00,Arizona State Sun Devils,Southern Utah Thunderbirds,81,64,40,28,41,36,False,Desert Financial Arena
401826926,2025,2025-11-04,2025-11-05 03:00:00+00:00,Sacramento State Hornets,Dominican (CA) Penguins,103,79,41,39,62,40,False,Hornet Pavilion
401826895,2025,2025-11-04,2025-11-05 03:00:00+00:00,Nevada Wolf Pack,Louisiana Tech Bulldogs,77,50,34,18,43,32,False,Lawlor Events Center
401824118,2025,2025-11-04,2025-11-05 03:00:00+00:00,Santa Clara Broncos,Humboldt State Lumberjacks,83,53,45,25,38,28,False,Leavey Center
401823553,2025,2025-11-04,2025-11-05 03:00:00+00:00,Idaho State Bengals,Park University Gilbert Buccaneers,81,71,35,41,46,30,False,Reed Gym
401823304,2025,2025-11-04,2025-11-05 03:00:00+00:00,San Diego State Aztecs,Long Beach State Beach,77,45,40,25,37,20,False,Viejas Arena
401820395,2025,2025-11-04,2025-11-05 03:00:00+00:00,UNLV Rebels,UT Martin Skyhawks,81,86,43,39,38,47,False,Thomas & Mack Center
401817464,2025,2025-11-04,2025-11-05 03:00:00+00:00,Stanford Cardinal,Portland State Vikings,89,79,37,30,52,49,False,Maples Pavilion
401824895,2025,2025-11-04,2025-11-05 03:30:00+00:00,Oregon Ducks,Hawai'i Rainbow Warriors,60,59,33,26,27,33,False,Matthew Knight Arena
