date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,stake,ev
2025-11-15,401823418,eca5ffef726db1d3ecdae6455c710226,FanDuel,spreads,full_game,home,-4.5,-120.0,9.434371,1.0,0.5,0.4881652540116196,
2025-11-15,401823418,eca5ffef726db1d3ecdae6455c710226,Fanatics,spreads,full_game,home,-5.0,-115.0,8.934371,0.8934371000000001,0.5,0.4881652540116196,
2025-11-15,401823418,eca5ffef726db1d3ecdae6455c710226,LowVig.ag,spreads,full_game,home,-5.0,-101.0,8.934371,0.8934371000000001,0.5,0.4881652540116196,
2025-11-15,401823452,1be3957d82b606e4e1d57f851c690044,BetRivers,spreads,full_game,home,-5.5,-115.0,0.7055407000000002,0.06414006363636365,0.5,0.4881652540116196,
2025-11-15,401823452,1be3957d82b606e4e1d57f851c690044,Bovada,spreads,full_game,home,-5.5,-105.0,0.7055407000000002,0.06414006363636365,0.5,0.4881652540116196,
2025-11-15,401823452,1be3957d82b606e4e1d57f851c690044,Caesars,spreads,full_game,home,-5.5,-110.0,0.7055407000000002,0.06414006363636365,0.5,0.4881652540116196,
2025-11-15,401823452,1be3957d82b606e4e1d57f851c690044,DraftKings,spreads,full_game,home,-5.5,-108.0,0.7055407000000002,0.06414006363636365,0.5,0.4881652540116196,
2025-11-15,401823452,1be3957d82b606e4e1d57f851c690044,FanDuel,spreads,full_game,home,-5.5,-110.0,0.7055407000000002,0.06414006363636365,0.5,0.4881652540116196,
2025-11-15,401823452,1be3957d82b606e4e1d57f851c690044,Fanatics,spreads,full_game,home,-4.5,-110.0,1.7055407000000002,0.18950452222222225,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,BetMGM,spreads,full_game,home,-2.5,-115.0,1.379724,0.2759448,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,BetOnline.ag,spreads,full_game,home,-2.5,-115.0,1.379724,0.2759448,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,BetRivers,spreads,full_game,home,-3.0,-112.0,0.879724,0.14662066666666665,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,Bovada,spreads,full_game,home,-3.0,-110.0,0.879724,0.14662066666666665,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,Caesars,spreads,full_game,home,-2.5,-110.0,1.379724,0.2759448,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,DraftKings,spreads,full_game,home,-2.5,-118.0,1.379724,0.2759448,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,FanDuel,spreads,full_game,home,-2.5,-110.0,1.379724,0.2759448,0.5,0.4881652540116196,
2025-11-15,401824358,bd0e0b0d9a9217a926c2aa6b43ae81e1,LowVig.ag,spreads,full_game,home,-2.5,-111.0,1.379724,0.2759448,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,BetOnline.ag,spreads,full_game,home,0.0,-115.0,4.62183,1.0,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,BetRivers,spreads,full_game,home,-1.0,-109.0,3.62183,1.0,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,Bovada,spreads,full_game,home,-1.0,-115.0,3.62183,1.0,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,Caesars,spreads,full_game,home,-1.0,-110.0,3.62183,1.0,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,DraftKings,spreads,full_game,home,-1.5,-105.0,3.12183,1.0,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,FanDuel,spreads,full_game,home,-1.5,-104.0,3.12183,1.0,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,Fanatics,spreads,full_game,home,-1.0,-110.0,3.62183,1.0,0.5,0.4881652540116196,
2025-11-15,401824887,891bcf5217203e1c7d6522fbc40164b2,LowVig.ag,spreads,full_game,home,0.0,-111.0,4.62183,1.0,0.5,0.4881652540116196,
2025-11-15,401826727,c0550bdb35a726c71260823bf5e9691a,BetMGM,spreads,full_game,home,-9.5,-110.0,0.6969609999999999,0.03668215789473684,0.5,0.29844924877297574,
