date,game_id,p_over_cal,dec_over,kelly_over,stake_over,ev_over,p_home_cover_dist_cal,dec_home,kelly_home,stake_home,ev_home,generated_at
2025-11-03,401812260,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401812282,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401812785,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401813756,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401817239,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401817262,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401819834,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401819882,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401820577,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401823474,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401823483,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401824031,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401824809,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401826083,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401826784,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401826885,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401826911,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401827170,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-03,401827219,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401813286,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401813397,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401817228,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401817464,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401819813,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401819888,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401819898,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401820395,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401820806,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401822165,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401822329,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401823304,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401823321,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401823398,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401823553,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401823724,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401823857,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401824110,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401824118,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401824860,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401824884,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401824895,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401825185,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826052,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826705,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826746,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826803,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826879,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826895,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826926,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401826946,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401827525,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401828553,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401829341,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401830409,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-04,401830629,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401811102,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401812626,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401817172,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401820604,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401820822,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401822176,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401822993,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401823021,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401823036,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
2025-11-05,401823351,,,0.0,0.0,,,,0.0,0.0,,2025-12-20 15:35
