game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401809397,2025,2025-11-27,2025-11-27 16:00:00+00:00,Furman Paladins,Richmond Spiders,0,0,,,,,True,State Farm Field House,2025-11-27,furmanpaladins__richmond,5e09e685dbb67aba74eaf2469ff68939,DraftKings,2025-11-27 16:23:17.889808+00:00,-260.0,195.0,-5.5,147.5,2025-11-27 16:02:26+00:00,Furman Paladins,Richmond Spiders,2025-11-27,furmanpaladins__richmond
401809397,2025,2025-11-27,2025-11-27 16:00:00+00:00,Furman Paladins,Richmond Spiders,0,0,,,,,True,State Farm Field House,2025-11-27,furmanpaladins__richmond,5e09e685dbb67aba74eaf2469ff68939,Caesars,2025-11-27 16:23:17.889808+00:00,-210.0,165.0,-4.5,147.5,2025-11-27 16:02:26+00:00,Furman Paladins,Richmond Spiders,2025-11-27,furmanpaladins__richmond
401809397,2025,2025-11-27,2025-11-27 16:00:00+00:00,Furman Paladins,Richmond Spiders,0,0,,,,,True,State Farm Field House,2025-11-27,furmanpaladins__richmond,5e09e685dbb67aba74eaf2469ff68939,BetRivers,2025-11-27 16:23:17.889808+00:00,-250.0,170.0,-5.5,146.5,2025-11-27 16:02:26+00:00,Furman Paladins,Richmond Spiders,2025-11-27,furmanpaladins__richmond
401809397,2025,2025-11-27,2025-11-27 16:00:00+00:00,Furman Paladins,Richmond Spiders,0,0,,,,,True,State Farm Field House,2025-11-27,furmanpaladins__richmond,5e09e685dbb67aba74eaf2469ff68939,Bovada,2025-11-27 16:23:17.889808+00:00,-275.0,200.0,-5.0,148.0,2025-11-27 16:02:26+00:00,Furman Paladins,Richmond Spiders,2025-11-27,furmanpaladins__richmond
401809397,2025,2025-11-27,2025-11-27 16:00:00+00:00,Furman Paladins,Richmond Spiders,0,0,,,,,True,State Farm Field House,2025-11-27,furmanpaladins__richmond,5e09e685dbb67aba74eaf2469ff68939,BetMGM,2025-11-27 16:23:17.889808+00:00,-235.0,185.0,-5.5,148.5,2025-11-27 16:02:26+00:00,Furman Paladins,Richmond Spiders,2025-11-27,furmanpaladins__richmond
401809397,2025,2025-11-27,2025-11-27 16:00:00+00:00,Furman Paladins,Richmond Spiders,0,0,,,,,True,State Farm Field House,2025-11-27,furmanpaladins__richmond,5e09e685dbb67aba74eaf2469ff68939,FanDuel,2025-11-27 16:23:17.889808+00:00,-290.0,215.0,-5.5,145.5,2025-11-27 16:02:26+00:00,Furman Paladins,Richmond Spiders,2025-11-27,furmanpaladins__richmond
401809397,2025,2025-11-27,2025-11-27 16:00:00+00:00,Furman Paladins,Richmond Spiders,0,0,,,,,True,State Farm Field House,2025-11-27,furmanpaladins__richmond,5e09e685dbb67aba74eaf2469ff68939,Fanatics,2025-11-27 16:23:17.889808+00:00,-300.0,220.0,-6.5,148.5,2025-11-27 16:02:26+00:00,Furman Paladins,Richmond Spiders,2025-11-27,furmanpaladins__richmond
401830752,2025,2025-11-27,2025-11-27 17:00:00+00:00,TBD,TBD,0,0,,,,,True,Imperial Arena,2025-11-27,tbd__tbd,,,,,,,,,,,,
401817199,2025,2025-11-27,2025-11-27 17:00:00+00:00,East Carolina Pirates,St. Bonaventure Bonnies,0,0,,,,,True,Suncoast Credit Union Arena,2025-11-27,eastcarolina__stbonaventurebonnies,b31b981c4f2e57ef01f1d61d05f1d853,DraftKings,2025-11-27 16:23:17.889808+00:00,410.0,-550.0,10.5,145.5,2025-11-27 17:00:00+00:00,East Carolina Pirates,St. Bonaventure Bonnies,2025-11-27,eastcarolina__stbonaventurebonnies
401817199,2025,2025-11-27,2025-11-27 17:00:00+00:00,East Carolina Pirates,St. Bonaventure Bonnies,0,0,,,,,True,Suncoast Credit Union Arena,2025-11-27,eastcarolina__stbonaventurebonnies,b31b981c4f2e57ef01f1d61d05f1d853,BetOnline.ag,2025-11-27 16:23:17.889808+00:00,415.0,-550.0,10.5,145.0,2025-11-27 17:00:00+00:00,East Carolina Pirates,St. Bonaventure Bonnies,2025-11-27,eastcarolina__stbonaventurebonnies
