game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401807740,2026,2026-02-15,2026-02-15 21:00:00+00:00,2026-02-15 16:00,EST,North Alabama Lions,Eastern Kentucky Colonels,0,0,,,,,STATUS_SCHEDULED,False,False,Flowers Hall,2026-02-15T21:00:00Z,2026-02-15,,,2026-02-15,easternkentuckycolonels__northalabama,7fd6e668ac5ebf7e47d00dacbd4ec619,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,177.0,-205.0,4.5,149.0,2026-02-15 21:00:00+00:00,North Alabama Lions,Eastern Kentucky Colonels,2026-02-15,easternkentuckycolonels__northalabama
401812067,2026,2026-02-15,2026-02-16 00:00:00+00:00,2026-02-15 19:00,EST,Monmouth Hawks,Towson Tigers,0,0,,,,,STATUS_SCHEDULED,False,False,OceanFirst Bank Center,2026-02-16T00:00:00Z,2026-02-15,,,2026-02-15,monmouth__towson,,,,,,,,,,,,
401812069,2026,2026-02-15,2026-02-15 22:00:00+00:00,2026-02-15 17:00,EST,Campbell Fighting Camels,Charleston Cougars,0,0,,,,,STATUS_SCHEDULED,False,False,John W. Pope Jr. Convocation Center,2026-02-15T22:00:00Z,2026-02-15,,,2026-02-15,campbellfighting__charleston,d8b23554916b6fe0c557f7ae322f63b3,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-140.0,120.0,-2.5,158.5,2026-02-15 22:00:00+00:00,Campbell Fighting Camels,Charleston Cougars,2026-02-15,campbellfighting__charleston
401813317,2026,2026-02-15,2026-02-15 18:00:00+00:00,2026-02-15 13:00,EST,Canisius Golden Griffins,Manhattan Jaspers,0,0,,,,,STATUS_SCHEDULED,False,False,Koessler Athletic Center,2026-02-15T18:00:00Z,2026-02-15,,,2026-02-15,canisiusgolden__manhattan,49099f3e4864abdf1bd1aea99f34a5d8,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,105.0,-125.0,1.5,140.5,2026-02-15 18:00:00+00:00,Canisius Golden Griffins,Manhattan Jaspers,2026-02-15,canisiusgolden__manhattan
401813342,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Marist Red Foxes,Siena Saints,0,0,,,,,STATUS_SCHEDULED,False,False,McCann Arena,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,maristredfoxes__sienasaints,008444dae0ae01b8f620d441b2f8ef05,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-138.0,118.0,-2.0,133.5,2026-02-15 19:00:00+00:00,Marist Red Foxes,Siena Saints,2026-02-15,maristredfoxes__sienasaints
401813392,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Niagara Purple Eagles,Iona Gaels,0,0,,,,,STATUS_SCHEDULED,False,False,Gallagher Center,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,iona__niagarapurple,d866dcc1d1b50494132050f5ee61a0cd,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,195.0,-235.0,5.0,131.5,2026-02-15 19:00:00+00:00,Niagara Purple Eagles,Iona Gaels,2026-02-15,iona__niagarapurple
401817666,2026,2026-02-15,2026-02-15 20:00:00+00:00,2026-02-15 15:00,EST,Milwaukee Panthers,Green Bay Phoenix,0,0,,,,,STATUS_SCHEDULED,False,False,UW-Milwaukee Panther Arena,2026-02-15T20:00:00Z,2026-02-15,,,2026-02-15,greenbayphoenix__milwaukee,1dd11ab2c151a75e166c248c3e073da1,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-125.0,105.0,-1.5,145.5,2026-02-15 20:00:00+00:00,Milwaukee Panthers,Green Bay Phoenix,2026-02-15,greenbayphoenix__milwaukee
401817667,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Purdue Fort Wayne Mastodons,IU Indianapolis Jaguars,0,0,,,,,STATUS_SCHEDULED,False,False,Memorial Coliseum (IN),2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,iuindianapolis__purduefortwaynemastodons,,,,,,,,,,,,
401817668,2026,2026-02-15,2026-02-15 18:00:00+00:00,2026-02-15 13:00,EST,Detroit Mercy Titans,Youngstown State Penguins,0,0,,,,,STATUS_SCHEDULED,False,False,Calihan Hall,2026-02-15T18:00:00Z,2026-02-15,,,2026-02-15,detroitmercy__youngstownstate,f9e3ccaaa87f46e5f8794f311e68e7a3,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,143.0,-163.0,3.5,151.5,2026-02-15 18:00:00+00:00,Detroit Mercy Titans,Youngstown St Penguins,2026-02-15,detroitmercy__youngstownstate
401817669,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Cleveland State Vikings,Wright State Raiders,0,0,,,,,STATUS_SCHEDULED,False,False,Wolstein Center,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,clevelandstate__wrightstateraiders,2c3a8617262e7f7cc7fad0817f7c97d9,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,256.0,-315.0,7.0,158.0,2026-02-15 19:00:00+00:00,Cleveland St Vikings,Wright State Raiders,2026-02-15,clevelandstate__wrightstateraiders
401817670,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Robert Morris Colonials,Oakland Golden Grizzlies,0,0,,,,,STATUS_SCHEDULED,False,False,UPMC Events Center,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,oaklandgoldengrizzlies__robertmorriscolonials,bd2d3a30650ecac7e8ddbe85795ecff8,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-120.0,100.0,-1.0,156.0,2026-02-15 19:00:00+00:00,Robert Morris Colonials,Oakland Golden Grizzlies,2026-02-15,oaklandgoldengrizzlies__robertmorriscolonials
401818423,2026,2026-02-15,2026-02-15 18:00:00+00:00,2026-02-15 13:00,EST,Omaha Mavericks,Denver Pioneers,0,0,,,,,STATUS_SCHEDULED,False,False,Baxter Arena,2026-02-15T18:00:00Z,2026-02-15,2026-02-15 12:00,CST,2026-02-15,denver__omaha,4afd01dfa70e2464b7d3c4a54bed45d7,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-150.0,130.0,-2.5,161.0,2026-02-15 18:00:00+00:00,Omaha Mavericks,Denver Pioneers,2026-02-15,denver__omaha
401820205,2026,2026-02-15,2026-02-15 18:00:00+00:00,2026-02-15 13:00,EST,Loyola Maryland Greyhounds,Holy Cross Crusaders,0,0,,,,,STATUS_SCHEDULED,False,False,Reitz Arena,2026-02-15T18:00:00Z,2026-02-15,,,2026-02-15,holycrosscrusaders__loyolamaryland,,,,,,,,,,,,
401820592,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Quinnipiac Bobcats,Merrimack Warriors,0,0,,,,,STATUS_SCHEDULED,False,False,M&T Bank Arena,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,merrimack__quinnipiac,0ee4a18147d583ed1cea44af817dcf1f,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-114.0,-106.0,-1.0,142.5,2026-02-15 19:00:00+00:00,Quinnipiac Bobcats,Merrimack Warriors,2026-02-15,merrimack__quinnipiac
401822946,2026,2026-02-15,2026-02-15 23:00:00+00:00,2026-02-15 18:00,EST,Butler Bulldogs,Seton Hall Pirates,0,0,,,,,STATUS_SCHEDULED,False,False,Hinkle Fieldhouse,2026-02-15T23:00:00Z,2026-02-15,,,2026-02-15,butler__setonhall,aac318624cfc35ccd9c5266e5a9a1f79,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,127.0,-147.0,2.5,140.0,2026-02-15 23:00:00+00:00,Butler Bulldogs,Seton Hall Pirates,2026-02-15,butler__setonhall
401823319,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Saint Peter's Peacocks,Fairfield Stags,0,0,,,,,STATUS_SCHEDULED,False,False,Yanitelli Center,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,fairfield__saintpeters,2c128b79671429f16d8483e66c331ebc,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-205.0,177.0,-4.5,141.5,2026-02-15 19:00:00+00:00,Saint Peter's Peacocks,Fairfield Stags,2026-02-15,fairfield__saintpeters
401823755,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,Sacred Heart Pioneers,Rider Broncs,0,0,,,,,STATUS_SCHEDULED,False,False,William H. Pitt Center,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,rider__sacredheart,729484ed5e0842ef35b977abb98faea6,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-480.0,370.0,-9.0,146.5,2026-02-15 19:00:00+00:00,Sacred Heart Pioneers,Rider Broncs,2026-02-15,rider__sacredheart
401825518,2026,2026-02-15,2026-02-15 18:00:00+00:00,2026-02-15 13:00,EST,Illinois Fighting Illini,Indiana Hoosiers,0,0,,,,,STATUS_SCHEDULED,False,False,State Farm Center,2026-02-15T18:00:00Z,2026-02-15,,,2026-02-15,illinoisfightingillini__indiana,d50155bda3669751f6a79842bc809e33,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-635.0,466.0,-10.5,152.0,2026-02-15 18:00:00+00:00,Illinois Fighting Illini,Indiana Hoosiers,2026-02-15,illinoisfightingillini__indiana
401825519,2026,2026-02-15,2026-02-15 17:00:00+00:00,2026-02-15 12:00,EST,Rutgers Scarlet Knights,Maryland Terrapins,0,0,,,,,STATUS_SCHEDULED,False,False,Jersey Mike’s Arena,2026-02-15T17:00:00Z,2026-02-15,,,2026-02-15,marylandterrapins__rutgersscarlet,7b864d6a5f95914b4098493bca7a3532,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-125.0,105.0,-1.5,144.5,2026-02-15 17:00:00+00:00,Rutgers Scarlet Knights,Maryland Terrapins,2026-02-15,marylandterrapins__rutgersscarlet
401827685,2026,2026-02-15,2026-02-15 17:00:00+00:00,2026-02-15 12:00,EST,Cincinnati Bearcats,Utah Utes,0,0,,,,,STATUS_SCHEDULED,False,False,Fifth Third Arena,2026-02-15T17:00:00Z,2026-02-15,,,2026-02-15,cincinnati__utahutes,caa9c3aa585ac28d95f7e5b10b6830f5,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-900.0,613.0,-12.5,141.5,2026-02-15 17:00:00+00:00,Cincinnati Bearcats,Utah Utes,2026-02-15,cincinnati__utahutes
401828228,2026,2026-02-15,2026-02-15 19:00:00+00:00,2026-02-15 14:00,EST,UAB Blazers,Tulane Green Wave,0,0,,,,,STATUS_SCHEDULED,False,False,Bartow Arena,2026-02-15T19:00:00Z,2026-02-15,,,2026-02-15,tulanegreen__uabblazers,834cd912b2a835db0873d70322278afa,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-250.0,207.0,-6.0,152.0,2026-02-15 19:00:00+00:00,UAB Blazers,Tulane Green Wave,2026-02-15,tulanegreen__uabblazers
401828229,2026,2026-02-15,2026-02-15 17:00:00+00:00,2026-02-15 12:00,EST,Charlotte 49ers,UTSA Roadrunners,0,0,,,,,STATUS_SCHEDULED,False,False,Halton Arena,2026-02-15T17:00:00Z,2026-02-15,,,2026-02-15,charlotte49ers__texassanantonio,7fb1cc638a3428205cbbac503cdc013d,BetOnline.ag,2026-02-15 15:42:42.067377+00:00,-1350.0,817.0,-14.0,148.5,2026-02-15 17:00:00+00:00,Charlotte 49ers,UTSA Roadrunners,2026-02-15,charlotte49ers__texassanantonio
