pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
armyblack::umbcretrievers,UMBC Retrievers,Army Black Knights,2025-12-12T23:00:00Z,2025-12-12 23:00:00+00:00,,2025-12-12 23:00:00+00:00,2025-12-12 23:00:00+00:00,0.0
austinpeay::easttennesseestate,Austin Peay Governors,East Tennessee State Buccaneers,2025-12-13T01:00:00Z,2025-12-13 01:00:00+00:00,,2025-12-13 01:00:00+00:00,2025-12-13 01:00:00+00:00,0.0
brevardtornados::gardnerwebbrunnin,Gardner-Webb Runnin' Bulldogs,Brevard Tornados,2025-12-13T00:00:00Z,2025-12-13 00:00:00+00:00,,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,0.0
californiabaptist::easternwashington,Eastern Washington Eagles,California Baptist Lancers,2025-12-13T02:00:00Z,2025-12-13 02:00:00+00:00,,2025-12-13 02:00:00+00:00,2025-12-13 02:00:00+00:00,0.0
connecticut::texas,UConn Huskies,Texas Longhorns,2025-12-13T01:00:00Z,2025-12-13 01:00:00+00:00,,2025-12-13 01:00:00+00:00,2025-12-13 01:00:00+00:00,0.0
dakotawesleyan::southdakotastate,South Dakota State Jackrabbits,Dakota Wesleyan Tigers,2025-12-13T01:00:00Z,2025-12-13 01:00:00+00:00,,2025-12-13 01:00:00+00:00,2025-12-13 01:00:00+00:00,0.0
dallaschristiancrusaders::texasaandmcorpuschristi,Texas A&M-Corpus Christi Islanders,Dallas Christian Crusaders,2025-12-13T01:00:00Z,2025-12-13 01:00:00+00:00,,2025-12-13 01:00:00+00:00,2025-12-13 01:00:00+00:00,0.0
easttexasaandm::mcneese,McNeese Cowboys,East Texas A&M Lions,2025-12-13T01:30:00Z,2025-12-13 01:30:00+00:00,,2025-12-13 01:30:00+00:00,2025-12-13 01:30:00+00:00,0.0
marylandeasternshore::northcarolinaaandt,North Carolina A&T Aggies,Maryland Eastern Shore Hawks,2025-12-13T00:00:00Z,2025-12-13 00:00:00+00:00,,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,0.0
missouristate::xavier,Xavier Musketeers,Missouri State Bears,2025-12-13T00:00:00Z,2025-12-13 00:00:00+00:00,,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,0.0
queensroyals::southcarolinastate,Queens University Royals,South Carolina State Bulldogs,2025-12-13T00:00:00Z,2025-12-13 00:00:00+00:00,,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,0.0
stonehillskyhawks::vermontstatejohnsonbadgers,Stonehill Skyhawks,Vermont State - Johnson Badgers,2025-12-13T00:00:00Z,2025-12-13 00:00:00+00:00,,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,0.0
uncgreensboro::williampeacepacers,UNC Greensboro Spartans,William Peace Pacers,2025-12-13T00:00:00Z,2025-12-13 00:00:00+00:00,,2025-12-13 00:00:00+00:00,2025-12-13 00:00:00+00:00,0.0
