game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401812790,2025-11-23,2025-11-23 23:00:00+00:00,UConn Huskies,Bryant Bulldogs,72,49,37,21,35,28,,PeoplesBank Arena,False
401817233,2025-11-23,2025-11-23 21:00:00+00:00,Duke Blue Devils,Howard Bison,93,56,52,18,41,38,,Cameron Indoor Stadium,False
401831230,2025-11-23,2025-11-23 18:00:00+00:00,Georgia Bulldogs,Clemson Tigers,94,97,40,41,40,39,,TD Arena,True
401827154,2025-11-23,2025-11-23 18:00:00+00:00,SIU Edwardsville Cougars,Alabama State Hornets,83,68,28,37,55,31,,Clune Arena,True
401827131,2025-11-23,2025-11-23 18:00:00+00:00,Miami (OH) RedHawks,Arkansas-Pine Bluff Golden Lions,111,84,56,36,55,48,,Millett Hall,False
401813351,2025-11-23,2025-11-23 18:00:00+00:00,Canisius Golden Griffins,Binghamton Bearcats,75,66,24,26,51,40,,Koessler Athletic Center,False
401809418,2025-11-23,2025-11-23 18:00:00+00:00,Miami Hurricanes,Delaware State Hornets,97,41,50,19,47,22,,Watsco Center,False
401829279,2025-11-23,2025-11-23 19:00:00+00:00,South Dakota Coyotes,South Carolina State Bulldogs,82,81,44,35,38,46,,Sanford Coyote Sports Center,False
401827514,2025-11-23,2025-11-23 19:00:00+00:00,Drexel Dragons,Old Dominion Monarchs,75,71,35,34,40,37,,Daskalakis Athletic Center,False
401826780,2025-11-23,2025-11-23 19:00:00+00:00,Oklahoma Sooners,Alcorn State Braves,72,53,35,33,37,20,,Lloyd Noble Center,False
401825386,2025-11-23,2025-11-23 19:00:00+00:00,Georgia Tech Yellow Jackets,West Georgia Wolves,82,66,33,34,49,32,,McCamish Pavilion,False
401823502,2025-11-23,2025-11-23 19:00:00+00:00,Central Arkansas Bears,Eastern Washington Eagles,92,65,45,27,47,38,,Farris Center,False
401823173,2025-11-23,2025-11-23 19:00:00+00:00,Northern Colorado Bears,Cal State Fullerton Titans,97,93,39,33,58,60,,Chiles Center,True
401820800,2025-11-23,2025-11-23 19:00:00+00:00,Charlotte 49ers,Shaw Bears,83,79,39,40,44,39,,Halton Arena,False
401818552,2025-11-23,2025-11-23 19:00:00+00:00,Maine Black Bears,Brown Bears,53,58,23,33,30,25,,Skip Chappelle Court in Memorial Gymnasium,False
