game_id,home_team,away_team,pred_total,pred_margin,market_total,spread_home
401812789,UConn Huskies,Arizona Wildcats,155.03114318847656,-5.297883987426758,,
401817435,Notre Dame Fighting Irish,Bellarmine Knights,151.90914916992188,11.068639755249023,,
401827110,Ohio Bobcats,Bethune-Cookman Wildcats,151.95962524414062,26.95730972290039,,
401820607,Binghamton Bearcats,Misericordia Cougars,146.04183959960938,3.770115375518799,,
401823419,Bowling Green Falcons,William & Mary Tribe,145.4566650390625,1.4386625289916992,,
401817521,Virginia Tech Hokies,Bryant Bulldogs,155.0620574951172,25.53258514404297,,
401829278,South Carolina State Bulldogs,Chattanooga Mocs,141.63937377929688,-1.9098320007324217,,
401829438,The Citadel Bulldogs,North Greenville Crusaders,145.33807373046875,2.672606468200684,,
401820579,Quinnipiac Bobcats,City College NY Beavers,145.41175842285156,2.787519216537476,,
401822332,Cleveland State Vikings,Valparaiso Beacons,144.93109130859375,2.021151542663574,,
401829466,Omaha Mavericks,Concordia-Nebraska Clippers,144.41836547851562,1.2383739948272705,,
401830656,East Texas A&M Lions,Dallas Christian Crusaders,145.46517944335938,2.8708362579345703,,
401813448,Duquesne Dukes,Loyola Maryland Greyhounds,146.43478393554688,4.382876396179199,,
401822367,Eastern Illinois Panthers,Tiffin Dragons,145.34725952148438,2.686954975128174,,
401823228,Samford Bulldogs,Florida Gulf Coast Eagles,148.0673370361328,5.255341529846191,,
401824870,Furman Paladins,Ohio Christian Trailblazers,144.93109130859375,2.021151542663574,,
401817145,George Washington Revolutionaries,UMBC Retrievers,143.70855712890625,0.5611777305603027,,
401826838,Temple Owls,Hofstra Pride,145.37301635742188,2.548902988433838,,
401825206,Stetson Hatters,Howard Bison,145.48187255859375,2.678889274597168,,
401826898,Indiana State Sycamores,Louisiana Tech Bulldogs,143.6714324951172,-5.499022960662842,,
401828309,Jacksonville State Gamecocks,South Alabama Jaguars,145.67880249023438,2.9140632152557373,,
401822180,La Salle Explorers,Villanova Wildcats,141.46697998046875,-29.373779296875,,
401823307,Long Beach State Beach,Nobel Knights,145.1025390625,3.5748586654663086,,
401813399,Maryland Terrapins,Mount St. Mary's Mountaineers,110.0,22.272167205810547,,
401823444,Wofford Terriers,North Florida Ospreys,163.85955810546875,15.999837875366213,,
401817175,Richmond Spiders,VMI Keydets,144.93109130859375,2.021151542663574,,
401808952,SE Louisiana Lions,William Carey Crusaders,145.77841186523438,3.3592967987060547,,
401828474,UTEP Miners,St. Thomas (TX) Celts,144.93109130859375,2.021151542663574,,
401823004,Toledo Rockets,Youngstown State Penguins,152.20257568359375,11.46527099609375,,
