pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
american::vcu,VCU Rams,American University Eagles,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
appstate::coastalcarolinachanticleers,App State Mountaineers,Coastal Carolina Chanticleers,2025-12-18T23:30:00Z,2025-12-18 23:30:00+00:00,,2025-12-18 23:30:00+00:00,2025-12-18 23:30:00+00:00,0.0
bradley::indianastate,Indiana State Sycamores,Bradley Braves,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
calstbakersfield::nobel,Cal State Bakersfield Roadrunners,Nobel Knights,2025-12-19T02:30:00Z,2025-12-19 02:30:00+00:00,,2025-12-19 02:30:00+00:00,2025-12-19 02:30:00+00:00,0.0
centralconnecticutbluedevils::fairfield,Central Connecticut Blue Devils,Fairfield Stags,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
charlestonsouthern::northfloridaospreys,Charleston Southern Buccaneers,North Florida Ospreys,2025-12-18T16:00:00Z,2025-12-18 16:00:00+00:00,,2025-12-18 16:00:00+00:00,2025-12-18 16:00:00+00:00,0.0
charlotte49ers::lafayette,Charlotte 49ers,Lafayette Leopards,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
davidson::temple,Davidson Wildcats,Temple Owls,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
delawarestate::stjosephs,Saint Joseph's Hawks,Delaware State Hornets,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
drake::murraystate,Murray State Racers,Drake Bulldogs,2025-12-19T01:00:00Z,2025-12-19 01:00:00+00:00,,2025-12-19 01:00:00+00:00,2025-12-19 01:00:00+00:00,0.0
easternillinois::siuedwardsville,Eastern Illinois Panthers,SIU Edwardsville Cougars,2025-12-18T23:30:00Z,2025-12-18 23:30:00+00:00,,2025-12-18 23:30:00+00:00,2025-12-18 23:30:00+00:00,0.0
furmanpaladins::manhattan,Manhattan Jaspers,Furman Paladins,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
gardnerwebbrunnin::toccoafalls,Gardner-Webb Runnin' Bulldogs,Toccoa Falls Eagles,2025-12-18T16:00:00Z,2025-12-18 16:00:00+00:00,,2025-12-18 16:00:00+00:00,2025-12-18 16:00:00+00:00,0.0
georgia::westerncarolinacatamounts,Georgia Bulldogs,Western Carolina Catamounts,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
georgiasouthern::georgiastate,Georgia Southern Eagles,Georgia State Panthers,2025-12-19T01:00:00Z,2025-12-19 01:00:00+00:00,,2025-12-19 01:00:00+00:00,2025-12-19 01:00:00+00:00,0.0
grambling::norfolkstate,Grambling Tigers,Norfolk State Spartans,2025-12-19T00:30:00Z,2025-12-19 00:30:00+00:00,,2025-12-19 00:30:00+00:00,2025-12-19 00:30:00+00:00,0.0
hampton::jacksonstate,Jackson State Tigers,Hampton Pirates,2025-12-18T22:00:00Z,2025-12-18 22:00:00+00:00,,2025-12-18 22:00:00+00:00,2025-12-18 22:00:00+00:00,0.0
idahostate::montanawestern,Idaho State Bengals,Montana-Western Bulldogs,2025-12-19T02:00:00Z,2025-12-19 02:00:00+00:00,,2025-12-19 02:00:00+00:00,2025-12-19 02:00:00+00:00,0.0
illinoisstate::southernillinoissalukis,Southern Illinois Salukis,Illinois State Redbirds,2025-12-19T02:00:00Z,2025-12-19 02:00:00+00:00,,2025-12-19 02:00:00+00:00,2025-12-19 02:00:00+00:00,0.0
kansascityroos::oklahomastate,Oklahoma State Cowboys,Kansas City Roos,2025-12-19T01:00:00Z,2025-12-19 01:00:00+00:00,,2025-12-19 01:00:00+00:00,2025-12-19 01:00:00+00:00,0.0
lehighmountain::pennstatehazletonnittany,Lehigh Mountain Hawks,Penn State Hazleton Nittany Lions,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
lindenwood::westernillinoisleathernecks,Lindenwood Lions,Western Illinois Leathernecks,2025-12-19T01:30:00Z,2025-12-19 01:30:00+00:00,,2025-12-19 01:30:00+00:00,2025-12-19 01:30:00+00:00,0.0
littlerocktrojans::southernindianascreaming,Southern Indiana Screaming Eagles,Little Rock Trojans,2025-12-19T01:30:00Z,2025-12-19 01:30:00+00:00,,2025-12-19 01:30:00+00:00,2025-12-19 01:30:00+00:00,0.0
longbeachstatebeach::pepperdine,Long Beach State Beach,Pepperdine Waves,2025-12-19T03:00:00Z,2025-12-19 03:00:00+00:00,,2025-12-19 03:00:00+00:00,2025-12-19 03:00:00+00:00,0.0
louisiana::southernmissgolden,Southern Miss Golden Eagles,Louisiana Ragin' Cajuns,2025-12-19T01:30:00Z,2025-12-19 01:30:00+00:00,,2025-12-19 01:30:00+00:00,2025-12-19 01:30:00+00:00,0.0
morriscollege::uncasheville,UNC Asheville Bulldogs,Morris College Hornets,2025-12-18T23:30:00Z,2025-12-18 23:30:00+00:00,,2025-12-18 23:30:00+00:00,2025-12-18 23:30:00+00:00,0.0
northdakotafighting::winthrop,North Dakota Fighting Hawks,Winthrop Eagles,2025-12-19T01:00:00Z,2025-12-19 01:00:00+00:00,,2025-12-19 01:00:00+00:00,2025-12-19 01:00:00+00:00,0.0
northernarizonalumberjacks::southernutahthunderbirds,Northern Arizona Lumberjacks,Southern Utah Thunderbirds,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
oralrobertsgolden::tcuhornedfrogs,TCU Horned Frogs,Oral Roberts Golden Eagles,2025-12-19T01:00:00Z,2025-12-19 01:00:00+00:00,,2025-12-19 01:00:00+00:00,2025-12-19 01:00:00+00:00,0.0
radford::williamandmarytribe,William & Mary Tribe,Radford Highlanders,2025-12-19T00:00:00Z,2025-12-19 00:00:00+00:00,,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,0.0
southeastmissouristate::tennesseetechgolden,Tennessee Tech Golden Eagles,Southeast Missouri State Redhawks,2025-12-19T01:30:00Z,2025-12-19 01:30:00+00:00,,2025-12-19 01:30:00+00:00,2025-12-19 01:30:00+00:00,0.0
tennesseestate::utmartinskyhawks,Tennessee State Tigers,UT Martin Skyhawks,2025-12-19T01:30:00Z,2025-12-19 01:30:00+00:00,,2025-12-19 01:30:00+00:00,2025-12-19 01:30:00+00:00,0.0
