game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,source,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401823215,2025,2025-11-15,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,0,0,,,,,False,Knights Hall,espn,2025-11-15,bellarmine__wofford,0d045fe6975fc350bc5c98544c5c2d5b,BetOnline.ag,2025-11-15 16:53:27.002321+00:00,,,2.0,156.5,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,2025-11-15,bellarmine__wofford
401823215,2025,2025-11-15,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,0,0,,,,,False,Knights Hall,espn,2025-11-15,bellarmine__wofford,0d045fe6975fc350bc5c98544c5c2d5b,BetMGM,2025-11-15 16:53:27.002321+00:00,125.0,-150.0,2.5,156.5,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,2025-11-15,bellarmine__wofford
401823215,2025,2025-11-15,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,0,0,,,,,False,Knights Hall,espn,2025-11-15,bellarmine__wofford,0d045fe6975fc350bc5c98544c5c2d5b,LowVig.ag,2025-11-15 16:53:27.002321+00:00,,,2.0,156.5,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,2025-11-15,bellarmine__wofford
401823215,2025,2025-11-15,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,0,0,,,,,False,Knights Hall,espn,2025-11-15,bellarmine__wofford,0d045fe6975fc350bc5c98544c5c2d5b,FanDuel,2025-11-15 16:53:27.002321+00:00,124.0,-152.0,2.5,156.5,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,2025-11-15,bellarmine__wofford
401823215,2025,2025-11-15,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,0,0,,,,,False,Knights Hall,espn,2025-11-15,bellarmine__wofford,0d045fe6975fc350bc5c98544c5c2d5b,BetRivers,2025-11-15 16:53:27.002321+00:00,110.0,-143.0,2.5,155.0,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,2025-11-15,bellarmine__wofford
401823215,2025,2025-11-15,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,0,0,,,,,False,Knights Hall,espn,2025-11-15,bellarmine__wofford,0d045fe6975fc350bc5c98544c5c2d5b,Bovada,2025-11-15 16:53:27.002321+00:00,125.0,-145.0,2.5,156.0,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,2025-11-15,bellarmine__wofford
401823215,2025,2025-11-15,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,0,0,,,,,False,Knights Hall,espn,2025-11-15,bellarmine__wofford,0d045fe6975fc350bc5c98544c5c2d5b,Caesars,2025-11-15 16:53:27.002321+00:00,122.0,-145.0,2.5,155.0,2025-11-15 19:00:00+00:00,Bellarmine Knights,Wofford Terriers,2025-11-15,bellarmine__wofford
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,FanDuel,2025-11-15 16:53:27.002321+00:00,-2800.0,1160.0,-16.5,149.5,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,Caesars,2025-11-15 16:53:27.002321+00:00,-2000.0,1050.0,-17.0,149.5,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,LowVig.ag,2025-11-15 16:53:27.002321+00:00,-2400.0,1136.0,-17.0,149.5,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,BetOnline.ag,2025-11-15 16:53:27.002321+00:00,-2400.0,1136.0,-17.0,149.5,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,DraftKings,2025-11-15 16:53:27.002321+00:00,-2100.0,1100.0,-17.5,149.5,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,Bovada,2025-11-15 16:53:27.002321+00:00,-1800.0,850.0,-17.0,150.0,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,BetMGM,2025-11-15 16:53:27.002321+00:00,-2500.0,1050.0,-17.5,149.5,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,BetUS,2025-11-15 16:53:27.002321+00:00,-2400.0,1150.0,-17.0,149.0,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401823816,2025,2025-11-15,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,0,0,,,,,False,ExtraMile Arena,espn,2025-11-15,boisestate__montanastate,f30b268b251b3d02abd0154ca3cb8f17,BetRivers,2025-11-15 16:53:27.002321+00:00,-2500.0,800.0,-16.5,150.5,2025-11-15 21:00:00+00:00,Boise State Broncos,Montana State Bobcats,2025-11-15,boisestate__montanastate
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,DraftKings,2025-11-15 16:53:27.002321+00:00,-162.0,136.0,-2.5,135.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,LowVig.ag,2025-11-15 16:53:27.002321+00:00,,,-2.5,135.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,BetOnline.ag,2025-11-15 16:53:27.002321+00:00,,,-2.5,135.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,BetMGM,2025-11-15 16:53:27.002321+00:00,-160.0,135.0,-2.5,136.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,BetRivers,2025-11-15 16:53:27.002321+00:00,-162.0,130.0,-3.0,135.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,FanDuel,2025-11-15 16:53:27.002321+00:00,-150.0,122.0,-2.5,135.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,Bovada,2025-11-15 16:53:27.002321+00:00,-150.0,130.0,-3.0,135.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401824358,2025,2025-11-15,2025-11-15 18:00:00+00:00,Boston University Terriers,Merrimack Warriors,0,0,,,,,False,Case Gym,espn,2025-11-15,boston__merrimack,bd0e0b0d9a9217a926c2aa6b43ae81e1,Caesars,2025-11-15 16:53:27.002321+00:00,-165.0,140.0,-2.5,135.5,2025-11-15 18:00:00+00:00,Boston Univ. Terriers,Merrimack Warriors,2025-11-15,boston__merrimack
401823428,2025,2025-11-15,2025-11-15 16:00:00+00:00,Buffalo Bulls,RIT Tigers,50,28,50.0,28.0,,,False,Alumni Arena,espn,2025-11-15,buffalobulls__rit,,,,,,,,,,,,
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,FanDuel,2025-11-15 16:53:27.002321+00:00,-194.0,160.0,-3.5,147.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,Caesars,2025-11-15 16:53:27.002321+00:00,-180.0,152.0,-3.5,147.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,BetOnline.ag,2025-11-15 16:53:27.002321+00:00,-170.0,149.0,-3.5,147.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,LowVig.ag,2025-11-15 16:53:27.002321+00:00,-170.0,149.0,-3.5,147.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,DraftKings,2025-11-15 16:53:27.002321+00:00,-185.0,154.0,-3.5,147.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,Bovada,2025-11-15 16:53:27.002321+00:00,-175.0,150.0,-3.5,147.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,BetMGM,2025-11-15 16:53:27.002321+00:00,-180.0,145.0,-3.5,147.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,BetUS,2025-11-15 16:53:27.002321+00:00,-190.0,163.0,-3.5,148.0,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401826044,2025,2025-11-15,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,0,0,,,,,False,SRC Arena,espn,2025-11-15,californiariverside__northdakotafighting,a22e044912e5f67f8234debac9935a6a,BetRivers,2025-11-15 16:53:27.002321+00:00,-190.0,143.0,-3.5,148.5,2025-11-15 22:00:00+00:00,UC Riverside Highlanders,North Dakota Fighting Hawks,2025-11-15,californiariverside__northdakotafighting
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,DraftKings,2025-11-15 16:53:27.002321+00:00,225.0,-278.0,6.5,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,BetOnline.ag,2025-11-15 16:53:27.002321+00:00,215.0,-260.0,6.0,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,LowVig.ag,2025-11-15 16:53:27.002321+00:00,215.0,-260.0,6.0,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,Caesars,2025-11-15 16:53:27.002321+00:00,228.0,-285.0,7.0,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,BetMGM,2025-11-15 16:53:27.002321+00:00,220.0,-275.0,6.5,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,BetUS,2025-11-15 16:53:27.002321+00:00,218.0,-260.0,6.5,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,Bovada,2025-11-15 16:53:27.002321+00:00,230.0,-280.0,6.5,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,BetRivers,2025-11-15 16:53:27.002321+00:00,210.0,-295.0,6.5,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822730,2025,2025-11-15,2025-11-15 22:00:00+00:00,Cal State Fullerton Titans,Pacific Tigers,0,0,,,,,False,Titan Gym,espn,2025-11-15,calstfullerton__pacific,a6ce280125f6ca8215cea725adf5c488,FanDuel,2025-11-15 16:53:27.002321+00:00,235.0,-300.0,6.5,158.5,2025-11-15 22:00:00+00:00,CSU Fullerton Titans,Pacific Tigers,2025-11-15,calstfullerton__pacific
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,DraftKings,2025-11-15 16:53:27.002321+00:00,490.0,-675.0,10.5,157.5,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,LowVig.ag,2025-11-15 16:53:27.002321+00:00,,,10.5,156.0,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,BetMGM,2025-11-15 16:53:27.002321+00:00,450.0,-625.0,10.5,156.5,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,BetOnline.ag,2025-11-15 16:53:27.002321+00:00,,,10.5,156.0,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,FanDuel,2025-11-15 16:53:27.002321+00:00,520.0,-800.0,10.5,157.5,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,BetRivers,2025-11-15 16:53:27.002321+00:00,400.0,-670.0,11.0,157.5,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,Bovada,2025-11-15 16:53:27.002321+00:00,475.0,-700.0,11.0,157.5,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401822340,2025,2025-11-15,2025-11-15 19:00:00+00:00,Chicago State Cougars,UIC Flames,0,0,,,,,False,Jones Convocation Center,espn,2025-11-15,chicagostate__uicflames,ee2fa9f1356780f93252a7a8fc1ca0ea,Caesars,2025-11-15 16:53:27.002321+00:00,460.0,-650.0,10.5,156.5,2025-11-15 19:00:00+00:00,Chicago St Cougars,UIC Flames,2025-11-15,chicagostate__uicflames
401823011,2025,2025-11-15,2025-11-15 18:00:00+00:00,Cleveland State Vikings,Kent State Golden Flashes,0,0,,,,,True,Colonial Hall,espn,2025-11-15,clevelandstate__kentstategoldenflashes,37fa2522d4be88ec92393fd57aaecfb2,DraftKings,2025-11-15 16:53:27.002321+00:00,-650.0,470.0,-11.5,165.5,2025-11-15 18:00:00+00:00,Kent State Golden Flashes,Cleveland St Vikings,2025-11-15,clevelandstate__kentstategoldenflashes
401823011,2025,2025-11-15,2025-11-15 18:00:00+00:00,Cleveland State Vikings,Kent State Golden Flashes,0,0,,,,,True,Colonial Hall,espn,2025-11-15,clevelandstate__kentstategoldenflashes,37fa2522d4be88ec92393fd57aaecfb2,BetOnline.ag,2025-11-15 16:53:27.002321+00:00,-700.0,505.0,-11.0,164.5,2025-11-15 18:00:00+00:00,Kent State Golden Flashes,Cleveland St Vikings,2025-11-15,clevelandstate__kentstategoldenflashes
