date,game_id,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin
2025-11-03,401812260,152.31896217326573,152.96615315484706,153.00100759055542,26.785096275326783,28.23757363355652,28.99417131767124
2025-11-03,401812282,137.9107448758605,138.06426927106946,139.6960826160848,30.08283344493008,37.9910652229478,38.50766628259258
2025-11-03,401812785,133.99084857394928,134.49083615956985,138.10507657214433,22.62227950009424,24.89962306232926,25.09907140936872
2025-11-03,401813756,153.71821950890927,154.01800473515144,154.6736737183776,5.989003801213219,6.408311570520302,7.080407428781236
2025-11-03,401817239,138.5113583297231,149.05404169126857,154.00594310816567,41.09273577397937,59.43145385614469,61.64956097988563
2025-11-03,401817262,146.95612018187293,147.7134918869544,149.099869755551,31.935522784956955,39.91809969274502,40.04966375526741
2025-11-03,401819834,136.78973160421782,136.97629536918555,138.06849366574997,4.543333172377821,5.028221945619249,5.96650026291115
2025-11-03,401819882,144.1541152129471,144.88347280798598,145.40624482101595,32.058155747365795,43.55605114751746,46.77752558969737
2025-11-03,401820577,180.2907234107332,182.44800078083568,185.7485678434058,33.11571422498655,33.708904200910816,33.984024646943475
2025-11-03,401823474,174.3940765327946,184.6236309080748,185.52545286765493,3.996597739122749,5.0316499415152895,8.844591873953911
2025-11-03,401823483,135.77234085579502,137.15431737339514,140.45305061969646,14.519350972487985,15.001543447738316,15.678379818577076
2025-11-03,401824031,129.24124722905387,140.2154461893951,145.0343796181536,40.68349446316133,56.95488395114959,64.13701590449004
2025-11-03,401824809,130.56678755320118,131.56753332817607,136.70740392658027,17.919831375454546,17.999958411313596,18.000911787321616
2025-11-03,401826083,194.58297625117305,198.9965906064584,199.4056741110416,44.043397297758105,45.081336373936736,52.15224881971615
2025-11-03,401826784,181.00450754244693,185.9840610870122,189.5161349961365,31.876177890185964,32.17760237585789,33.760289918546874
2025-11-03,401826885,172.83909708132123,180.01842819221574,181.47297397452297,5.012445941513967,6.002499658409175,6.423472426057611
2025-11-03,401826911,159.04445758095193,160.31478734065334,160.34058591014184,26.169931146498545,31.28979694992778,32.67366402468033
2025-11-03,401827170,167.937504486137,168.04610561489957,168.42812487198827,51.65122620865065,58.40417230844485,62.536758280198285
2025-11-03,401827219,148.10302636629544,149.34878266785864,149.3941757489452,10.46229604969307,10.8489542543201,11.513392037266756
2025-11-04,401813286,161.1449670952695,166.2294949285266,166.68970471902915,22.46702351376143,24.42596069700675,26.566715383990577
2025-11-04,401813397,123.46663842903328,123.9726507547146,131.4884482700067,15.826865629072634,16.06566682991423,17.06780525848366
2025-11-04,401817228,134.8484920724291,134.87171156698383,138.09110291699685,15.009361933445014,15.071557246429574,15.179506364161092
2025-11-04,401817464,165.62329262696025,168.00306414762002,168.07298987396797,8.527281862110888,9.771462888361713,10.245183991478555
2025-11-04,401819813,144.93488659197277,144.998060905373,145.08840829063035,16.032939601114755,16.574536049218448,17.002687141828254
2025-11-04,401819888,155.99480057218562,156.95652834075452,157.17154593742978,28.20670192597705,29.01557587953452,29.53204934849537
2025-11-04,401819898,156.83646942768607,157.23538201912635,158.6708940271973,33.63324149900525,37.983292358065725,38.382644540065385
2025-11-04,401820395,166.1322343762749,167.00860956837047,167.17256073103627,-5.038699471280217,-4.806047645923333,0.0967757029727146
2025-11-04,401820806,175.3617944377842,181.03038636437705,181.50579313396025,2.641004765661616,3.086032977358024,3.8010912235038368
2025-11-04,401822165,132.41852187604704,133.03548651619923,134.06805705181446,-11.572496928950914,-10.873581521371444,-5.226627808287365
2025-11-04,401822329,128.20288788228743,128.84037656885246,135.53804851262916,2.8015686279330816,3.0778370890099005,3.20042958249231
2025-11-04,401823304,118.94905768001584,122.21508175057237,128.99896224697915,26.448358259624232,32.30466123454708,32.428544125941215
2025-11-04,401823321,156.07665469707106,157.94956297107692,158.07525053932,16.653248382010403,17.9962474793239,18.000304445710228
2025-11-04,401823398,166.46188600824857,169.4519280767504,170.00561321608782,26.639636942393484,31.894207439993668,32.31931843700133
2025-11-04,401823553,151.3879011616758,152.0067234007155,152.9086613861802,9.42737765434582,9.53679081248062,10.046336780122044
2025-11-04,401823724,148.90625368831644,148.9786804133061,151.3190689035209,36.56736296532759,57.65367599156252,60.991256531750274
