event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price
7b9c1547b39433a7db8e82bc4d53c9bf,DraftKings,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,h2h,2h,-520.0,350.0,,,,,,,
7b9c1547b39433a7db8e82bc4d53c9bf,DraftKings,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,spreads,full_game,,,-3.5,-115.0,3.5,-115.0,,,
7b9c1547b39433a7db8e82bc4d53c9bf,FanDuel,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:49:43+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,h2h,2h,-1000.0,560.0,,,,,,,
7b9c1547b39433a7db8e82bc4d53c9bf,FanDuel,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:49:43+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,spreads,full_game,,,-4.5,-106.0,4.5,-125.0,,,
7b9c1547b39433a7db8e82bc4d53c9bf,FanDuel,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:49:43+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,totals,full_game,,,,,,,165.5,-125.0,-106.0
7b9c1547b39433a7db8e82bc4d53c9bf,BetRivers,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:35+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,h2h,2h,-400.0,250.0,,,,,,,
7b9c1547b39433a7db8e82bc4d53c9bf,BetRivers,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:35+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,spreads,full_game,,,-3.5,-118.0,3.5,-124.0,,,
7b9c1547b39433a7db8e82bc4d53c9bf,BetMGM,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,h2h,2h,-350.0,260.0,,,,,,,
7b9c1547b39433a7db8e82bc4d53c9bf,BetMGM,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,spreads,full_game,,,-3.5,105.0,3.5,-140.0,,,
7b9c1547b39433a7db8e82bc4d53c9bf,BetMGM,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,totals,full_game,,,,,,,167.5,-115.0,-115.0
7b9c1547b39433a7db8e82bc4d53c9bf,Bovada,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:47:54+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,h2h,2h,-550.0,350.0,,,,,,,
7b9c1547b39433a7db8e82bc4d53c9bf,Bovada,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:47:54+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,spreads,full_game,,,-4.5,-120.0,4.5,-110.0,,,
7b9c1547b39433a7db8e82bc4d53c9bf,Bovada,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:47:54+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,totals,full_game,,,,,,,166.5,100.0,-130.0
7b9c1547b39433a7db8e82bc4d53c9bf,Caesars,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:15+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,h2h,2h,-400.0,290.0,,,,,,,
7b9c1547b39433a7db8e82bc4d53c9bf,Caesars,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:15+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,spreads,full_game,,,-3.5,-130.0,3.5,100.0,,,
7b9c1547b39433a7db8e82bc4d53c9bf,Fanatics,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,h2h,2h,-500.0,330.0,,,,,,,
7b9c1547b39433a7db8e82bc4d53c9bf,Fanatics,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,spreads,full_game,,,-4.5,-120.0,4.5,-110.0,,,
7b9c1547b39433a7db8e82bc4d53c9bf,Fanatics,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Colorado Buffaloes,Eastern Washington Eagles,totals,full_game,,,,,,,165.5,100.0,-130.0
9c232e8f404374ee474cc20c724723df,FanDuel,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:49:43+00:00,2025-11-08 21:00:00+00:00,Stanford Cardinal,Montana Grizzlies,spreads,full_game,,,-23.5,-132.0,23.5,100.0,,,
9c232e8f404374ee474cc20c724723df,FanDuel,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:49:43+00:00,2025-11-08 21:00:00+00:00,Stanford Cardinal,Montana Grizzlies,totals,full_game,,,,,,,164.5,-114.0,-114.0
9c232e8f404374ee474cc20c724723df,DraftKings,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Stanford Cardinal,Montana Grizzlies,spreads,full_game,,,-22.5,-125.0,22.5,-105.0,,,
9c232e8f404374ee474cc20c724723df,DraftKings,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:22+00:00,2025-11-08 21:00:00+00:00,Stanford Cardinal,Montana Grizzlies,totals,full_game,,,,,,,167.5,-110.0,-120.0
9c232e8f404374ee474cc20c724723df,Bovada,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:13+00:00,2025-11-08 21:00:00+00:00,Stanford Cardinal,Montana Grizzlies,spreads,full_game,,,-20.5,-115.0,20.5,-115.0,,,
9c232e8f404374ee474cc20c724723df,Bovada,2025-11-08 22:51:52.937878+00:00,2025-11-08 22:51:13+00:00,2025-11-08 21:00:00+00:00,Stanford Cardinal,Montana Grizzlies,totals,full_game,,,,,,,164.5,-125.0,-105.0
