date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,start_min,end_min,half,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,0,5,1,10.16975,10.68425,19.70163181411975,-0.5145,5.0,10.0,16.0,6.0,10.0,16.0,11.84763181411975,18.84763181411975,27.84763181411975,-7.0,-1.0,6.0
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,5,10,1,20.035,20.9455,39.04707730116175,-0.9105,13.0,20.0,28.0,14.0,21.0,29.0,27.06657730116175,38.06657730116175,52.06657730116175,-10.0,-1.0,8.0
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,10,15,1,29.76725,31.163,59.17310075960679,-1.39575,20.0,29.0,40.0,22.0,31.0,41.0,43.24285075960679,58.24285075960679,75.2428507596068,-12.0,-2.0,9.0
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,15,20,1,37.428,39.13575,75.60865616621984,-1.70775,26.0,37.0,49.0,28.0,39.0,50.0,57.04490616621984,75.04490616621985,94.04490616621985,-14.0,-2.0,10.0
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,20,25,2,48.013,50.26725,96.718140974084,-2.25425,36.0,48.0,60.0,39.0,50.0,62.0,77.437890974084,96.437890974084,115.437890974084,-16.0,-2.0,11.0
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,25,30,2,58.059,60.88075,116.78045598748884,-2.82175,45.0,58.0,71.0,48.0,61.0,74.0,96.84070598748885,116.84070598748885,136.84070598748883,-18.0,-3.0,13.0
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,30,35,2,68.15875,71.4205,137.4445315013405,-3.26175,55.0,68.0,82.0,58.0,71.0,85.0,115.86528150134048,136.8652815013405,159.8652815013405,-20.0,-3.0,13.0
2026-01-30,401812590,Columbia Lions,Pennsylvania Quakers,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,35,40,2,76.5955,80.255,157.053136282395,-3.6595,62.0,77.0,91.0,66.0,80.0,95.0,135.202636282395,157.202636282395,180.202636282395,-21.0,-4.0,14.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,0,5,1,10.072,10.2905,19.21013181411975,-0.2185,5.0,10.0,15.0,5.0,10.0,15.0,11.84763181411975,18.84763181411975,26.84763181411975,-6.0,0.0,6.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,5,10,1,19.68575,20.3125,38.06482730116175,-0.62675,13.0,19.0,27.0,13.0,20.0,28.0,26.966577301161784,38.06657730116175,50.06657730116175,-9.0,-1.0,8.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,10,15,1,29.3425,30.27975,57.86510075960679,-0.93725,20.0,29.0,39.0,21.0,30.0,40.0,43.24285075960679,57.24285075960679,74.2428507596068,-11.0,-1.0,10.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,15,20,1,36.82325,38.00275,73.87090616621984,-1.1795,26.0,36.0,48.0,28.0,38.0,49.0,56.04490616621984,73.04490616621985,92.04490616621985,-13.0,-1.0,11.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,20,25,2,47.18475,48.6265,94.249140974084,-1.44175,36.0,47.0,59.0,37.0,48.0,60.0,75.437890974084,93.437890974084,113.437890974084,-15.0,-1.0,12.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,25,30,2,57.194,58.84275,113.87745598748884,-1.64875,45.0,57.0,70.0,46.0,59.0,71.0,94.84070598748885,113.84070598748885,133.84070598748883,-16.0,-2.0,13.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,30,35,2,67.1025,69.0325,134.00028150134048,-1.93,54.0,67.0,80.0,56.0,69.0,83.0,113.76528150134052,133.8652815013405,155.8652815013405,-18.0,-2.0,14.0
2026-01-30,401812617,Brown Bears,Harvard Crimson,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,35,40,2,75.23775,77.40825,152.84863628239498,-2.1705,62.0,75.0,89.0,64.0,77.0,91.0,131.202636282395,152.202636282395,175.202636282395,-19.0,-2.0,14.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,0,5,1,9.91775,10.69875,19.46413181411975,-0.781,5.0,10.0,15.0,6.0,11.0,16.0,11.84763181411975,18.84763181411975,27.84763181411975,-7.0,-1.0,6.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,5,10,1,19.398,21.012,38.47657730116175,-1.614,12.0,19.0,27.0,14.0,21.0,29.0,27.06657730116175,38.06657730116175,51.06657730116175,-10.0,-2.0,7.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,10,15,1,28.8865,31.37625,58.50560075960679,-2.48975,20.0,28.0,38.0,22.0,31.0,41.0,43.24285075960679,58.24285075960679,74.2428507596068,-13.0,-2.0,8.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,15,20,1,36.27275,39.50975,74.82740616621984,-3.237,26.0,36.0,47.0,28.0,39.0,51.0,57.04490616621984,74.04490616621985,94.04490616621985,-15.0,-3.0,9.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,20,25,2,46.36725,50.461,95.266140974084,-4.09375,35.0,46.0,58.0,38.0,50.0,63.0,76.437890974084,94.437890974084,115.437890974084,-18.0,-4.0,10.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,25,30,2,56.08925,60.96625,114.89620598748884,-4.877,44.0,56.0,69.0,48.0,61.0,74.0,94.84070598748885,114.84070598748885,135.84070598748883,-20.0,-5.0,10.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,30,35,2,65.896,71.5035,135.26478150134048,-5.6075,53.0,65.0,80.0,57.0,71.0,86.0,112.86528150134048,134.8652815013405,157.8652815013405,-22.0,-6.0,11.0
2026-01-30,401813304,Manhattan Jaspers,Rider Broncs,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,35,40,2,73.913,80.25775,154.373386282395,-6.34475,60.0,74.0,88.0,65.0,80.0,95.0,131.202636282395,154.202636282395,179.202636282395,-24.0,-6.0,11.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,0,5,1,10.0915,10.43275,19.37188181411975,-0.34125,5.0,10.0,15.0,6.0,10.0,16.0,11.84763181411975,18.84763181411975,27.84763181411975,-6.0,0.0,6.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,5,10,1,19.76625,20.32725,38.16007730116175,-0.561,13.0,20.0,27.0,13.0,20.0,28.0,27.06657730116175,38.06657730116175,50.06657730116175,-9.0,-1.0,8.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,10,15,1,29.473,30.22075,57.93660075960679,-0.74775,20.0,29.0,39.0,21.0,30.0,40.0,43.24285075960679,57.24285075960679,73.2428507596068,-11.0,-1.0,10.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,15,20,1,36.82925,37.6745,73.54865616621984,-0.84525,26.0,37.0,47.0,27.0,38.0,48.0,56.04490616621984,73.04490616621985,91.04490616621985,-13.0,-1.0,11.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,20,25,2,47.1265,48.14625,93.710640974084,-1.01975,36.0,47.0,58.0,37.0,48.0,59.0,76.437890974084,93.437890974084,111.437890974084,-14.0,-1.0,12.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,25,30,2,56.9995,58.18375,113.02395598748885,-1.18425,45.0,57.0,69.0,46.0,58.0,70.0,94.84070598748885,112.84070598748885,131.84070598748883,-16.0,-1.0,14.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,30,35,2,66.88225,68.282,133.0295315013405,-1.39975,54.0,67.0,80.0,56.0,68.0,81.0,113.86528150134048,132.8652815013405,152.8652815013405,-17.0,-2.0,14.0
2026-01-30,401813337,Canisius Golden Griffins,Marist Red Foxes,2026-01-30 19:00,2026-01-31T00:00:00Z,EST,35,40,2,74.76625,76.36075,151.329636282395,-1.5945,62.0,75.0,88.0,63.0,76.0,90.0,131.202636282395,151.202636282395,172.202636282395,-18.0,-2.0,15.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,0,5,1,12.45275,12.66175,23.96213181411975,-0.209,7.0,12.0,18.0,7.0,12.0,18.0,15.84763181411975,23.84763181411975,32.84763181411975,-7.0,0.0,7.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,5,10,1,24.46375,25.02525,47.55557730116175,-0.5615,17.0,24.0,33.0,17.0,25.0,33.0,35.06657730116175,47.06657730116175,61.06657730116175,-10.0,0.0,9.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,10,15,1,36.39375,37.37,72.0066007596068,-0.97625,26.0,36.0,47.0,27.0,37.0,48.0,55.24285075960679,71.2428507596068,89.2428507596068,-13.0,-1.0,11.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,15,20,1,46.669,47.83025,93.54415616621984,-1.16125,35.0,46.0,59.0,36.0,48.0,60.0,74.04490616621985,93.04490616621985,114.04490616621985,-15.0,-1.0,12.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,20,25,2,54.5165,55.72875,108.683140974084,-1.21225,42.0,54.0,67.0,43.0,55.0,68.0,88.437890974084,108.437890974084,128.437890974084,-16.0,-1.0,13.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,25,30,2,61.8295,63.20325,122.87345598748882,-1.37375,49.0,62.0,75.0,50.0,63.0,76.0,102.84070598748885,122.84070598748885,143.84070598748883,-17.0,-1.0,14.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,30,35,2,69.0305,70.59175,137.4875315013405,-1.56125,56.0,69.0,82.0,57.0,71.0,84.0,116.86528150134048,136.8652815013405,158.8652815013405,-18.0,-1.0,15.0
2026-01-30,401813390,Niagara Purple Eagles,Siena Saints,2026-01-30 18:30,2026-01-30T23:30:00Z,EST,35,40,2,72.331,74.03275,146.566386282395,-1.70175,59.0,72.0,86.0,60.0,74.0,88.0,125.202636282395,146.202636282395,168.202636282395,-18.0,-2.0,15.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,0,5,1,10.48175,10.57375,19.90313181411975,-0.092,6.0,10.0,16.0,6.0,10.0,16.0,11.84763181411975,19.84763181411975,27.84763181411975,-6.0,0.0,6.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,5,10,1,20.45875,20.72925,39.25457730116175,-0.2705,13.0,20.0,28.0,13.0,21.0,28.0,27.06657730116175,39.06657730116175,51.06657730116175,-9.0,0.0,8.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,10,15,1,30.54625,30.8495,59.63860075960679,-0.30325,21.0,30.0,40.0,22.0,30.0,40.0,44.24285075960679,59.24285075960679,75.2428507596068,-11.0,0.0,10.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,15,20,1,38.38075,38.7595,76.18515616621984,-0.37875,28.0,38.0,49.0,28.0,38.0,50.0,59.04490616621984,76.04490616621985,95.04490616621985,-12.0,0.0,11.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,20,25,2,49.0685,49.685,97.191390974084,-0.6165,38.0,49.0,60.0,39.0,49.0,61.0,78.437890974084,96.437890974084,115.437890974084,-14.0,-1.0,13.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,25,30,2,59.35125,60.12175,117.31370598748885,-0.7705,47.0,59.0,72.0,48.0,60.0,73.0,97.84070598748885,116.84070598748885,136.84070598748883,-16.0,-1.0,14.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,30,35,2,69.43625,70.51025,137.81178150134048,-1.074,56.0,69.0,83.0,57.0,70.0,84.0,116.86528150134048,137.8652815013405,158.8652815013405,-17.0,-1.0,15.0
2026-01-30,401813414,Saint Peter's Peacocks,Mount St. Mary's Mountaineers,,,,35,40,2,77.77525,79.03225,157.010136282395,-1.257,65.0,78.0,91.0,65.0,79.0,93.0,135.202636282395,157.202636282395,179.202636282395,-18.0,-1.0,16.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,0,5,1,10.91975,11.3085,21.07588181411975,-0.38875,6.0,11.0,16.0,6.0,11.0,17.0,12.84763181411975,20.84763181411975,29.84763181411975,-7.0,0.0,6.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,5,10,1,21.34475,22.155,41.56632730116175,-0.81025,14.0,21.0,29.0,15.0,22.0,30.0,29.06657730116175,41.06657730116175,54.06657730116175,-10.0,-1.0,9.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,10,15,1,31.98325,32.9375,63.16360075960679,-0.95425,22.0,32.0,42.0,23.0,33.0,43.0,47.24285075960679,62.24285075960679,79.2428507596068,-12.0,-1.0,10.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,15,20,1,40.5635,41.82275,81.43115616621985,-1.25925,30.0,40.0,52.0,31.0,41.0,54.0,63.04490616621984,81.04490616621985,101.04490616621985,-14.0,-1.0,11.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,20,25,2,51.765,53.422,103.624890974084,-1.657,40.0,52.0,64.0,41.0,53.0,66.0,84.437890974084,103.437890974084,123.437890974084,-16.0,-2.0,13.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,25,30,2,62.50025,64.695,125.03595598748883,-2.19475,50.0,62.0,75.0,52.0,65.0,78.0,104.84070598748885,124.84070598748885,145.84070598748883,-18.0,-2.0,14.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,30,35,2,73.31825,75.838,147.0215315013405,-2.51975,60.0,73.0,87.0,62.0,76.0,90.0,125.76528150134052,146.8652815013405,168.8652815013405,-19.0,-3.0,14.0
2026-01-30,401814549,Akron Zips,Kent State Golden Flashes,2026-01-30 18:00,2026-01-30T23:00:00Z,EST,35,40,2,82.75825,85.558,168.518886282395,-2.79975,68.0,83.0,98.0,71.0,85.0,100.0,145.202636282395,168.202636282395,190.202636282395,-21.0,-3.0,15.0
2026-01-30,401817643,Youngstown State Penguins,IU Indianapolis Jaguars,,,,0,5,1,10.6355,11.2275,20.71063181411975,-0.592,5.0,10.0,16.0,6.0,11.0,17.0,12.84763181411975,20.84763181411975,28.84763181411975,-7.0,-1.0,6.0
2026-01-30,401817643,Youngstown State Penguins,IU Indianapolis Jaguars,,,,5,10,1,20.8245,22.09925,40.99032730116175,-1.27475,13.0,20.0,29.0,14.0,22.0,30.0,29.06657730116175,40.06657730116175,54.06657730116175,-10.0,-1.0,8.0
2026-01-30,401817643,Youngstown State Penguins,IU Indianapolis Jaguars,,,,10,15,1,31.06075,33.0485,62.35210075960679,-1.98775,21.0,31.0,41.0,23.0,33.0,43.0,46.24285075960679,61.24285075960679,79.2428507596068,-13.0,-2.0,9.0
2026-01-30,401817643,Youngstown State Penguins,IU Indianapolis Jaguars,,,,15,20,1,39.33125,41.88675,80.26290616621985,-2.5555,28.0,39.0,51.0,30.0,41.0,54.0,61.04490616621984,80.04490616621985,100.04490616621985,-15.0,-2.0,10.0
2026-01-30,401817643,Youngstown State Penguins,IU Indianapolis Jaguars,,,,20,25,2,50.178,53.342,101.957890974084,-3.164,38.0,50.0,63.0,41.0,53.0,66.0,81.437890974084,101.437890974084,122.437890974084,-17.0,-3.0,11.0
2026-01-30,401817643,Youngstown State Penguins,IU Indianapolis Jaguars,,,,25,30,2,60.60925,64.3545,122.80445598748884,-3.74525,47.0,60.0,74.0,51.0,64.0,78.0,100.84070598748885,122.84070598748885,144.84070598748883,-20.0,-4.0,12.0
2026-01-30,401817643,Youngstown State Penguins,IU Indianapolis Jaguars,,,,30,35,2,70.99575,75.29825,144.1592815013405,-4.3025,57.0,71.0,86.0,61.0,75.0,91.0,120.86528150134048,143.8652815013405,167.8652815013405,-21.0,-4.0,12.0
