game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
0245db13f1705c3397e27305392c113c,2026,2026-02-21,2026-02-21 23:30:00+00:00,2026-02-21 18:30,EST,Arkansas-Pine Bluff Golden Lions,Prairie View A&M Panthers,0,0,,,,,STATUS_SCHEDULED,False,False,H.O. Clemmons Arena,2026-02-21T23:30:00Z,2026-02-21,,,2026-02-21,arkansaspinebluffgolden__prairieviewaandm,,BetOnline.ag,2026-02-21 14:26:23.864743+00:00,,,-3.0,158.5,2026-02-21 23:30:00+00:00,Arkansas-Pine Bluff Golden Lions,Prairie View Panthers,2026-02-21,arkansaspinebluffgolden__prairieview
02c09e8d6df7215000e21c1daa00a124,2026,2026-02-21,2026-02-21 19:00:00+00:00,2026-02-21 14:00,EST,Colgate Raiders,Loyola Maryland Greyhounds,0,0,,,,,STATUS_SCHEDULED,False,False,Cotterell Court,2026-02-21T19:00:00Z,2026-02-21,,,2026-02-21,colgateraiders__loyolamaryland,,BetOnline.ag,2026-02-21 14:26:23.864743+00:00,,,-8.5,152.0,2026-02-21 19:00:00+00:00,Colgate Raiders,Loyola (MD) Greyhounds,2026-02-21,colgateraiders__loyolamd
3b927d883757764c381d260313d6177b,2026,2026-02-21,2026-02-21 23:00:00+00:00,2026-02-21 18:00,EST,Stephen F. Austin Lumberjacks,Nicholls Colonels,0,0,,,,,STATUS_SCHEDULED,False,False,William R. Johnson Coliseum,2026-02-21T23:00:00Z,2026-02-21,,,2026-02-21,nichollscolonels__stephenfaustinlumberjacks,,BetOnline.ag,2026-02-21 14:26:23.864743+00:00,,,-13.0,146.5,2026-02-21 23:00:00+00:00,Stephen F. Austin Lumberjacks,Nicholls St Colonels,2026-02-21,nichollsstatecolonels__stephenfaustinlumberjacks
401804939,2026,2026-02-21,2026-02-22 02:00:00+00:00,2026-02-21 21:00,EST,New Mexico State Aggies,UTEP Miners,0,0,,,,,STATUS_SCHEDULED,False,False,Pan American Center,2026-02-22T02:00:00Z,2026-02-21,,,2026-02-21,newmexicostate__utepminers,,,,,,,,,,,,
401804940,2026,2026-02-21,2026-02-21 22:00:00+00:00,2026-02-21 17:00,EST,Kennesaw State Owls,Louisiana Tech Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,False,KSU Convocation Center,2026-02-21T22:00:00Z,2026-02-21,,,2026-02-21,kennesawstate__louisianatech,2dd7b055f4b4c8a16ae02830384de050,BetOnline.ag,2026-02-21 14:26:23.864743+00:00,-240.0,200.0,-5.0,148.0,2026-02-21 22:00:00+00:00,Kennesaw St Owls,Louisiana Tech Bulldogs,2026-02-21,kennesawstate__louisianatech
401804941,2026,2026-02-21,2026-02-21 20:30:00+00:00,2026-02-21 15:30,EST,Sam Houston Bearkats,Jacksonville State Gamecocks,0,0,,,,,STATUS_SCHEDULED,False,False,Bernard G. Johnson Coliseum,2026-02-21T20:30:00Z,2026-02-21,,,2026-02-21,jacksonvillestategamecocks__samhoustonbearkats,,,,,,,,,,,,
401804942,2026,2026-02-21,2026-02-21 21:00:00+00:00,2026-02-21 16:00,EST,Liberty Flames,Western Kentucky Hilltoppers,0,0,,,,,STATUS_SCHEDULED,False,False,Liberty Arena (VA),2026-02-21T21:00:00Z,2026-02-21,,,2026-02-21,libertyflames__westernkentuckyhilltoppers,cc70b85a95828d0d5506944e97a9b696,BetOnline.ag,2026-02-21 14:26:23.864743+00:00,-400.0,316.0,-8.5,147.5,2026-02-21 21:00:00+00:00,Liberty Flames,Western Kentucky Hilltoppers,2026-02-21,libertyflames__westernkentuckyhilltoppers
401804943,2026,2026-02-21,2026-02-21 20:00:00+00:00,2026-02-21 15:00,EST,FIU Panthers,Missouri State Bears,0,0,,,,,STATUS_SCHEDULED,False,False,Ocean Bank Convocation Center,2026-02-21T20:00:00Z,2026-02-21,,,2026-02-21,fiu__missouristate,,,,,,,,,,,,
401804944,2026,2026-02-21,2026-02-21 19:00:00+00:00,2026-02-21 14:00,EST,Middle Tennessee Blue Raiders,Delaware Blue Hens,0,0,,,,,STATUS_SCHEDULED,False,False,Murphy Center,2026-02-21T19:00:00Z,2026-02-21,,,2026-02-21,delawarebluehens__middletennesseeblueraiders,bd21b22cbfba6a1c3b0f6cfb54a923d0,BetOnline.ag,2026-02-21 14:26:23.864743+00:00,-360.0,289.0,-8.0,137.0,2026-02-21 19:00:00+00:00,Middle Tennessee Blue Raiders,Delaware Blue Hens,2026-02-21,delawarebluehens__middletennesseeblueraiders
401805202,2026,2026-02-21,2026-02-21 21:00:00+00:00,2026-02-21 16:00,EST,Abilene Christian Wildcats,Southern Utah Thunderbirds,0,0,,,,,STATUS_SCHEDULED,False,False,Moody Coliseum (Abilene),2026-02-21T21:00:00Z,2026-02-21,,,2026-02-21,abilenechristian__southernutahthunderbirds,1d4aa4992978e48e4b7bf06e1d7a24de,BetOnline.ag,2026-02-21 14:26:23.864743+00:00,-300.0,245.0,-7.0,145.5,2026-02-21 21:00:00+00:00,Abilene Christian Wildcats,Southern Utah Thunderbirds,2026-02-21,abilenechristian__southernutahthunderbirds
