date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end,mu_home_poss_seg,mu_away_poss_seg,mu_total_poss_seg,q10_total_poss_seg,q50_total_poss_seg,q90_total_poss_seg,mu_home_tov_seg,mu_away_tov_seg,mu_total_tov_seg,q10_total_tov_seg,q50_total_tov_seg,q90_total_tov_seg,mu_home_fta_seg,mu_away_fta_seg,mu_total_fta_seg,q10_total_fta_seg,q50_total_fta_seg,q90_total_fta_seg,mu_home_fga2_seg,mu_away_fga2_seg,mu_total_fga2_seg,q10_total_fga2_seg,q50_total_fga2_seg,q90_total_fga2_seg,mu_home_fga3_seg,mu_away_fga3_seg,mu_total_fga3_seg,q10_total_fga3_seg,q50_total_fga3_seg,q90_total_fga3_seg
2026-02-05,401807726,Bellarmine Knights,Stetson Hatters,2026-02-05 19:00,2026-02-06T00:00:00Z,EST,2,1,5,10,8.41275,7.999,16.41175,0.41375,4.0,8.0,13.0,4.0,8.0,12.0,11.0,16.0,23.0,-5.0,0.0,6.0,16.829,15.98275,30.690294740903088,0.84625,11.0,17.0,23.0,10.0,16.0,23.0,20.878544740903088,29.87854474090309,40.87854474090308,-7.0,1.0,9.0,8.47275,8.49025,16.963,12.0,17.0,22.0,1.39875,1.37725,2.776,1.0,3.0,5.0,1.6575,1.63675,3.29425,1.0,3.0,6.0,3.92625,3.9985,7.92475,4.0,8.0,12.0,2.24925,2.23375,4.483,2.0,4.0,7.0
2026-02-05,401807726,Bellarmine Knights,Stetson Hatters,2026-02-05 19:00,2026-02-06T00:00:00Z,EST,3,1,10,15,8.4425,7.99,16.4325,0.4525,4.0,8.0,13.0,4.0,8.0,12.0,11.0,16.0,23.0,-5.0,0.0,6.0,25.2715,23.97275,46.4811291385861,1.29875,17.0,25.0,34.0,16.0,24.0,33.0,33.236879138586104,46.2368791385861,60.2368791385861,-9.0,1.0,11.0,8.44875,8.41325,16.862,11.0,17.0,23.0,1.36975,1.41275,2.7825,1.0,3.0,5.0,1.6225,1.593,3.2155,1.0,3.0,6.0,3.998,3.99675,7.99475,4.0,8.0,12.0,2.24725,2.25525,4.5025,2.0,4.0,7.0
2026-02-05,401807726,Bellarmine Knights,Stetson Hatters,2026-02-05 19:00,2026-02-06T00:00:00Z,EST,4,1,15,20,8.4175,7.95475,16.37225,0.46275,4.0,8.0,13.0,4.0,8.0,12.0,10.0,16.0,23.0,-5.0,0.0,6.0,33.689,31.9275,65.8863780779335,1.7615,23.0,33.0,44.0,21.0,32.0,43.0,48.26987807793351,65.26987807793351,83.2698780779335,-11.0,2.0,14.0,8.44475,8.4255,16.87025,11.0,17.0,22.0,1.37625,1.39825,2.7745,1.0,3.0,5.0,1.622,1.5805,3.2025,1.0,3.0,6.0,3.97175,4.03425,8.006,4.0,8.0,12.0,2.27175,2.22525,4.497,2.0,4.0,7.0
2026-02-05,401807726,Bellarmine Knights,Stetson Hatters,2026-02-05 19:00,2026-02-06T00:00:00Z,EST,5,2,20,25,9.33225,9.31475,18.647,0.0175,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-5.0,0.0,6.0,43.02125,41.24225,81.9595319373758,1.779,32.0,43.0,55.0,30.0,41.0,53.0,63.69603193737581,81.69603193737582,99.6960319373758,-12.0,2.0,15.0,8.891,8.7685,17.6595,12.0,17.0,24.0,1.475,1.44875,2.92375,1.0,3.0,5.0,1.68325,1.65775,3.341,1.0,3.0,6.0,4.174,4.117,8.291,5.0,8.0,12.0,2.3225,2.3665,4.689,2.0,5.0,8.0
2026-02-05,401807726,Bellarmine Knights,Stetson Hatters,2026-02-05 19:00,2026-02-06T00:00:00Z,EST,6,2,25,30,9.223,9.22825,18.45125,-0.00525,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,6.0,52.24425,50.4705,100.96167598144773,1.77375,40.0,52.0,64.0,39.0,50.0,63.0,82.24692598144773,100.24692598144772,120.24692598144772,-13.0,2.0,16.0,8.68825,8.70575,17.394,12.0,17.0,23.0,1.47125,1.4475,2.91875,1.0,3.0,5.0,1.69425,1.63375,3.328,1.0,3.0,6.0,4.1095,4.16275,8.27225,5.0,8.0,12.0,2.359,2.30625,4.66525,2.0,4.0,7.0
2026-02-05,401807726,Bellarmine Knights,Stetson Hatters,2026-02-05 19:00,2026-02-06T00:00:00Z,EST,7,2,30,35,9.28575,9.3375,18.62325,-0.05175,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,6.0,61.53,59.808,120.84535103913537,1.722,49.0,61.0,75.0,47.0,60.0,73.0,100.50735103913536,120.50735103913536,141.50735103913536,-14.0,2.0,17.09999999999991,8.78775,8.75075,17.5385,12.0,17.0,23.0,1.4695,1.42925,2.89875,1.0,3.0,5.0,1.65525,1.6655,3.32075,1.0,3.0,6.0,4.125,4.1485,8.2735,5.0,8.0,12.0,2.319,2.35825,4.67725,2.0,4.0,8.0
2026-02-05,401807726,Bellarmine Knights,Stetson Hatters,2026-02-05 19:00,2026-02-06T00:00:00Z,EST,8,2,35,40,9.2195,9.3205,18.54,-0.101,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,5.0,70.7495,69.1285,139.878,1.621,57.0,71.0,85.0,55.0,69.0,84.0,117.0,140.0,163.0,-16.0,2.0,18.09999999999991,8.697,8.839,17.536,12.0,17.0,23.0,1.4385,1.46525,2.90375,1.0,3.0,5.0,1.67125,1.66,3.33125,1.0,3.0,6.0,4.12775,4.13775,8.2655,5.0,8.0,12.0,2.321,2.36775,4.68875,2.0,4.0,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,1,1,0,5,8.84425,8.57975,17.424,0.2645,5.0,9.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,8.84425,8.57975,16.206691432478777,0.2645,5.0,9.0,13.0,5.0,8.0,13.0,9.782691432478774,15.782691432478776,22.78269143247877,-5.0,0.0,6.0,8.7865,8.87025,17.65675,12.0,18.0,23.0,1.46675,1.4455,2.91225,1.0,3.0,5.0,1.6915,1.7205,3.412,1.0,3.0,6.0,4.19775,4.1805,8.37825,5.0,8.0,12.0,2.36625,2.35725,4.7235,2.0,4.5,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,2,1,5,10,8.8545,8.58875,17.44325,0.26575,5.0,9.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,17.69875,17.1685,32.74579474090309,0.53025,12.0,17.0,24.0,11.0,17.0,24.0,22.878544740903088,32.87854474090309,42.87854474090308,-7.0,1.0,8.0,8.7705,8.75975,17.53025,12.0,17.0,23.0,1.444,1.4255,2.8695,1.0,3.0,5.0,1.67525,1.712,3.38725,1.0,3.0,6.0,4.17075,4.13825,8.309,5.0,8.0,12.0,2.32825,2.3345,4.66275,2.0,4.0,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,3,1,10,15,8.876,8.609,17.485,0.267,5.0,9.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,26.57475,25.7775,49.5891291385861,0.79725,18.0,26.0,35.0,17.0,26.0,34.0,36.2368791385861,49.2368791385861,63.2368791385861,-9.0,0.0,11.0,8.8365,8.74425,17.58075,12.0,17.0,23.0,1.476,1.44175,2.91775,1.0,3.0,5.0,1.67275,1.699,3.37175,1.0,3.0,6.0,4.17125,4.1395,8.31075,5.0,8.0,12.0,2.3385,2.3425,4.681,2.0,5.0,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,4,1,15,20,8.736,8.5655,17.3015,0.1705,5.0,9.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,35.31075,34.343,69.92362807793351,0.96775,25.0,35.0,46.0,24.0,34.0,45.0,53.26987807793351,69.26987807793351,87.2698780779335,-11.0,1.0,13.0,8.8705,8.88975,17.76025,12.0,18.0,23.0,1.443,1.45525,2.89825,1.0,3.0,5.0,1.7155,1.696,3.4115,1.0,3.0,6.0,4.144,4.23075,8.37475,5.0,8.0,12.0,2.34,2.359,4.699,2.0,5.0,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,5,2,20,25,9.8815,10.00425,19.88575,-0.12275,6.0,10.0,14.0,6.0,10.0,15.0,13.0,20.0,27.0,-6.0,0.0,6.0,45.19225,44.34725,87.23553193737582,0.845,35.0,45.0,57.0,34.0,44.0,55.0,69.6960319373758,86.69603193737582,104.6960319373758,-12.0,1.0,14.0,9.299,9.32725,18.62625,13.0,18.0,24.0,1.523,1.54075,3.06375,1.0,3.0,5.0,1.72725,1.80875,3.536,1.0,3.0,6.0,4.4555,4.38575,8.84125,5.0,9.0,13.0,2.474,2.49275,4.96675,2.0,5.0,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,6,2,25,30,9.805,10.04975,19.85475,-0.24475,6.0,10.0,14.0,6.0,10.0,15.0,14.0,20.0,26.0,-6.0,0.0,6.0,54.99725,54.397,107.64117598144772,0.60025,44.0,55.0,67.0,43.0,54.0,66.0,90.24692598144772,107.24692598144772,125.24692598144772,-14.0,1.0,15.0,9.408,9.2945,18.7025,13.0,18.0,24.0,1.54975,1.53625,3.086,1.0,3.0,5.0,1.78775,1.8075,3.59525,1.0,3.0,6.0,4.3895,4.3845,8.774,5.0,9.0,13.0,2.483,2.45375,4.93675,2.0,5.0,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,7,2,30,35,9.8985,10.07675,19.97525,-0.17825,6.0,10.0,15.0,6.0,10.0,15.0,14.0,20.0,27.0,-6.0,0.0,6.0,64.89575,64.47375,128.87685103913535,0.422,53.0,65.0,77.0,52.0,65.0,77.0,110.50735103913536,128.50735103913536,147.50735103913536,-15.0,0.0,16.0,9.36525,9.35625,18.7215,13.0,19.0,24.0,1.549,1.53425,3.08325,1.0,3.0,5.0,1.77125,1.7865,3.55775,1.0,3.0,6.0,4.339,4.43425,8.77325,5.0,9.0,13.0,2.49525,2.49175,4.987,2.0,5.0,8.0
2026-02-05,401808462,Montana Grizzlies,Eastern Washington Eagles,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,8,2,35,40,9.83225,10.12975,19.962,-0.2975,6.0,10.0,15.0,6.0,10.0,15.0,14.0,20.0,27.0,-6.0,0.0,6.0,74.728,74.6035,149.3315,0.1245,61.0,75.0,88.0,61.0,74.0,88.0,129.0,149.0,170.0,-17.0,0.0,17.0,9.21025,9.3045,18.51475,13.0,18.0,24.0,1.54625,1.55475,3.101,1.0,3.0,5.0,1.81775,1.84375,3.6615,1.0,3.0,6.0,4.43275,4.369,8.80175,5.0,9.0,13.0,2.4935,2.4815,4.975,2.0,5.0,8.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,1,1,0,5,8.5265,8.47175,16.99825,0.05475,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,8.5265,8.47175,15.780941432478778,0.05475,5.0,8.0,13.0,4.0,8.0,13.0,9.782691432478774,15.782691432478773,22.78269143247877,-5.0,0.0,5.0,8.62575,8.542,17.16775,12.0,17.0,23.0,1.4045,1.4205,2.825,1.0,3.0,5.0,1.646,1.6715,3.3175,1.0,3.0,6.0,4.081,3.98525,8.06625,4.0,8.0,12.0,2.27875,2.2915,4.57025,2.0,4.0,8.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,2,1,5,10,8.501,8.395,16.896,0.106,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,17.0275,16.86675,31.772794740903095,0.16075,11.0,17.0,24.0,10.0,17.0,24.0,21.878544740903088,30.878544740903084,41.87854474090308,-8.0,0.0,8.0,8.496,8.495,16.991,12.0,17.0,23.0,1.407,1.38525,2.79225,1.0,3.0,5.0,1.622,1.6565,3.2785,1.0,3.0,6.0,4.055,4.06875,8.12375,5.0,8.0,12.0,2.24925,2.2715,4.52075,2.0,4.0,7.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,3,1,10,15,8.47675,8.51125,16.988,-0.0345,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,5.0,25.50425,25.378,48.11912913858612,0.12625,17.0,25.0,34.0,17.0,25.0,34.0,34.236879138586104,47.2368791385861,62.2368791385861,-10.0,0.0,10.0,8.52325,8.54,17.06325,12.0,17.0,23.0,1.43275,1.409,2.84175,1.0,3.0,5.0,1.60125,1.66125,3.2625,1.0,3.0,6.0,4.08525,4.06425,8.1495,5.0,8.0,12.0,2.2565,2.24975,4.50625,2.0,4.0,7.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,4,1,15,20,8.48925,8.5355,17.02475,-0.04625,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,23.0,-6.0,0.0,5.0,33.9935,33.9135,68.17687807793352,0.08,24.0,34.0,44.0,23.0,34.0,45.0,51.26987807793351,68.2698780779335,85.2698780779335,-12.0,0.0,12.0,8.50975,8.57775,17.0875,12.0,17.0,23.0,1.36675,1.34675,2.7135,1.0,3.0,5.0,1.65375,1.68775,3.3415,1.0,3.0,6.0,4.01425,4.06425,8.0785,4.0,8.0,12.0,2.26225,2.2595,4.52175,2.0,4.0,7.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,5,2,20,25,9.3955,9.792,19.1875,-0.3965,5.0,9.0,14.0,6.0,10.0,14.0,13.0,19.0,26.0,-6.0,0.0,5.0,43.389,43.7055,84.79053193737582,-0.3165,32.900000000000034,43.0,54.0,33.0,43.0,55.0,67.6960319373758,84.6960319373758,102.6960319373758,-13.0,0.0,13.0,8.75525,8.81175,17.567,12.0,17.0,23.0,1.45925,1.43475,2.894,1.0,3.0,5.0,1.71025,1.6705,3.38075,1.0,3.0,6.0,4.16125,4.15375,8.315,5.0,8.0,12.0,2.33775,2.3355,4.67325,2.0,5.0,8.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,6,2,25,30,9.3545,9.6995,19.054,-0.345,5.0,9.0,14.0,6.0,9.0,14.0,13.0,19.0,26.0,-6.0,0.0,5.0,52.7435,53.405,104.39542598144774,-0.6615,41.0,53.0,65.0,42.0,53.0,65.0,86.24692598144773,104.24692598144772,123.24692598144772,-15.0,-1.0,14.0,8.83575,8.9665,17.80225,12.0,18.0,23.0,1.4605,1.454,2.9145,1.0,3.0,5.0,1.65675,1.7155,3.37225,1.0,3.0,6.0,4.21275,4.1715,8.38425,5.0,8.0,12.0,2.2955,2.35375,4.64925,2.0,4.0,8.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,7,2,30,35,9.27975,9.78925,19.069,-0.5095,5.0,9.0,14.0,6.0,9.0,14.0,13.0,19.0,26.0,-6.0,-0.5,5.0,62.02325,63.19425,124.72485103913536,-1.171,50.0,62.0,75.0,51.0,63.0,76.0,104.50735103913536,124.50735103913536,144.50735103913536,-17.0,-1.0,15.0,8.841,8.7675,17.6085,12.0,17.0,23.0,1.45825,1.44125,2.8995,1.0,3.0,5.0,1.7025,1.68925,3.39175,1.0,3.0,6.0,4.17775,4.1715,8.34925,5.0,8.0,12.0,2.28925,2.37925,4.6685,2.0,4.0,8.0
2026-02-05,401808479,Montana State Bobcats,Idaho Vandals,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,8,2,35,40,9.31775,9.76225,19.08,-0.4445,5.0,9.0,14.0,6.0,9.0,14.0,13.0,19.0,26.0,-6.0,-1.0,5.0,71.341,72.9565,144.2975,-1.6155,58.0,71.0,86.0,60.0,73.0,87.0,122.0,144.0,166.0,-18.09999999999997,-2.0,15.0,8.88575,8.772,17.65775,12.0,18.0,23.0,1.47525,1.501,2.97625,1.0,3.0,5.0,1.6935,1.71075,3.40425,1.0,3.0,6.0,4.19825,4.192,8.39025,5.0,8.0,12.0,2.4105,2.3365,4.747,2.0,5.0,8.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,1,1,0,5,8.22375,8.4795,16.70325,-0.25575,4.0,8.0,13.0,4.0,8.0,13.0,11.0,16.0,23.0,-6.0,0.0,5.0,8.22375,8.4795,15.485941432478777,-0.25575,4.0,8.0,13.0,4.0,8.0,13.0,9.782691432478774,14.782691432478773,21.78269143247877,-6.0,0.0,5.0,8.34775,8.4015,16.74925,11.0,16.0,22.0,1.45225,1.3905,2.84275,1.0,3.0,5.0,1.5935,1.61125,3.20475,1.0,3.0,6.0,3.92375,3.9075,7.83125,4.0,8.0,12.0,2.21225,2.2405,4.45275,2.0,4.0,7.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,2,1,5,10,8.15525,8.29325,16.4485,-0.138,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,23.0,-6.0,0.0,5.0,16.379,16.77275,31.03029474090309,-0.39375,10.0,16.0,23.0,10.0,16.0,23.0,20.878544740903088,30.878544740903084,41.87854474090308,-8.0,-0.5,8.0,8.3685,8.35625,16.72475,11.0,17.0,22.0,1.48,1.3455,2.8255,1.0,3.0,5.0,1.561,1.6085,3.1695,1.0,3.0,6.0,3.832,3.94175,7.77375,4.0,8.0,12.0,2.20925,2.23525,4.4445,2.0,4.0,7.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,3,1,10,15,8.15025,8.3865,16.53675,-0.23625,4.0,8.0,13.0,4.0,8.0,13.0,10.0,16.0,23.0,-6.0,0.0,5.0,24.52925,25.15925,46.92537913858611,-0.63,16.0,24.0,33.0,17.0,25.0,34.0,33.236879138586104,46.2368791385861,61.2368791385861,-11.0,-1.0,9.0,8.34825,8.31775,16.666,11.0,16.0,22.0,1.4485,1.40225,2.85075,1.0,3.0,5.0,1.55925,1.62,3.17925,1.0,3.0,6.0,3.91175,3.94975,7.8615,4.0,8.0,12.0,2.19475,2.22775,4.4225,2.0,4.0,7.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,4,1,15,20,8.19975,8.362,16.56175,-0.16225,4.0,8.0,12.0,4.0,8.0,13.0,11.0,16.0,23.0,-5.0,0.0,5.0,32.729,33.52125,66.5201280779335,-0.79225,22.0,32.0,43.0,23.0,33.0,44.0,49.26987807793351,66.2698780779335,84.2698780779335,-12.0,-1.0,11.0,8.36225,8.35125,16.7135,11.0,17.0,22.0,1.505,1.39025,2.89525,1.0,3.0,5.0,1.58075,1.58825,3.169,1.0,3.0,6.0,3.919,3.92875,7.84775,4.0,8.0,12.0,2.191,2.253,4.444,2.0,4.0,7.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,5,2,20,25,8.9395,9.6985,18.638,-0.759,5.0,9.0,13.0,5.0,10.0,14.0,12.0,18.0,25.0,-6.0,-1.0,5.0,41.6685,43.21975,82.58428193737582,-1.55125,31.0,41.0,53.0,32.0,43.0,54.0,64.6960319373758,82.6960319373758,100.6960319373758,-15.0,-2.0,12.0,8.5335,8.63525,17.16875,12.0,17.0,23.0,1.52,1.425,2.945,1.0,3.0,5.0,1.59775,1.6335,3.23125,1.0,3.0,6.0,4.02,4.0535,8.0735,5.0,8.0,12.0,2.262,2.2365,4.4985,2.0,4.0,7.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,6,2,25,30,8.9515,9.6075,18.559,-0.656,5.0,9.0,13.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,-1.0,5.0,50.62,52.82725,101.69417598144771,-2.20725,39.0,50.0,62.0,41.0,53.0,65.0,83.24692598144773,101.24692598144772,120.24692598144772,-17.0,-2.0,13.0,8.62225,8.5705,17.19275,12.0,17.0,23.0,1.50925,1.37675,2.886,1.0,3.0,5.0,1.59175,1.6405,3.23225,1.0,3.0,6.0,4.07025,4.12675,8.197,5.0,8.0,12.0,2.256,2.317,4.573,2.0,4.0,7.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,7,2,30,35,8.97575,9.63425,18.61,-0.6585,5.0,9.0,13.0,6.0,9.0,14.0,12.0,18.0,25.0,-6.0,-1.0,5.0,59.59575,62.4615,121.56460103913535,-2.86575,47.0,59.0,72.0,50.0,62.0,75.0,101.50735103913536,121.50735103913536,141.50735103913536,-19.0,-3.0,13.0,8.59175,8.5415,17.13325,12.0,17.0,23.0,1.499,1.4035,2.9025,1.0,3.0,5.0,1.573,1.6275,3.2005,1.0,3.0,6.0,4.01175,4.06675,8.0785,4.0,8.0,12.0,2.256,2.31175,4.56775,2.0,4.0,7.0
2026-02-05,401808495,Idaho State Bengals,Northern Arizona Lumberjacks,2026-02-05 21:00,2026-02-06T02:00:00Z,EST,8,2,35,40,8.979,9.57325,18.55225,-0.59425,5.0,9.0,13.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,-1.0,5.0,68.57475,72.03475,140.6095,-3.46,55.0,68.0,83.0,58.0,72.0,86.0,119.0,140.0,163.0,-21.0,-4.0,14.0,8.6565,8.65675,17.31325,12.0,17.0,23.0,1.5045,1.42925,2.93375,1.0,3.0,5.0,1.611,1.6345,3.2455,1.0,3.0,6.0,4.04325,4.05825,8.1015,5.0,8.0,12.0,2.26525,2.331,4.59625,2.0,4.0,7.0
2026-02-05,401808534,Weber State Wildcats,Northern Colorado Bears,,,,1,1,0,5,9.0665,8.63025,17.69675,0.43625,5.0,9.0,14.0,5.0,8.0,13.0,11.0,17.0,25.0,-5.0,0.0,6.0,9.0665,8.63025,16.47944143247878,0.43625,5.0,9.0,14.0,5.0,8.0,13.0,9.782691432478774,15.782691432478776,23.78269143247877,-5.0,0.0,6.0,8.9205,8.97475,17.89525,12.0,18.0,24.0,1.57475,1.4385,3.01325,1.0,3.0,5.0,1.68225,1.71725,3.3995,1.0,3.0,6.0,4.20375,4.20325,8.407,5.0,8.0,12.0,2.36675,2.38525,4.752,2.0,5.0,8.0
2026-02-05,401808534,Weber State Wildcats,Northern Colorado Bears,,,,2,1,5,10,9.081,8.556,17.637,0.525,5.0,9.0,14.0,4.0,8.0,13.0,11.0,17.0,24.0,-5.0,1.0,6.0,18.1475,17.18625,33.2122947409031,0.96125,11.0,18.0,25.0,11.0,17.0,24.0,22.878544740903088,32.87854474090309,44.87854474090308,-7.0,1.0,9.0,8.971,8.913,17.884,12.0,18.0,24.0,1.5465,1.4815,3.028,1.0,3.0,5.0,1.71375,1.71875,3.4325,1.0,3.0,6.0,4.17825,4.20925,8.3875,5.0,8.0,12.0,2.3535,2.37,4.7235,2.0,5.0,8.0
2026-02-05,401808534,Weber State Wildcats,Northern Colorado Bears,,,,3,1,10,15,9.13425,8.7245,17.85875,0.40975,5.0,9.0,14.0,5.0,9.0,13.0,11.900000000000034,18.0,25.0,-5.0,0.0,6.0,27.28175,25.91075,50.42937913858612,1.371,18.0,27.0,37.0,17.0,26.0,35.0,35.236879138586104,50.2368791385861,66.23687913858609,-9.0,1.0,12.0,8.88775,8.917,17.80475,12.0,18.0,24.0,1.54425,1.52325,3.0675,1.0,3.0,5.0,1.68225,1.73125,3.4135,1.0,3.0,6.0,4.16525,4.21075,8.376,5.0,8.0,12.0,2.34825,2.41875,4.767,2.0,5.0,8.0
2026-02-05,401808534,Weber State Wildcats,Northern Colorado Bears,,,,4,1,15,20,9.08125,8.629,17.71025,0.45225,5.0,9.0,14.0,5.0,8.0,13.0,11.0,18.0,24.0,-5.0,0.0,6.0,36.363,34.53975,71.17262807793352,1.82325,25.0,36.0,48.0,24.0,34.0,46.0,52.26987807793351,70.26987807793351,90.2698780779335,-10.0,2.0,14.0,8.93125,8.90575,17.837,12.0,18.0,24.0,1.5925,1.46375,3.05625,1.0,3.0,5.0,1.72375,1.71725,3.441,1.0,3.0,6.0,4.09975,4.19425,8.294,5.0,8.0,12.0,2.336,2.36975,4.70575,2.0,5.0,8.0
2026-02-05,401808534,Weber State Wildcats,Northern Colorado Bears,,,,5,2,20,25,10.027,10.073,20.1,-0.046,6.0,10.0,15.0,6.0,10.0,15.0,13.0,20.0,27.0,-6.0,0.0,6.0,46.39,44.61275,88.69878193737583,1.77725,35.0,46.0,58.0,33.0,44.0,56.0,69.6960319373758,88.69603193737582,108.6960319373758,-12.0,2.0,15.0,9.24475,9.31175,18.5565,13.0,18.0,25.0,1.609,1.51225,3.12125,1.0,3.0,5.0,1.78175,1.76425,3.546,1.0,3.0,6.0,4.3795,4.3675,8.747,5.0,9.0,13.0,2.44125,2.47175,4.913,2.0,5.0,8.0
2026-02-05,401808534,Weber State Wildcats,Northern Colorado Bears,,,,6,2,25,30,9.88675,9.918,19.80475,-0.03125,6.0,10.0,14.0,6.0,10.0,14.0,13.0,20.0,27.0,-6.0,0.0,6.0,56.27675,54.53075,109.05442598144776,1.746,44.0,56.0,69.0,42.0,54.0,67.0,88.24692598144773,109.24692598144772,130.24692598144773,-13.0,2.0,17.0,9.242,9.16425,18.40625,13.0,18.0,24.0,1.6185,1.542,3.1605,1.0,3.0,6.0,1.7255,1.7945,3.52,1.0,3.0,6.0,4.30475,4.38425,8.689,5.0,9.0,13.0,2.385,2.4545,4.8395,2.0,5.0,8.0
2026-02-05,401808534,Weber State Wildcats,Northern Colorado Bears,,,,7,2,30,35,9.833,10.0705,19.9035,-0.2375,6.0,10.0,15.0,6.0,10.0,15.0,13.0,20.0,27.0,-6.0,0.0,6.0,66.10975,64.60125,130.21835103913537,1.5085,53.0,66.0,80.0,51.0,64.0,78.0,108.50735103913536,130.00735103913536,152.50735103913536,-14.0,2.0,17.0,9.23425,9.2025,18.43675,13.0,18.0,24.0,1.622,1.519,3.141,1.0,3.0,6.0,1.69525,1.75075,3.446,1.0,3.0,6.0,4.3355,4.329,8.6645,5.0,8.0,13.0,2.42975,2.42925,4.859,2.0,5.0,8.0
