date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,stake,ev,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,BetUS,totals,full_game,over,135.0,-110.0,5.2096099853515625,0.1736536661783854,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,BetMGM,spreads,full_game,home,5.5,-105.0,6.333276510238648,0.5757524100216953,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,BetOnline.ag,spreads,full_game,home,5.5,-102.0,6.333276510238648,0.5757524100216953,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,BetRivers,spreads,full_game,home,6.5,-114.0,7.333276510238647,0.5640981930952805,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,BetUS,spreads,full_game,home,6.0,-110.0,6.833276510238648,0.5694397091865541,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,Bovada,spreads,full_game,home,6.0,-105.0,6.833276510238648,0.5694397091865541,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,DraftKings,spreads,full_game,home,5.5,-105.0,6.333276510238648,0.5757524100216953,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,FanDuel,spreads,full_game,home,6.5,-112.0,7.333276510238647,0.5640981930952805,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,Fanatics,spreads,full_game,home,6.0,-110.0,6.833276510238648,0.5694397091865541,0.5,1.017838436557554,,,,,,,
2025-12-18,401806345,718c0de7abeb97a18143f14cc0c66431,LowVig.ag,spreads,full_game,home,5.5,102.0,6.333276510238648,0.5757524100216953,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,LowVig.ag,totals,full_game,over,142.5,-108.0,0.84027099609375,0.028009033203125,0.5,0.4751445094159561,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,BetMGM,spreads,full_game,home,-2.5,-110.0,6.396574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,BetOnline.ag,spreads,full_game,home,-2.0,-107.0,6.896574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,BetRivers,spreads,full_game,home,-2.5,-107.0,6.396574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,BetUS,spreads,full_game,home,-2.0,-110.0,6.896574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,Bovada,spreads,full_game,home,-2.0,-110.0,6.896574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,Caesars,spreads,full_game,home,-2.0,-110.0,6.896574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,DraftKings,spreads,full_game,home,-1.5,-120.0,7.396574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,FanDuel,spreads,full_game,home,-2.5,-108.0,6.396574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,Fanatics,spreads,full_game,home,-2.0,-110.0,6.896574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806347,f617e58567654a61115ea598c84d3c8b,LowVig.ag,spreads,full_game,home,-2.0,-103.0,6.896574020385742,1.0,0.5,1.017838436557554,,,,,,,
2025-12-18,401806349,54e050c8d4a3664313036036cb34675c,FanDuel,totals,full_game,over,140.5,-115.0,1.7638397216796875,0.0587946573893229,0.5,0.9973910359180908,,,,,,,
2025-12-18,401808579,6e4944e616da2de618c8adcd51fd36fb,Bovada,totals,full_game,over,135.0,-110.0,6.851242065429688,0.2283747355143229,0.5,1.017838436557554,,,,,,,
2025-12-18,401808580,989278b85dcd2eb214f35966c97fbcf2,BetMGM,totals,full_game,over,130.5,-110.0,10.739288330078123,0.3579762776692708,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,BetMGM,spreads,full_game,home,-6.5,-105.0,1.623727798461914,0.1249021383432241,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,BetOnline.ag,spreads,full_game,home,-6.0,-117.0,2.123727798461914,0.1769773165384928,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,BetRivers,spreads,full_game,home,-6.5,-106.0,1.623727798461914,0.1249021383432241,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,Bovada,spreads,full_game,home,-6.0,-105.0,2.123727798461914,0.1769773165384928,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,Caesars,spreads,full_game,home,-6.0,-110.0,2.123727798461914,0.1769773165384928,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,DraftKings,spreads,full_game,home,-5.5,-115.0,2.623727798461914,0.2385207089510831,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,FanDuel,spreads,full_game,home,-6.5,-104.0,1.623727798461914,0.1249021383432241,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,Fanatics,spreads,full_game,home,-6.0,-110.0,2.123727798461914,0.1769773165384928,0.5,1.017838436557554,,,,,,,
2025-12-18,401812652,84dd5adb19037f1ea535ce2e1084eb5d,LowVig.ag,spreads,full_game,home,-6.0,-113.0,2.123727798461914,0.1769773165384928,0.5,1.017838436557554,,,,,,,
2025-12-18,401813295,e56c66b14dc9ad0a2fe487fad8c0d3d4,BetMGM,spreads,full_game,home,-29.5,-102.0,2.7552452087402344,0.0466990713345802,0.5,0.7922018292646472,,,,,,,
2025-12-18,401813295,e56c66b14dc9ad0a2fe487fad8c0d3d4,BetOnline.ag,spreads,full_game,home,-28.5,-112.0,3.7552452087402335,0.0658814948901795,0.5,1.017838436557554,,,,,,,
2025-12-18,401813295,e56c66b14dc9ad0a2fe487fad8c0d3d4,BetRivers,spreads,full_game,home,-29.5,-112.0,2.7552452087402344,0.0466990713345802,0.5,0.7922018292646472,,,,,,,
