game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401827004,2025,2025-11-12,2025-11-12 05:00:00+00:00,Texas Southern Tigers,Samford Bulldogs,0,0,,,,,False,H&PE Arena,2025-11-12,samford__texassouthern,,,,,,,,,,,,
401823516,2025,2025-11-12,2025-11-12 23:00:00+00:00,VMI Keydets,Virginia-Lynchburg Dragons,0,0,,,,,False,Cameron Hall,2025-11-12,virginialynchburg__vmikeydets,,,,,,,,,,,,
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,FanDuel,2025-11-12 14:54:11.801721+00:00,-30000.0,4000.0,-27.5,144.5,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,BetOnline.ag,2025-11-12 14:54:11.801721+00:00,,,-27.5,144.0,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,LowVig.ag,2025-11-12 14:54:11.801721+00:00,,,-27.5,144.0,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,BetRivers,2025-11-12 14:54:11.801721+00:00,,,-27.5,146.5,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,Fanatics,2025-11-12 14:54:11.801721+00:00,-20000.0,4500.0,-28.0,145.0,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,DraftKings,2025-11-12 14:54:11.801721+00:00,,,-27.5,144.5,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,BetMGM,2025-11-12 14:54:11.801721+00:00,-10000.0,3300.0,-27.5,144.5,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401820605,2025,2025-11-12,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,0,0,,,,,False,Capital One Arena,2025-11-12,binghamton__georgetownhoyas,0da4bbf5f0eee994fc82b6630f18bf1b,Bovada,2025-11-12 14:54:11.801721+00:00,,,-28.0,145.0,2025-11-12 23:30:00+00:00,Georgetown Hoyas,Binghamton Bearcats,2025-11-12,binghamton__georgetownhoyas
401823442,2025,2025-11-12,2025-11-13 00:00:00+00:00,Tennessee Volunteers,North Florida Ospreys,0,0,,,,,False,Food City Center,2025-11-12,northfloridaospreys__tennessee,,,,,,,,,,,,
401828734,2025,2025-11-12,2025-11-13 00:00:00+00:00,North Carolina Central Eagles,Bluefield State Big Blues,0,0,,,,,False,McDougald-McLendon Arena,2025-11-12,bluefieldstatebigblues__northcarolinacentral,,,,,,,,,,,,
401828337,2025,2025-11-12,2025-11-13 00:00:00+00:00,Kennesaw State Owls,Point University Skyhawks,0,0,,,,,False,KSU Convocation Center,2025-11-12,kennesawstate__pointskyhawks,,,,,,,,,,,,
401827262,2025,2025-11-12,2025-11-13 00:00:00+00:00,Marshall Thundering Herd,Elon Phoenix,0,0,,,,,False,Cam Henderson Center,2025-11-12,elonphoenix__marshallthunderingherd,,,,,,,,,,,,
401827060,2025,2025-11-12,2025-11-13 00:00:00+00:00,South Carolina Upstate Spartans,Bob Jones Bruins,0,0,,,,,False,G.B. Hodge Center,2025-11-12,bobjones__uscupstate,,,,,,,,,,,,
401826992,2025,2025-11-12,2025-11-13 00:00:00+00:00,Longwood Lancers,James Madison Dukes,0,0,,,,,False,Joan Perry Brock Center,2025-11-12,jamesmadison__longwood,,,,,,,,,,,,
401826939,2025,2025-11-12,2025-11-13 00:00:00+00:00,South Carolina Gamecocks,Presbyterian Blue Hose,0,0,,,,,False,Colonial Life Arena,2025-11-12,presbyterianbluehose__southcarolinagamecocks,,,,,,,,,,,,
401826758,2025,2025-11-12,2025-11-13 00:00:00+00:00,New Hampshire Wildcats,Emmanuel (MA) Lions,0,0,,,,,False,Lundholm Gymnasium,2025-11-12,emmanuelma__newhampshire,,,,,,,,,,,,
401824886,2025,2025-11-12,2025-11-13 00:00:00+00:00,East Tennessee State Buccaneers,Northern Kentucky Norse,0,0,,,,,False,Freedom Hall (TN),2025-11-12,easttennesseestate__northernkentucky,,,,,,,,,,,,
401823394,2025,2025-11-12,2025-11-13 00:00:00+00:00,Western Michigan Broncos,Purdue Fort Wayne Mastodons,0,0,,,,,False,University Arena (MI),2025-11-12,purduefortwaynemastodons__westernmichigan,,,,,,,,,,,,
401823214,2025,2025-11-12,2025-11-13 00:00:00+00:00,Bellarmine Knights,Hanover Panthers,0,0,,,,,False,Knights Hall,2025-11-12,bellarmine__hanover,,,,,,,,,,,,
401822759,2025,2025-11-12,2025-11-13 00:00:00+00:00,South Florida Bulls,Coppin State Eagles,0,0,,,,,False,Yuengling Center,2025-11-12,coppinstate__southfloridabulls,,,,,,,,,,,,
401822736,2025,2025-11-12,2025-11-13 00:00:00+00:00,VCU Rams,Saint Peter's Peacocks,0,0,,,,,False,Siegel Center,2025-11-12,saintpeters__vcu,,,,,,,,,,,,
401822311,2025,2025-11-12,2025-11-13 00:00:00+00:00,Indiana Hoosiers,Milwaukee Panthers,0,0,,,,,False,Simon Skjodt Assembly Hall,2025-11-12,indiana__milwaukee,,,,,,,,,,,,
401820597,2025,2025-11-12,2025-11-13 00:00:00+00:00,Akron Zips,Penn State-Shenango Nittany Lions,0,0,,,,,False,James A. Rhodes Arena,2025-11-12,akron__pennstateshenangonittany,,,,,,,,,,,,
401818549,2025,2025-11-12,2025-11-13 00:00:00+00:00,Boston University Terriers,Brown Bears,0,0,,,,,False,Case Gym,2025-11-12,boston__brown,,,,,,,,,,,,
401817519,2025,2025-11-12,2025-11-13 00:00:00+00:00,Virginia Tech Hokies,Saint Joseph's Hawks,0,0,,,,,False,Cassell Coliseum,2025-11-12,stjosephs__virginiatech,,,,,,,,,,,,
401817195,2025,2025-11-12,2025-11-13 00:00:00+00:00,St. Bonaventure Bonnies,Siena Saints,0,0,,,,,False,Reilly Center,2025-11-12,sienasaints__stbonaventurebonnies,,,,,,,,,,,,
401817143,2025,2025-11-12,2025-11-13 00:00:00+00:00,George Washington Revolutionaries,American University Eagles,0,0,,,,,False,Charles E. Smith Center,2025-11-12,american__georgewashingtonrevolutionaries,,,,,,,,,,,,
401813348,2025,2025-11-12,2025-11-13 00:00:00+00:00,Canisius Golden Griffins,Mercyhurst Lakers,0,0,,,,,False,Koessler Athletic Center,2025-11-12,canisiusgolden__mercyhurst,,,,,,,,,,,,
401813321,2025,2025-11-12,2025-11-13 00:00:00+00:00,Marist Red Foxes,Vassar Brewers,0,0,,,,,False,McCann Arena,2025-11-12,maristredfoxes__vassarbrewers,,,,,,,,,,,,
401829346,2025,2025-11-12,2025-11-13 00:30:00+00:00,Southeast Missouri State Redhawks,Webster Gorloks,0,0,,,,,False,Show Me Center,2025-11-12,southeastmissouristate__webstergorloks,,,,,,,,,,,,
401824811,2025,2025-11-12,2025-11-13 01:00:00+00:00,Houston Cougars,Oakland Golden Grizzlies,0,0,,,,,False,Fertitta Center,2025-11-12,houston__oaklandgoldengrizzlies,,,,,,,,,,,,
401829461,2025,2025-11-12,2025-11-13 01:00:00+00:00,North Dakota State Bison,St. Scholastica Saints,0,0,,,,,False,Scheels Center,2025-11-12,northdakotastate__stscholasticasaints,,,,,,,,,,,,
401828544,2025,2025-11-12,2025-11-13 01:00:00+00:00,Vanderbilt Commodores,Eastern Kentucky Colonels,0,0,,,,,False,Memorial Gymnasium (TN),2025-11-12,easternkentuckycolonels__vanderbilt,,,,,,,,,,,,
401828282,2025,2025-11-12,2025-11-13 01:00:00+00:00,Oral Roberts Golden Eagles,Tulsa Golden Hurricane,0,0,,,,,False,Mabee Center,2025-11-12,oralrobertsgolden__tulsa,,,,,,,,,,,,
401827234,2025,2025-11-12,2025-11-13 01:00:00+00:00,Missouri Tigers,Minnesota Golden Gophers,0,0,,,,,False,Mizzou Arena,2025-11-12,minnesotagolden__missouri,,,,,,,,,,,,
401827213,2025,2025-11-12,2025-11-13 01:00:00+00:00,Texas State Bobcats,UTSA Roadrunners,0,0,,,,,False,Strahan Arena at the University Events Center,2025-11-12,texassanantonio__texasstate,,,,,,,,,,,,
401826947,2025,2025-11-12,2025-11-13 01:00:00+00:00,Utah Valley Wolverines,Westminster (UT) Griffins,0,0,,,,,False,UCCU Center,2025-11-12,utahvalleywolverines__westminsterut,,,,,,,,,,,,
401823023,2025,2025-11-12,2025-11-13 01:00:00+00:00,Marquette Golden Eagles,Little Rock Trojans,0,0,,,,,False,Fiserv Forum,2025-11-12,littlerocktrojans__marquettegolden,,,,,,,,,,,,
401822995,2025,2025-11-12,2025-11-13 01:00:00+00:00,Evansville Purple Aces,Middle Tennessee Blue Raiders,0,0,,,,,False,Ford Center,2025-11-12,evansville__middletennesseeblueraiders,,,,,,,,,,,,
401822331,2025,2025-11-12,2025-11-13 01:00:00+00:00,Valparaiso Beacons,Nicholls Colonels,0,0,,,,,False,Athletics-Recreation Center,2025-11-12,nichollscolonels__valparaisobeacons,,,,,,,,,,,,
401817254,2025,2025-11-12,2025-11-13 01:00:00+00:00,NC State Wolfpack,UNC Greensboro Spartans,0,0,,,,,False,Lenovo Center,2025-11-12,ncstate__uncgreensboro,,,,,,,,,,,,
401813288,2025,2025-11-12,2025-11-13 01:00:00+00:00,Oklahoma State Cowboys,Prairie View A&M Panthers,0,0,,,,,False,Gallagher-Iba Arena,2025-11-12,oklahomastate__prairieviewaandm,,,,,,,,,,,,
401812284,2025,2025-11-12,2025-11-13 01:00:00+00:00,Texas Longhorns,Fairleigh Dickinson Knights,0,0,,,,,False,Moody Center,2025-11-12,fairleighdickinson__texas,,,,,,,,,,,,
401811104,2025,2025-11-12,2025-11-13 01:00:00+00:00,South Dakota Coyotes,Southern Indiana Screaming Eagles,0,0,,,,,False,Sanford Coyote Sports Center,2025-11-12,southdakotacoyotes__southernindianascreaming,,,,,,,,,,,,
401828753,2025,2025-11-12,2025-11-13 01:30:00+00:00,Bradley Braves,UT Martin Skyhawks,0,0,,,,,False,Carver Arena,2025-11-12,bradley__utmartinskyhawks,,,,,,,,,,,,
401820615,2025,2025-11-12,2025-11-13 01:30:00+00:00,Bryant Bulldogs,Dartmouth Big Green,0,0,,,,,False,Chace Athletic Center,2025-11-12,bryant__dartmouthbiggreen,,,,,,,,,,,,
401826931,2025,2025-11-12,2025-11-13 02:00:00+00:00,Utah State Aggies,Weber State Wildcats,0,0,,,,,False,Dee Glen Smith Spectrum,2025-11-12,utahstate__weberstate,,,,,,,,,,,,
401826908,2025,2025-11-12,2025-11-13 02:00:00+00:00,Fresno State Bulldogs,UC San Diego Tritons,0,0,,,,,False,Save Mart Center,2025-11-12,fresnostate__ucsandiegotritons,,,,,,,,,,,,
401823809,2025,2025-11-12,2025-11-13 02:00:00+00:00,Colorado State Rams,Cal Poly Mustangs,0,0,,,,,False,Moby Arena,2025-11-12,calpoly__coloradostate,,,,,,,,,,,,
401823510,2025,2025-11-12,2025-11-13 02:00:00+00:00,San Diego Toreros,Idaho Vandals,0,0,,,,,False,Jenny Craig Pavilion,2025-11-12,idahovandals__sandiegotoreros,,,,,,,,,,,,
401830348,2025,2025-11-12,2025-11-13 02:30:00+00:00,Utah Tech Trailblazers,Manhattan Jaspers,0,0,,,,,True,Stan Sheriff Center,2025-11-12,manhattan__utahtechtrailblazers,,,,,,,,,,,,
401827265,2025,2025-11-12,2025-11-13 02:30:00+00:00,Oregon Ducks,South Dakota State Jackrabbits,0,0,,,,,False,Matthew Knight Arena,2025-11-12,oregonducks__southdakotastate,,,,,,,,,,,,
401824056,2025,2025-11-12,2025-11-13 02:30:00+00:00,Oregon State Beavers,North Texas Mean Green,0,0,,,,,False,Gill Coliseum,2025-11-12,northtexas__oregonstatebeavers,,,,,,,,,,,,
401828918,2025,2025-11-12,2025-11-13 03:00:00+00:00,Nevada Wolf Pack,Southern Illinois Salukis,0,0,,,,,False,Lawlor Events Center,2025-11-12,nevadawolfpack__southernillinoissalukis,,,,,,,,,,,,
401826726,2025,2025-11-12,2025-11-13 03:00:00+00:00,San Francisco Dons,Portland State Vikings,0,0,,,,,False,The Sobrato Center,2025-11-12,portlandstate__sanfrancisco,,,,,,,,,,,,
401823500,2025,2025-11-12,2025-11-13 03:00:00+00:00,Seattle U Redhawks,Eastern Washington Eagles,0,0,,,,,False,Redhawk Center,2025-11-12,easternwashington__seattleu,,,,,,,,,,,,
401823306,2025,2025-11-12,2025-11-13 03:00:00+00:00,Pacific Tigers,Long Beach State Beach,0,0,,,,,False,Alex G. Spanos Center,2025-11-12,longbeachstatebeach__pacific,,,,,,,,,,,,
401817466,2025,2025-11-12,2025-11-13 03:00:00+00:00,Stanford Cardinal,Montana State Bobcats,0,0,,,,,False,Maples Pavilion,2025-11-12,montanastate__stanfordcardinal,,,,,,,,,,,,
401824848,2025,2025-11-12,2025-11-13 04:59:00+00:00,Hawai'i Rainbow Warriors,Mississippi Valley State Delta Devils,0,0,,,,,False,Stan Sheriff Center,2025-11-12,hawaiirainbow__mississippivalleystatedeltadevils,,,,,,,,,,,,
