pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
californiadavis::hawaiirainbow,Hawai'i Rainbow Warriors,UC Davis Aggies,2025-12-05T04:59:00Z,2025-12-05 04:59:00+00:00,,2025-12-05 04:59:00+00:00,2025-12-05 04:59:00+00:00,0.0
californiariverside::ucirvineanteaters,UC Irvine Anteaters,UC Riverside Highlanders,2025-12-05T03:00:00Z,2025-12-05 03:00:00+00:00,,2025-12-05 03:00:00+00:00,2025-12-05 03:00:00+00:00,0.0
calpoly::calstfullerton,Cal State Fullerton Titans,Cal Poly Mustangs,2025-12-05T03:00:00Z,2025-12-05 03:00:00+00:00,,2025-12-05 03:00:00+00:00,2025-12-05 03:00:00+00:00,0.0
calstatenorthridge::calstbakersfield,Cal State Northridge Matadors,Cal State Bakersfield Roadrunners,2025-12-05T03:00:00Z,2025-12-05 03:00:00+00:00,,2025-12-05 03:00:00+00:00,2025-12-05 03:00:00+00:00,0.0
charlestonsouthern::warrenwilson,Charleston Southern Buccaneers,Warren Wilson Owls,2025-12-05T00:00:00Z,2025-12-05 00:00:00+00:00,,2025-12-05 00:00:00+00:00,2025-12-05 00:00:00+00:00,0.0
citadel::davidson,Davidson Wildcats,The Citadel Bulldogs,2025-12-05T00:00:00Z,2025-12-05 00:00:00+00:00,,2025-12-05 00:00:00+00:00,2025-12-05 00:00:00+00:00,0.0
fairleighdickinson::manorcollegebluejays,Fairleigh Dickinson Knights,Manor College Blue Jays,2025-12-04T21:00:00Z,2025-12-04 21:00:00+00:00,,2025-12-04 21:00:00+00:00,2025-12-04 21:00:00+00:00,0.0
greenbayphoenix::robertmorriscolonials,Green Bay Phoenix,Robert Morris Colonials,2025-12-05T00:00:00Z,2025-12-05 00:00:00+00:00,,2025-12-05 00:00:00+00:00,2025-12-05 00:00:00+00:00,0.0
longbeachstatebeach::ucsantabarbaragauchos,UC Santa Barbara Gauchos,Long Beach State Beach,2025-12-05T02:00:00Z,2025-12-05 02:00:00+00:00,,2025-12-05 02:00:00+00:00,2025-12-05 02:00:00+00:00,0.0
merrimack::rider,Merrimack Warriors,Rider Broncs,2025-12-05T00:00:00Z,2025-12-05 00:00:00+00:00,,2025-12-05 00:00:00+00:00,2025-12-05 00:00:00+00:00,0.0
southfloridabulls::utahstate,South Florida Bulls,Utah State Aggies,2025-12-05T00:00:00Z,2025-12-05 00:00:00+00:00,,2025-12-05 00:00:00+00:00,2025-12-05 00:00:00+00:00,0.0
