game_id,home_team,away_team,pred_total,pred_margin,market_total
401827157,Missouri Tigers,Alabama State Hornets,145.58424377441406,38.69221878051758,
401826742,Denver Pioneers,Alaska Anchorage Seawolves,139.05471801757812,-1.4461398124694824,
401820813,East Carolina Pirates,App State Mountaineers,141.78695678710938,2.814682483673096,
401831530,Wagner Seahawks,Bloomfield Deacons,140.39852905273438,0.6494951248168945,
401823738,Cal State Bakersfield Roadrunners,North Dakota State Bison,142.7190704345703,-6.624168872833252,
401829492,Georgia Southern Eagles,Coastal Georgia Mariner,141.6459503173828,2.5947823524475098,
401817511,IU Indianapolis Jaguars,Green Bay Phoenix,137.63837687174478,7.399935849507649,
401819878,Iowa State Cyclones,Iowa Hawkeyes,93.29929885864256,0.7309993743896483,
401823347,Jacksonville Dolphins,Trinity College of Jacksonville Eagles,140.3354949951172,0.5511903762817383,
401829479,St. Thomas-Minnesota Tommies,Saint John's (MN) Johnnies,143.42446899414062,5.368330478668213,
401817480,Syracuse Orange,Saint Joseph's Hawks,147.9602813720703,12.22996711730957,
401823872,UT Rio Grande Valley Vaqueros,UT Arlington Mavericks,142.8722381591797,-1.4706034660339355,
401817524,Virginia Tech Hokies,Western Carolina Catamounts,147.0386505126953,36.488059997558594,
