game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,game_date,game_key,event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,odds_date,odds_key
401812600,2025,2025-11-09,2025-11-09 17:00:00+00:00,Harvard Crimson,New Hampshire Wildcats,86,75,32,48,54,27,False,Lavietes Pavilion,2025-11-09,harvardcrimson__newhampshire,,,,,,,,,,,,,,,,,,,,
401828296,2025,2025-11-09,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,91,82,39,34,52,48,False,John W. Pope Jr. Convocation Center,2025-11-09,campbellfighting__westernmichigan,,,,,,,,,,,,,,,,,,,,
401826732,2025,2025-11-09,2025-11-09 18:00:00+00:00,App State Mountaineers,North Carolina Central Eagles,76,54,38,18,38,36,False,Holmes Convocation Center,2025-11-09,appstate__northcarolinacentral,,,,,,,,,,,,,,,,,,,,
401823022,2025,2025-11-09,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,77,100,38,56,39,44,True,United Center,2025-11-09,indiana__marquettegolden,,,,,,,,,,,,,,,,,,,,
401822758,2025,2025-11-09,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin State Eagles,84,70,43,28,41,42,False,Atlantic Union Bank Center,2025-11-09,coppinstate__jamesmadison,,,,,,,,,,,,,,,,,,,,
401812574,2025,2025-11-09,2025-11-09 18:00:00+00:00,American University Eagles,Pennsylvania Quakers,84,78,42,37,42,41,False,Bender Arena,2025-11-09,american__pennsylvania,,,,,,,,,,,,,,,,,,,,
401828576,2025,2025-11-09,2025-11-09 19:00:00+00:00,Georgia Bulldogs,Morehead State Eagles,120,81,64,42,56,39,False,Stegeman Coliseum,2025-11-09,georgia__moreheadstate,,,,,,,,,,,,,,,,,,,,
401823485,2025,2025-11-09,2025-11-09 19:00:00+00:00,Mercer Bears,Lipscomb Bisons,92,77,46,35,46,42,False,Hawkins Arena,2025-11-09,lipscomb__mercer,,,,,,,,,,,,,,,,,,,,
401823417,2025,2025-11-09,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,83,60,37,36,46,24,False,Stroh Center,2025-11-09,bowlinggreen__lemoyne,,,,,,,,,,,,,,,,,,,,
401823393,2025,2025-11-09,2025-11-09 19:00:00+00:00,Purdue Fort Wayne Mastodons,Dominican (IL) Dominican,137,56,70,26,67,30,False,Memorial Coliseum (IN),2025-11-09,dominicanil__purduefortwaynemastodons,,,,,,,,,,,,,,,,,,,,
401823256,2025,2025-11-09,2025-11-09 19:00:00+00:00,North Dakota Fighting Hawks,Cal State Northridge Matadors,85,93,37,44,48,49,False,Betty Engelstad Sioux Center,2025-11-09,calstatenorthridge__northdakotafighting,,,,,,,,,,,,,,,,,,,,
401820542,2025,2025-11-09,2025-11-09 19:00:00+00:00,Northern Iowa Panthers,South Dakota State Jackrabbits,65,58,28,25,37,33,False,McLeod Center,2025-11-09,northerniowa__southdakotastate,,,,,,,,,,,,,,,,,,,,
401818548,2025,2025-11-09,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,84,89,32,24,33,41,False,Pizzitola Sports Center,2025-11-09,brown__vermontcatamounts,,,,,,,,,,,,,,,,,,,,
401813320,2025,2025-11-09,2025-11-09 19:00:00+00:00,Dartmouth Big Green,Marist Red Foxes,56,75,35,40,21,35,False,Leede Arena,2025-11-09,dartmouthbiggreen__maristredfoxes,,,,,,,,,,,,,,,,,,,,
401813287,2025,2025-11-09,2025-11-09 19:00:00+00:00,Oklahoma State Cowboys,Texas A&M Aggies,87,63,43,29,44,34,False,Gallagher-Iba Arena,2025-11-09,oklahomastate__texasaandm,,,,,,,,,,,,,,,,,,,,
401813254,2025,2025-11-09,2025-11-09 19:00:00+00:00,Illinois State Redbirds,Cornell Big Red,76,65,34,32,42,33,False,CEFCU Arena,2025-11-09,cornellbigred__illinoisstate,,,,,,,,,,,,,,,,,,,,
401811103,2025,2025-11-09,2025-11-09 19:00:00+00:00,South Dakota Coyotes,Ozark Christian Ambassadors,121,65,72,35,49,30,False,Sanford Coyote Sports Center,2025-11-09,ozarkchristianambassadors__southdakotacoyotes,,,,,,,,,,,,,,,,,,,,
