game_id,date,start_time_iso,_start_dt,display_date,start_time_display,start_time_local,start_tz_abbr
401809307,2025-12-20,2025-12-20T20:26:00Z,2025-12-20T20:26:00Z,2025-12-20,2:26 PM,2025-12-20 14:26,CST
401817526,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401830123,2025-12-20,2025-12-20T20:00:00Z,2025-12-20T20:00:00Z,2025-12-20,2:00 PM,2025-12-20 14:00,CST
401826744,2025-12-20,2025-12-20T20:00:00Z,2025-12-20T20:00:00Z,2025-12-20,2:00 PM,2025-12-20 14:00,CST
401813770,2025-12-20,2025-12-20T20:00:00Z,2025-12-20T20:00:00Z,2025-12-20,2:00 PM,2025-12-20 14:00,CST
401808585,2025-12-20,2025-12-20T20:00:00Z,2025-12-20T20:00:00Z,2025-12-20,2:00 PM,2025-12-20 14:00,CST
401808586,2025-12-20,2025-12-20T20:45:00Z,2025-12-20T20:45:00Z,2025-12-20,2:45 PM,2025-12-20 14:45,CST
401826800,2025-12-20,2025-12-20T21:00:00Z,2025-12-20T21:00:00Z,2025-12-20,3:00 PM,2025-12-20 15:00,CST
401824894,2025-12-20,2025-12-20T21:00:00Z,2025-12-20T21:00:00Z,2025-12-20,3:00 PM,2025-12-20 15:00,CST
401823791,2025-12-20,2025-12-20T21:00:00Z,2025-12-20T21:00:00Z,2025-12-20,3:00 PM,2025-12-20 15:00,CST
401820829,2025-12-20,2025-12-20T21:00:00Z,2025-12-20T21:00:00Z,2025-12-20,3:00 PM,2025-12-20 15:00,CST
401817485,2025-12-20,2025-12-20T21:00:00Z,2025-12-20T21:00:00Z,2025-12-20,3:00 PM,2025-12-20 15:00,CST
401813768,2025-12-20,2025-12-20T21:00:00Z,2025-12-20T21:00:00Z,2025-12-20,3:00 PM,2025-12-20 15:00,CST
401806352,2025-12-20,2025-12-20T21:00:00Z,2025-12-20T21:00:00Z,2025-12-20,3:00 PM,2025-12-20 15:00,CST
401826874,2025-12-20,2025-12-20T17:00:00Z,2025-12-20T17:00:00Z,2025-12-20,11:00 AM,2025-12-20 11:00,CST
401817249,2025-12-20,2025-12-20T17:00:00Z,2025-12-20T17:00:00Z,2025-12-20,11:00 AM,2025-12-20 11:00,CST
401809306,2025-12-20,2025-12-20T17:30:00Z,2025-12-20T17:30:00Z,2025-12-20,11:30 AM,2025-12-20 11:30,CST
401823473,2025-12-20,2025-12-20T17:00:00Z,2025-12-20T17:00:00Z,2025-12-20,11:00 AM,2025-12-20 11:00,CST
401811114,2025-12-20,2025-12-20T17:00:00Z,2025-12-20T17:00:00Z,2025-12-20,11:00 AM,2025-12-20 11:00,CST
401813444,2025-12-20,2025-12-20T17:30:00Z,2025-12-20T17:30:00Z,2025-12-20,11:30 AM,2025-12-20 11:30,CST
401823373,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401823006,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401822347,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401817205,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401813769,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401813383,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401812388,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401808581,2025-12-20,2025-12-20T18:00:00Z,2025-12-20T18:00:00Z,2025-12-20,12:00 PM,2025-12-20 12:00,CST
401829446,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401827913,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401827502,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401827056,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401827044,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401826755,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401824954,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401824310,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401822396,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401820216,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401813772,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401813771,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401812610,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401808587,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401808583,2025-12-20,2025-12-20T19:00:00Z,2025-12-20T19:00:00Z,2025-12-20,1:00 PM,2025-12-20 13:00,CST
401827531,2025-12-20,2025-12-20T21:30:00Z,2025-12-20T21:30:00Z,2025-12-20,3:30 PM,2025-12-20 15:30,CST
401808584,2025-12-20,2025-12-20T21:30:00Z,2025-12-20T21:30:00Z,2025-12-20,3:30 PM,2025-12-20 15:30,CST
401806351,2025-12-20,2025-12-20T21:30:00Z,2025-12-20T21:30:00Z,2025-12-20,3:30 PM,2025-12-20 15:30,CST
401806350,2025-12-20,2025-12-20T21:30:00Z,2025-12-20T21:30:00Z,2025-12-20,3:30 PM,2025-12-20 15:30,CST
401826954,2025-12-20,2025-12-20T22:00:00Z,2025-12-20T22:00:00Z,2025-12-20,4:00 PM,2025-12-20 16:00,CST
401824829,2025-12-20,2025-12-20T22:00:00Z,2025-12-20T22:00:00Z,2025-12-20,4:00 PM,2025-12-20 16:00,CST
401824124,2025-12-20,2025-12-20T22:00:00Z,2025-12-20T22:00:00Z,2025-12-20,4:00 PM,2025-12-20 16:00,CST
401823492,2025-12-20,2025-12-20T22:00:00Z,2025-12-20T22:00:00Z,2025-12-20,4:00 PM,2025-12-20 16:00,CST
401812363,2025-12-20,2025-12-20T22:00:00Z,2025-12-20T22:00:00Z,2025-12-20,4:00 PM,2025-12-20 16:00,CST
401808582,2025-12-20,2025-12-20T22:00:00Z,2025-12-20T22:00:00Z,2025-12-20,4:00 PM,2025-12-20 16:00,CST
401820294,2025-12-20,2025-12-20T22:30:00Z,2025-12-20T22:30:00Z,2025-12-20,4:30 PM,2025-12-20 16:30,CST
401817514,2025-12-20,2025-12-20T23:00:00Z,2025-12-20T23:00:00Z,2025-12-20,5:00 PM,2025-12-20 17:00,CST
401817180,2025-12-20,2025-12-20T23:00:00Z,2025-12-20T23:00:00Z,2025-12-20,5:00 PM,2025-12-20 17:00,CST
401809083,2025-12-20,2025-12-20T23:00:00Z,2025-12-20T23:00:00Z,2025-12-20,5:00 PM,2025-12-20 17:00,CST
401823482,2025-12-20,2025-12-20T23:30:00Z,2025-12-20T23:30:00Z,2025-12-20,5:30 PM,2025-12-20 17:30,CST
401828924,2025-12-20,2025-12-21T00:00:00Z,2025-12-21T00:00:00Z,2025-12-20,6:00 PM,2025-12-20 18:00,CST
401828515,2025-12-20,2025-12-21T00:00:00Z,2025-12-21T00:00:00Z,2025-12-20,6:00 PM,2025-12-20 18:00,CST
401819913,2025-12-20,2025-12-21T00:00:00Z,2025-12-21T00:00:00Z,2025-12-20,6:00 PM,2025-12-20 18:00,CST
401826849,2025-12-20,2025-12-21T00:30:00Z,2025-12-21T00:30:00Z,2025-12-20,6:30 PM,2025-12-20 18:30,CST
401817237,2025-12-20,2025-12-21T01:00:00Z,2025-12-21T01:00:00Z,2025-12-20,7:00 PM,2025-12-20 19:00,CST
401826047,2025-12-20,2025-12-21T01:00:00Z,2025-12-21T01:00:00Z,2025-12-20,7:00 PM,2025-12-20 19:00,CST
401823538,2025-12-20,2025-12-21T01:00:00Z,2025-12-21T01:00:00Z,2025-12-20,7:00 PM,2025-12-20 19:00,CST
401817474,2025-12-20,2025-12-21T01:00:00Z,2025-12-21T01:00:00Z,2025-12-20,7:00 PM,2025-12-20 19:00,CST
401812582,2025-12-20,2025-12-21T01:00:00Z,2025-12-21T01:00:00Z,2025-12-20,7:00 PM,2025-12-20 19:00,CST
401822874,2025-12-20,2025-12-21T01:30:00Z,2025-12-21T01:30:00Z,2025-12-20,7:30 PM,2025-12-20 19:30,CST
401822873,2025-12-20,2025-12-21T01:30:00Z,2025-12-21T01:30:00Z,2025-12-20,7:30 PM,2025-12-20 19:30,CST
401820490,2025-12-20,2025-12-21T01:30:00Z,2025-12-21T01:30:00Z,2025-12-20,7:30 PM,2025-12-20 19:30,CST
401829327,2025-12-20,2025-12-21T02:00:00Z,2025-12-21T02:00:00Z,2025-12-20,8:00 PM,2025-12-20 20:00,CST
401824074,2025-12-20,2025-12-21T02:00:00Z,2025-12-21T02:00:00Z,2025-12-20,8:00 PM,2025-12-20 20:00,CST
401824030,2025-12-20,2025-12-21T02:00:00Z,2025-12-21T02:00:00Z,2025-12-20,8:00 PM,2025-12-20 20:00,CST
401823820,2025-12-20,2025-12-21T03:00:00Z,2025-12-21T03:00:00Z,2025-12-20,9:00 PM,2025-12-20 21:00,CST
401823768,2025-12-20,2025-12-21T03:30:00Z,2025-12-21T03:30:00Z,2025-12-20,9:30 PM,2025-12-20 21:30,CST
