game_id,season,date_game,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,source,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin,edge_total,edge_margin,edge_total_pct,edge_margin_pct,kelly_fraction_total,home_ml_prob_market,away_ml_prob_market,home_ml_prob_fair,away_ml_prob_fair,kelly_fraction_ml_home,kelly_fraction_ml_away,home_ml_ev,away_ml_ev,home_ml_b,away_ml_b
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetMGM,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:52:39+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-115.0,28.5,-105.0,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,,-8.384674,,-0.29419908771929826,,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetMGM,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:52:39+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,149.5,-110.0,-110.0,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,4.1653900146484375,,0.027862140566210284,,0.13884633382161457,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetOnline.ag,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:18+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-29.0,-105.0,29.0,-115.0,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,,-8.884674,,-0.30636806896551727,,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetOnline.ag,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:18+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.0,-110.0,-110.0,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,3.6653900146484375,,0.024435933430989584,,0.12217966715494792,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetRivers,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:51:47+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-114.0,28.5,-109.0,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,,-8.384674,,-0.29419908771929826,,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,BetRivers,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:51:47+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,151.0,-110.0,-113.0,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,2.6653900146484375,,0.017651589500983028,,0.08884633382161458,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Bovada,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:10+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-110.0,28.5,-110.0,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,,-8.384674,,-0.29419908771929826,,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Bovada,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:53:10+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,151.0,-110.0,-110.0,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,2.6653900146484375,,0.017651589500983028,,0.08884633382161458,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Caesars,spreads,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:51:46+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,-28.5,-110.0,28.5,-110.0,,,,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,,-8.384674,,-0.29419908771929826,,,,0.9465267650116798,0.05347323498832024,,,,,,
401808951,2025,2025-11-15,2025-11-15 20:00:00+00:00,Mississippi State Bulldogs,SE Louisiana Lions,0,0,,,,,False,Humphrey Coliseum,espn,mississippistate::selouisiana,96758c3c10286b661aadd3b924858134,Caesars,totals,full_game,2025-11-15 20:00:00+00:00,2025-11-15 16:51:46+00:00,Mississippi St Bulldogs,SE Louisiana Lions,,,,,,,150.0,-110.0,-110.0,2025-11-15,0,153.66539001464844,20.115326,72.37022,78.61223,10.563517,12.134882,153.66539001464844,20.115326,3.6653900146484375,,0.024435933430989584,,0.12217966715494792,,,0.9465267650116798,0.05347323498832024,,,,,,
