pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
alabamastate::missouri,Missouri Tigers,Alabama State Hornets,2025-12-12T01:00:00Z,2025-12-12 01:00:00+00:00,,2025-12-12 01:00:00+00:00,2025-12-12 01:00:00+00:00,0.0
alaskaanchorage::denver,Denver Pioneers,Alaska Anchorage Seawolves,2025-12-12T02:00:00Z,2025-12-12 02:00:00+00:00,,2025-12-12 02:00:00+00:00,2025-12-12 02:00:00+00:00,0.0
appstate::eastcarolina,East Carolina Pirates,App State Mountaineers,2025-12-12T00:00:00Z,2025-12-12 00:00:00+00:00,,2025-12-12 00:00:00+00:00,2025-12-12 00:00:00+00:00,0.0
bloomfield::wagnerseahawks,Wagner Seahawks,Bloomfield Deacons,2025-12-12T00:00:00Z,2025-12-12 00:00:00+00:00,,2025-12-12 00:00:00+00:00,2025-12-12 00:00:00+00:00,0.0
calstbakersfield::northdakotastate,Cal State Bakersfield Roadrunners,North Dakota State Bison,2025-12-12T02:30:00Z,2025-12-12 02:30:00+00:00,,2025-12-12 02:30:00+00:00,2025-12-12 02:30:00+00:00,0.0
coastalgeorgiamariner::georgiasouthern,Georgia Southern Eagles,Coastal Georgia Mariner,2025-12-12T00:00:00Z,2025-12-12 00:00:00+00:00,,2025-12-12 00:00:00+00:00,2025-12-12 00:00:00+00:00,0.0
greenbayphoenix::iuindianapolis,IU Indianapolis Jaguars,Green Bay Phoenix,2025-12-11T23:30:00Z,2025-12-11 23:30:00+00:00,,2025-12-11 23:30:00+00:00,2025-12-11 23:30:00+00:00,0.0
iowahawkeyes::iowastate,Iowa State Cyclones,Iowa Hawkeyes,2025-12-12T01:00:00Z,2025-12-12 01:00:00+00:00,,2025-12-12 01:00:00+00:00,2025-12-12 01:00:00+00:00,0.0
jacksonville::trinitycollegeofjacksonville,Jacksonville Dolphins,Trinity College of Jacksonville Eagles,2025-12-12T00:00:00Z,2025-12-12 00:00:00+00:00,,2025-12-12 00:00:00+00:00,2025-12-12 00:00:00+00:00,0.0
stjohnsmnjohnnies::stthomasminnesotatommies,St. Thomas-Minnesota Tommies,Saint John's (MN) Johnnies,2025-12-12T01:00:00Z,2025-12-12 01:00:00+00:00,,2025-12-12 01:00:00+00:00,2025-12-12 01:00:00+00:00,0.0
stjosephs::syracuse,Syracuse Orange,Saint Joseph's Hawks,2025-12-12T02:00:00Z,2025-12-12 02:00:00+00:00,,2025-12-12 02:00:00+00:00,2025-12-12 02:00:00+00:00,0.0
utarlington::utriograndevalley,UT Rio Grande Valley Vaqueros,UT Arlington Mavericks,2025-12-12T00:30:00Z,2025-12-12 00:30:00+00:00,,2025-12-12 00:30:00+00:00,2025-12-12 00:30:00+00:00,0.0
virginiatech::westerncarolinacatamounts,Virginia Tech Hokies,Western Carolina Catamounts,2025-12-12T00:00:00Z,2025-12-12 00:00:00+00:00,,2025-12-12 00:00:00+00:00,2025-12-12 00:00:00+00:00,0.0
