date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,start_min,end_min,half,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,0,5,1,9.93625,10.524,19.30788181411975,-0.58775,5.0,10.0,15.0,6.0,10.0,16.0,11.84763181411975,18.84763181411975,27.84763181411975,-7.0,-1.0,6.0
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,5,10,1,19.53075,20.64825,38.24557730116175,-1.1175,12.0,19.0,27.0,13.0,20.0,29.0,27.06657730116175,38.06657730116175,50.06657730116175,-10.0,-1.0,8.0
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,10,15,1,29.2055,30.9405,58.38885075960679,-1.735,20.0,29.0,39.0,22.0,30.0,41.0,43.24285075960679,58.24285075960679,74.2428507596068,-13.0,-2.0,9.0
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,15,20,1,36.954,39.15225,75.15115616621985,-2.19825,26.0,37.0,48.0,28.0,39.0,51.0,57.04490616621984,75.04490616621985,94.04490616621985,-14.0,-2.0,10.0
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,20,25,2,47.3895,50.16225,95.989640974084,-2.77275,36.0,47.0,59.0,38.0,50.0,63.0,76.437890974084,95.437890974084,116.437890974084,-17.0,-3.0,11.0
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,25,30,2,57.38825,60.6425,115.87145598748884,-3.25425,45.0,57.0,70.0,48.0,60.0,74.0,95.84070598748885,115.84070598748885,136.84070598748883,-19.0,-3.0,12.0
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,30,35,2,67.31125,71.20075,136.3772815013405,-3.8895,53.0,67.0,81.0,57.0,71.0,86.0,114.86528150134048,135.8652815013405,158.8652815013405,-20.0,-4.0,13.0
2026-01-26,401805178,Tarleton State Texans,Abilene Christian Wildcats,2026-01-26 19:00,2026-01-27T00:00:00Z,EST,35,40,2,75.781,80.13175,156.11538628239498,-4.35075,61.0,75.0,90.0,65.0,80.0,95.0,133.202636282395,155.202636282395,179.3026362823949,-22.0,-4.0,13.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,0,5,1,9.7725,9.99,18.61013181411975,-0.2175,5.0,10.0,15.0,5.0,10.0,15.0,10.84763181411975,18.84763181411975,26.84763181411975,-6.0,0.0,6.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,5,10,1,19.1885,19.53625,36.79132730116175,-0.34775,12.0,19.0,27.0,12.0,19.0,27.0,25.06657730116175,36.06657730116175,49.06657730116175,-9.0,0.0,9.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,10,15,1,28.7205,29.0025,55.96585075960679,-0.282,19.0,28.0,38.0,20.0,29.0,39.0,40.24285075960679,55.24285075960679,72.2428507596068,-11.0,0.0,11.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,15,20,1,36.07,36.416,71.53090616621985,-0.346,25.0,36.0,47.0,26.0,36.0,48.0,53.04490616621984,71.04490616621985,90.04490616621985,-12.0,0.0,12.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,20,25,2,46.095,46.61325,91.146140974084,-0.51825,34.0,46.0,58.0,35.0,46.0,58.0,71.437890974084,90.437890974084,111.437890974084,-14.0,0.0,13.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,25,30,2,55.80425,56.36675,110.01170598748884,-0.5625,43.0,56.0,69.0,44.0,56.0,69.0,88.84070598748883,109.84070598748885,131.84070598748883,-16.0,0.0,15.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,30,35,2,65.5455,66.15325,129.56403150134048,-0.60775,51.0,65.0,80.0,52.0,66.0,80.0,106.86528150134048,128.8652815013405,152.8652815013405,-17.0,0.0,16.0
2026-01-26,401808713,Lamar Cardinals,East Texas A&M Lions,,,,35,40,2,73.55275,74.39675,148.152136282395,-0.844,58.0,74.0,88.0,60.0,74.0,89.0,123.202636282395,148.202636282395,173.202636282395,-18.0,-1.0,17.0
2026-01-26,401808980,Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,,,,0,5,1,9.63875,10.03325,18.51963181411975,-0.3945,5.0,9.0,15.0,5.0,10.0,15.0,10.84763181411975,17.84763181411975,26.84763181411975,-7.0,0.0,6.0
2026-01-26,401808980,Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,,,,5,10,1,18.9185,19.704,36.68907730116175,-0.7855,12.0,19.0,26.0,12.0,19.0,27.0,25.06657730116175,36.06657730116175,49.06657730116175,-9.0,-1.0,8.0
2026-01-26,401808980,Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,,,,10,15,1,28.25375,29.227,55.72360075960679,-0.97325,19.0,28.0,38.0,20.0,29.0,39.0,40.24285075960679,55.24285075960679,72.2428507596068,-12.0,-1.0,10.0
2026-01-26,401808980,Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,,,,15,20,1,35.53425,36.754,71.33315616621985,-1.21975,25.0,35.0,47.0,26.0,36.0,48.0,53.04490616621984,71.04490616621985,90.04490616621985,-13.0,-1.0,11.0
2026-01-26,401808980,Texas A&M-Corpus Christi Islanders,UT Rio Grande Valley Vaqueros,,,,20,25,2,45.54225,47.086,91.066140974084,-1.54375,34.0,45.0,57.0,35.0,47.0,59.0,71.437890974084,90.437890974084,111.437890974084,-15.0,-2.0,12.0
