game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401826869,2025,2025-11-07,2025-11-08 00:00:00+00:00,Purdue Boilermakers,Oakland Golden Grizzlies,87,77,35,35,52,42,False,Mackey Arena
401812786,2025,2025-11-07,2025-11-08 00:30:00+00:00,UConn Huskies,UMass Lowell River Hawks,110,47,64,17,46,30,False,PeoplesBank Arena
401822330,2025,2025-11-07,2025-11-08 00:00:00+00:00,Kentucky Wildcats,Valparaiso Beacons,107,59,58,26,49,33,False,Rupp Arena
401819899,2025,2025-11-07,2025-11-08 01:00:00+00:00,Texas Tech Red Raiders,Sam Houston Bearkats,98,77,47,37,51,40,False,United Supermarkets Arena
401813757,2025,2025-11-07,2025-11-08 03:30:00+00:00,UCLA Bruins,Pepperdine Waves,74,63,37,28,37,35,False,Pauley Pavilion
401824023,2025,2025-11-07,2025-11-08 02:00:00+00:00,Arizona Wildcats,Utah Tech Trailblazers,93,67,44,37,49,30,False,McKale Memorial Center
401823225,2025,2025-11-07,2025-11-08 01:30:00+00:00,Illinois Fighting Illini,Florida Gulf Coast Eagles,113,70,59,27,54,43,False,State Farm Center
401817263,2025,2025-11-07,2025-11-08 00:00:00+00:00,North Carolina Tar Heels,Kansas Jayhawks,87,74,29,37,58,37,False,Dean E. Smith Center
401823461,2025,2025-11-07,2025-11-08 01:30:00+00:00,Wisconsin Badgers,Northern Illinois Huskies,97,72,52,33,45,39,False,Kohl Center
401828301,2025,2025-11-07,2025-11-07 16:00:00+00:00,Delaware Blue Hens,Wilmington (DE) Wildcats,62,71,37,38,25,33,False,Bob Carpenter Center
401828911,2025,2025-11-07,2025-11-07 17:00:00+00:00,Evansville Purple Aces,Calumet Crimson Wave,92,50,44,25,48,25,False,Ford Center
401818367,2025,2025-11-07,2025-11-07 18:00:00+00:00,New Haven Chargers,Columbia Lions,53,71,18,42,35,29,False,Jeffery P. Hazell Athletics Center
401829342,2025,2025-11-07,2025-11-07 18:30:00+00:00,UTSA Roadrunners,SIU Edwardsville Cougars,60,77,29,34,31,43,False,UTSA Convocation Center
401828495,2025,2025-11-07,2025-11-07 19:00:00+00:00,Incarnate Word Cardinals,Jarvis Christian Bulldogs,104,60,48,28,56,32,False,McDermott Center
401827273,2025,2025-11-07,2025-11-07 22:00:00+00:00,Colgate Raiders,Northeastern Huskies,65,68,35,27,30,41,False,Cotterell Court
401812599,2025,2025-11-07,2025-11-07 22:00:00+00:00,Harvard Crimson,MIT Engineers,79,50,34,18,45,32,False,Lavietes Pavilion
401827449,2025,2025-11-07,2025-11-07 23:00:00+00:00,Liberty Flames,Charleston Cougars,90,75,39,34,51,41,False,Liberty Arena (VA)
401824357,2025,2025-11-07,2025-11-07 23:00:00+00:00,Northwestern Wildcats,Boston University Terriers,76,52,45,26,31,26,False,Welsh-Ryan Arena
401822724,2025,2025-11-07,2025-11-07 23:00:00+00:00,Maryland Terrapins,Georgetown Hoyas,60,70,27,32,33,38,False,XFINITY Center
401817164,2025,2025-11-07,2025-11-07 23:00:00+00:00,Rhode Island Rams,Tulsa Golden Hurricane,65,82,29,36,36,46,True,Alumni Hall (Navy)
401823426,2025,2025-11-07,2025-11-07 23:30:00+00:00,Buffalo Bulls,Green Bay Phoenix,83,76,32,28,51,48,False,Alumni Arena
401823392,2025,2025-11-07,2025-11-07 23:30:00+00:00,Ohio State Buckeyes,Purdue Fort Wayne Mastodons,94,68,45,30,49,38,False,Value City Arena
401829486,2025,2025-11-07,2025-11-08 00:00:00+00:00,Coastal Carolina Chanticleers,Virginia-Lynchburg Dragons,121,44,68,12,53,32,False,The HTC Center
401829448,2025,2025-11-07,2025-11-08 00:00:00+00:00,Stephen F. Austin Lumberjacks,Arkansas State Red Wolves,90,65,46,31,44,34,False,William R. Johnson Coliseum
401826706,2025,2025-11-07,2025-11-08 00:00:00+00:00,Florida State Seminoles,Alabama State Hornets,101,64,46,30,55,34,False,Tucker Center
401826698,2025,2025-11-07,2025-11-08 00:00:00+00:00,George Mason Patriots,Winthrop Eagles,96,90,43,47,53,43,False,EagleBank Arena
401826069,2025,2025-11-07,2025-11-08 00:00:00+00:00,Radford Highlanders,West Virginia Wesleyan Bobcats,99,61,51,27,48,34,False,The Dedmon Center
401825382,2025,2025-11-07,2025-11-08 00:00:00+00:00,West Georgia Wolves,Huntingdon College (AL) Hawks,120,83,69,34,51,49,False,The Coliseum
401825204,2025,2025-11-07,2025-11-08 00:00:00+00:00,Stetson Hatters,Fort Lauderdale Eagles,106,77,59,40,47,37,False,Edmunds Center
401824868,2025,2025-11-07,2025-11-08 00:00:00+00:00,Furman Paladins,Troy Trojans,61,64,23,36,38,28,False,Timmons Arena
401824302,2025,2025-11-07,2025-11-08 00:00:00+00:00,Iona Gaels,Hofstra Pride,81,73,44,27,37,46,False,Hynes Athletics Center
401824134,2025,2025-11-07,2025-11-08 00:00:00+00:00,Davidson Wildcats,Washington State Cougars,85,69,40,24,45,45,False,John M. Belk Arena
401823647,2025,2025-11-07,2025-11-08 00:00:00+00:00,Iowa Hawkeyes,Western Illinois Leathernecks,77,58,41,33,36,25,False,Carver-Hawkeye Arena
401823352,2025,2025-11-07,2025-11-08 00:00:00+00:00,North Alabama Lions,Lane College Dragons,90,84,39,41,51,43,False,Flowers Hall
401823009,2025,2025-11-07,2025-11-08 00:00:00+00:00,Kent State Golden Flashes,Cornell Big Red,110,102,58,55,52,47,False,M.A.C. Center
401822318,2025,2025-11-07,2025-11-08 00:00:00+00:00,Ball State Cardinals,Mansfield Mountaineers,84,54,32,28,52,26,False,Worthen Arena
401820797,2025,2025-11-07,2025-11-08 00:00:00+00:00,Charlotte 49ers,Tennessee Tech Golden Eagles,70,65,33,22,37,43,False,Halton Arena
401819843,2025,2025-11-07,2025-11-08 00:00:00+00:00,Cincinnati Bearcats,Georgia State Panthers,74,64,39,30,35,34,False,Fifth Third Arena
