game_id,home_team,away_team,date,start_time,reason,has_model_total,has_model_margin,has_cal_total,has_cal_margin,basis_total,basis_margin
401819877,Purdue Boilermakers,Iowa State Cyclones,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817235,Michigan State Spartans,Duke Blue Devils,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401824865,Georgia Tech Yellow Jackets,Monmouth Hawks,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817215,Boston College Eagles,New Haven Chargers,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817169,Providence Friars,Rhode Island Rams,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813441,Virginia Cavaliers,Dayton Flyers,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401809420,Miami Hurricanes,Southern Miss Golden Eagles,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401809081,Bucknell Bison,UMBC Retrievers,2025-12-06,2025-12-06 17:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817177,Richmond Spiders,Old Dominion Monarchs,2025-12-06,2025-12-06 17:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401831529,Wagner Seahawks,Bryant Str-Alb Bobcats,2025-12-06,2025-12-06 18:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823422,Bowling Green Falcons,Utah Valley Wolverines,2025-12-06,2025-12-06 18:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401820629,Miami (OH) RedHawks,Maine Black Bears,2025-12-06,2025-12-06 18:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817257,NC State Wolfpack,UNC Asheville Bulldogs,2025-12-06,2025-12-06 18:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401831238,Drexel Dragons,La Salle Explorers,2025-12-06,2025-12-06 19:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401830634,Western Illinois Leathernecks,Hannibal-Lagrange Trojans,2025-12-06,2025-12-06 19:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401829405,Colgate Raiders,St. John Fisher Cardinals,2025-12-06,2025-12-06 19:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
