game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,start_time_display,display_time_str,display_date
401825499,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Rutgers Scarlet Knights,Nebraska Cornhuskers,0,0,,,,,False,Jersey Mike’s Arena,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401820728,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Virginia Cavaliers,Syracuse Orange,0,0,,,,,False,John Paul Jones Arena,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401808222,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Mississippi State Bulldogs,Arkansas Razorbacks,0,0,,,,,False,Humphrey Coliseum,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401820729,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Wake Forest Demon Deacons,Louisville Cardinals,0,0,,,,,False,LJVM Coliseum,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401828214,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,East Carolina Pirates,Temple Owls,0,0,,,,,False,Minges Coliseum,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401826822,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Army Black Knights,Lafayette Leopards,0,0,,,,,False,Christl Arena,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401825497,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Indiana Hoosiers,Wisconsin Badgers,0,0,,,,,False,Simon Skjodt Assembly Hall,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401822934,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Georgetown Hoyas,Villanova Wildcats,0,0,,,,,False,Capital One Arena,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401820723,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,NC State Wolfpack,Virginia Tech Hokies,0,0,,,,,False,Lenovo Center,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401812055,2026,2026-02-07,2026-02-07 17:00:00+00:00,2026-02-07 11:00,CST,Elon Phoenix,Drexel Dragons,0,0,,,,,False,Schar Center,2026-02-07T17:00:00Z,2026-02-07 11:00 CST,2026-02-07 11:00 CST,2026-02-07
401825498,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,Purdue Boilermakers,Oregon Ducks,0,0,,,,,False,Mackey Arena,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401845838,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,Coastal Carolina Chanticleers,Massachusetts Minutemen,0,0,,,,,False,The HTC Center,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401845836,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,App State Mountaineers,Eastern Michigan Eagles,0,0,,,,,False,Holmes Convocation Center,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401822349,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,New Haven Chargers,Chicago State Cougars,0,0,,,,,False,Jeffery P. Hazell Athletics Center,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401820203,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,Boston University Terriers,Loyola Maryland Greyhounds,0,0,,,,,False,Case Gym,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401812415,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,Central Connecticut Blue Devils,Wagner Seahawks,0,0,,,,,False,Detrick Gymnasium,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401812344,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,Le Moyne Dolphins,Saint Francis Red Flash,0,0,,,,,False,Ted Grant Court,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401809361,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,VMI Keydets,East Tennessee State Buccaneers,0,0,,,,,False,Cameron Hall,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401808223,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,South Carolina Gamecocks,Missouri Tigers,0,0,,,,,False,Colonial Life Arena,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401804920,2026,2026-02-07,2026-02-07 18:00:00+00:00,2026-02-07 12:00,CST,Delaware Blue Hens,Middle Tennessee Blue Raiders,0,0,,,,,False,Bob Carpenter Center,2026-02-07T18:00:00Z,2026-02-07 12:00 CST,2026-02-07 12:00 CST,2026-02-07
401812149,2026,2026-02-07,2026-02-07 18:30:00+00:00,2026-02-07 12:30,CST,Vermont Catamounts,New Hampshire Wildcats,0,0,,,,,False,Patrick Gymnasium,2026-02-07T18:30:00Z,2026-02-07 12:30 CST,2026-02-07 12:30 CST,2026-02-07
401827668,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Iowa State Cyclones,Baylor Bears,0,0,,,,,False,Hilton Coliseum,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401845839,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Georgia State Panthers,Northern Illinois Huskies,0,0,,,,,False,GSU Convocation Center,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401828419,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Rhode Island Rams,Richmond Spiders,0,0,,,,,False,Thomas M. Ryan Center,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401828417,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Duquesne Dukes,George Washington Revolutionaries,0,0,,,,,False,UPMC Cooper Fieldhouse,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401828415,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Fordham Rams,St. Bonaventure Bonnies,0,0,,,,,False,Rose Hill Gym,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401828215,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,UTSA Roadrunners,North Texas Mean Green,0,0,,,,,False,UTSA Convocation Center,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401827670,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,TCU Horned Frogs,Kansas State Wildcats,0,0,,,,,False,Schollmaier Arena,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401824392,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Holy Cross Crusaders,Lehigh Mountain Hawks,0,0,,,,,False,Hart Center,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401823940,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Winthrop Eagles,Longwood Lancers,0,0,,,,,False,Winthrop Coliseum,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
401823939,2026,2026-02-07,2026-02-07 19:00:00+00:00,2026-02-07 13:00,CST,Presbyterian Blue Hose,Gardner-Webb Runnin' Bulldogs,0,0,,,,,False,Templeton Center,2026-02-07T19:00:00Z,2026-02-07 13:00 CST,2026-02-07 13:00 CST,2026-02-07
