game_id,home_team,away_team,pred_total,pred_margin,market_total
401820602,Akron Zips,Murray State Racers,142.36622619628906,-3.059774875640869,
401827196,Alabama A&M Bulldogs,Arkansas Baptist Buffaloes,142.0681610107422,5.537998676300049,
401812266,Alabama Crimson Tide,Arizona Wildcats,142.8813934326172,3.169989109039306,
401819821,Santa Clara Broncos,Arizona State Sun Devils,142.69158935546875,0.8748130798339844,
401826789,Arkansas Razorbacks,Texas Tech Red Raiders,67.551229095459,2.597355079650879,
401826810,Rice Owls,Arkansas State Red Wolves,141.87835693359375,3.2428224086761475,
401823481,Auburn Tigers,Chattanooga Mocs,143.1525421142578,6.448811531066895,
401823221,Bellarmine Knights,Northern Kentucky Norse,141.74278259277344,1.603410720825195,
401830198,Belmont Bruins,UIC Flames,141.93258666992188,3.898587226867676,
401826834,Tennessee Tech Golden Eagles,Bethel (TN) Wildcats,142.71890258789062,13.407175064086914,
401812651,Binghamton Bearcats,Central Connecticut Blue Devils,141.3903045654297,-2.6590590476989746,
401827072,Winthrop Eagles,Bob Jones Bruins,143.09849548339844,17.997526168823242,
401824362,Dartmouth Big Green,Boston University Terriers,142.2037353515625,7.177410125732422,
401813325,Bryant Bulldogs,Marist Red Foxes,140.894165242513,0.0080682023366291,
401822867,Butler Bulldogs,Providence Friars,141.93258666992188,3.898587226867676,
401819838,BYU Cougars,UC Riverside Highlanders,142.31219482421875,8.48893928527832,
401826090,Oregon Ducks,UC Davis Aggies,136.97027893066405,15.281992340087893,
401817226,California Golden Bears,Northwestern State Demons,142.09527587890625,5.865880966186523,
401812631,Delaware Blue Hens,Cal State Northridge Matadors,141.25473022460938,-4.2984700202941895,
401823739,Cal State Bakersfield Roadrunners,Pepperdine Waves,141.93258666992188,3.898587226867676,
401823176,Denver Pioneers,Cal State Fullerton Titans,141.33607482910156,-3.314823627471924,
401813355,Maine Black Bears,Canisius Golden Griffins,141.11915588378906,-5.937881946563721,
401824940,Vanderbilt Commodores,Central Arkansas Bears,142.14950561523438,6.521645545959473,
401823457,Stony Brook Seawolves,Central Michigan Chippewas,142.47486877441406,10.456232070922852,
401819848,Georgia Bulldogs,Cincinnati Bearcats,143.28811645507812,8.088224411010742,
401829424,South Carolina Gamecocks,The Citadel Bulldogs,135.24954833984376,8.480615425109864,
401812924,Clemson Tigers,Mercer Bears,142.04104614257812,5.210116386413574,
401823790,Grand Canyon Lopes,Coastal Carolina Chanticleers,142.42063903808594,9.80046844482422,
401819868,Colorado Buffaloes,UTSA Roadrunners,142.50198364257812,10.784114837646484,
401819896,Creighton Bluejays,Kansas State Wildcats,91.24653778076171,1.5981879234313965,
401820215,Davidson Wildcats,Mercyhurst Lakers,142.7460174560547,13.735055923461914,
401813442,Dayton Flyers,North Florida Ospreys,143.49746643066405,10.48267422993978,
401827055,Longwood Lancers,Delaware State Hornets,141.71566772460938,1.275528907775879,
401825575,Wichita State Shockers,DePaul Blue Demons,136.2438751220703,2.8536259651184084,
401828910,Drake Bulldogs,North Dakota State Bison,141.71566772460938,1.275528907775879,
401813454,Nevada Wolf Pack,Duquesne Dukes,144.17859497070313,2.7591755867004397,
401828548,Eastern Kentucky Colonels,Miami (OH) RedHawks,141.58010864257812,-0.3638825416564941,
401828528,Oral Roberts Golden Eagles,Ecclesia Royals,143.0442657470703,17.341760635375977,
401823466,Elon Phoenix,Northern Illinois Huskies,142.01393127441406,4.8822340965271,
401817439,Notre Dame Fighting Irish,Evansville Purple Aces,142.50198364257812,10.784114837646484,
401826795,Florida Atlantic Owls,UAlbany Great Danes,142.55621337890625,11.43988037109375,
401817151,Florida Gators,George Washington Revolutionaries,68.53051948547363,3.566470193862915,
401826711,Florida State Seminoles,Massachusetts Minutemen,115.095849609375,1.112870073318481,
401822170,Fordham Rams,Manhattan Jaspers,142.63755798339844,12.423526763916016,
401826925,Portland State Vikings,George Fox Bruins,143.0442657470703,17.341760635375977,
401826704,George Mason Patriots,Old Dominion Monarchs,142.2973876953125,7.052326838175455,
401822727,Georgetown Hoyas,Saint Peter's Peacocks,143.05987854003905,9.575258827209472,
401825389,West Georgia Wolves,Georgia Southern Eagles,141.6885528564453,0.947646141052246,
401828313,Georgia State Panthers,Jacksonville State Gamecocks,141.95970153808594,4.226469039916992,
401813763,Gonzaga Bulldogs,UCLA Bruins,161.68341064453125,2.499701976776123,
401827524,Howard Bison,Hampton Pirates,142.8813934326172,3.169989109039306,
401824902,Hawai'i Rainbow Warriors,UTEP Miners,142.237060546875,1.349905014038086,
401817483,Syracuse Orange,Hofstra Pride,141.82412719726562,2.5870578289031982,
401808901,Houston Cougars,New Orleans Privateers,142.9900360107422,16.685997009277344,
401808953,Houston Christian Huskies,SE Louisiana Lions,141.7698974609375,1.931293249130249,
401825407,Illinois Fighting Illini,Nebraska Cornhuskers,91.63499069213869,5.503180694580077,
401813261,Utah State Aggies,Illinois State Redbirds,142.90850830078125,3.497871398925781,
401827208,Kentucky Wildcats,Indiana Hoosiers,142.17662048339844,6.849527359008789,
401824309,St. John's Red Storm,Iona Gaels,92.2475341796875,10.671228790283203,
401826935,Northwestern Wildcats,Jackson State Tigers,142.93582153320312,16.030231475830078,
401824029,Utah Tech Trailblazers,Justice College Lions,142.71890258789062,13.407175064086914,
401817259,NC State Wolfpack,Kansas Jayhawks,141.82412719726562,2.5870578289031982,
401829452,Kansas City Roos,Spurgeon College Knights,142.5833282470703,11.767762184143066,
401812361,Long Island University Sharks,La Salle Explorers,142.1223907470703,6.19376277923584,
401826903,Louisiana Tech Bulldogs,Louisiana Ragin' Cajuns,142.42063903808594,9.80046844482422,
401817461,LSU Tigers,SMU Mustangs,143.17965698242188,6.776694297790527,
401817247,Louisville Cardinals,Memphis Tigers,142.55621337890625,11.43988037109375,
401813404,Loyola Maryland Greyhounds,Mount St. Mary's Mountaineers,141.6343231201172,0.2918813228607178,
401823028,Purdue Boilermakers,Marquette Golden Eagles,82.87001724243164,9.238180923461917,
401823412,Marshall Thundering Herd,Wright State Raiders,142.02453674316405,3.356014070510864,
401825408,Maryland Terrapins,Michigan Wolverines,89.01198883056641,5.977714729309082,
401809421,Miami Hurricanes,UL Monroe Warhawks,137.22901000976563,13.446039581298828,
401825409,Penn State Nittany Lions,Michigan State Spartans,141.74278259277344,1.603410720825195,
401827259,Ole Miss Rebels,Southern Miss Golden Eagles,142.8813934326172,3.169989109039306,
401819912,Mississippi State Bulldogs,Utah Utes,130.7443084716797,9.386262016296389,
