game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-23:alabama_st_hornets:siu_edwardsville_cougars,SIU-Edwardsville Cougars,Alabama St Hornets,141.5,-3.5,,
2025-11-23:alcorn_st_braves:oklahoma_sooners,Oklahoma Sooners,Alcorn St Braves,163.0,-30.0,,
2025-11-23:arkansas_pine_bluff_golden_lions:miami_oh_redhawks,Miami (OH) RedHawks,Arkansas-Pine Bluff Golden Lions,160.5,-22.0,,
2025-11-23:brown_bears:maine_black_bears,Maine Black Bears,Brown Bears,126.0,1.5,,
2025-11-23:bryant_bulldogs:uconn_huskies,UConn Huskies,Bryant Bulldogs,143.5,-34.5,,
2025-11-23:butler_bulldogs:virginia_cavaliers,Virginia Cavaliers,Butler Bulldogs,155.5,-7.0,,
2025-11-23:clemson_tigers:georgia_bulldogs,Georgia Bulldogs,Clemson Tigers,157.5,2.5,,
2025-11-23:coastal_carolina_chanticleers:illinois_st_redbirds,Illinois St Redbirds,Coastal Carolina Chanticleers,146.5,-38.5,,
2025-11-23:delaware_blue_hens:southern_illinois_salukis,Southern Illinois Salukis,Delaware Blue Hens,159.5,-6.5,,
2025-11-23:delaware_st_hornets:miami_hurricanes,Miami Hurricanes,Delaware St Hornets,151.75,-34.5,,
2025-11-23:detroit_mercy_titans:depaul_blue_demons,DePaul Blue Demons,Detroit Mercy Titans,149.5,-20.0,,
2025-11-23:eastern_washington_eagles:central_arkansas_bears,Central Arkansas Bears,Eastern Washington Eagles,156.5,6.5,,
2025-11-23:gw_revolutionaries:mcneese_cowboys,McNeese Cowboys,GW Revolutionaries,153.0,5.5,,
2025-11-23:howard_bison:duke_blue_devils,Duke Blue Devils,Howard Bison,150.5,-39.5,,
2025-11-23:iupui_jaguars:air_force_falcons,Air Force Falcons,IUPUI Jaguars,183.5,-4.5,,
2025-11-23:lamar_cardinals:montana_grizzlies,Montana Grizzlies,Lamar Cardinals,151.0,-6.0,,
2025-11-23:longwood_lancers:columbia_lions,Columbia Lions,Longwood Lancers,151.5,-4.5,,
2025-11-23:mt_st_mary_s_mountaineers:western_michigan_broncos,Western Michigan Broncos,Mt. St. Mary's Mountaineers,151.5,-1.0,,
2025-11-23:norfolk_st_spartans:wyoming_cowboys,Wyoming Cowboys,Norfolk St Spartans,139.5,-10.5,,
2025-11-23:northern_iowa_panthers:uc_irvine_anteaters,UC Irvine Anteaters,Northern Iowa Panthers,132.5,3.5,,
2025-11-23:northwestern_wildcats:south_carolina_gamecocks,South Carolina Gamecocks,Northwestern Wildcats,139.5,6.0,,
2025-11-23:old_dominion_monarchs:drexel_dragons,Drexel Dragons,Old Dominion Monarchs,142.5,-3.0,,
2025-11-23:queens_university_royals:furman_paladins,Furman Paladins,Queens University Royals,158.75,-6.75,,
2025-11-23:quinnipiac_bobcats:pittsburgh_panthers,Pittsburgh Panthers,Quinnipiac Bobcats,142.5,-13.0,,
2025-11-23:robert_morris_colonials:monmouth_hawks,Monmouth Hawks,Robert Morris Colonials,149.0,-3.5,,
2025-11-23:south_carolina_st_bulldogs:south_dakota_coyotes,South Dakota Coyotes,South Carolina St Bulldogs,163.5,-11.5,,
2025-11-23:st_thomas_mn_tommies:portland_pilots,Portland Pilots,St. Thomas (MN) Tommies,154.5,7.5,,
2025-11-23:tenn_martin_skyhawks:southern_miss_golden_eagles,Southern Miss Golden Eagles,Tenn-Martin Skyhawks,139.5,-13.5,,
2025-11-23:tulane_green_wave:boston_college_eagles,Boston College Eagles,Tulane Green Wave,140.75,-3.0,,
2025-11-23:ut_arlington_mavericks:weber_state_wildcats,Weber State Wildcats,UT-Arlington Mavericks,145.5,1.5,,
2025-11-23:west_georgia_wolves:georgia_tech_yellow_jackets,Georgia Tech Yellow Jackets,West Georgia Wolves,144.5,-17.0,,
2025-11-23:west_virginia_mountaineers:xavier_musketeers,Xavier Musketeers,West Virginia Mountaineers,140.5,6.5,,
2025-11-23:yale_bulldogs:charleston_cougars,Charleston Cougars,Yale Bulldogs,152.75,7.5,,
2025-11-23:youngstown_st_penguins:unc_greensboro_spartans,UNC Greensboro Spartans,Youngstown St Penguins,155.5,5.5,,
