game_id,date,home_team,away_team,home_score,away_score,home_possessions,away_possessions,pace,home_efg,home_tov_rate,home_orb_rate,home_ftr,away_efg,away_tov_rate,away_orb_rate,away_ftr,home_score_1h,away_score_1h,home_score_2h,away_score_2h
401813761,,UCLA Bruins,Presbyterian Blue Hose,,,0.0,0.0,0.0,,,,,,,,,,,,
401813762,,California Golden Bears,UCLA Bruins,,,0.0,0.0,0.0,,,,,,,,,,,,
401813763,,Gonzaga Bulldogs,UCLA Bruins,,,0.0,0.0,0.0,,,,,,,,,,,,
401817132,,Notre Dame Fighting Irish,Detroit Mercy Titans,,,0.0,0.0,0.0,,,,,,,,,,,,
401817141,,George Washington Revolutionaries,Maine Black Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401817142,,George Washington Revolutionaries,South Florida Bulls,,,0.0,0.0,0.0,,,,,,,,,,,,
401817143,,George Washington Revolutionaries,American University Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817144,,George Washington Revolutionaries,Old Dominion Monarchs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817145,,George Washington Revolutionaries,UMBC Retrievers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817146,,Middle Tennessee Blue Raiders,George Washington Revolutionaries,,,0.0,0.0,0.0,,,,,,,,,,,,
401817147,,George Washington Revolutionaries,Murray State Racers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817148,,Army Black Knights,George Washington Revolutionaries,,,0.0,0.0,0.0,,,,,,,,,,,,
401817149,,George Washington Revolutionaries,William & Mary Tribe,,,0.0,0.0,0.0,,,,,,,,,,,,
401817150,,George Washington Revolutionaries,Delaware Blue Hens,,,0.0,0.0,0.0,,,,,,,,,,,,
401817151,,Florida Gators,George Washington Revolutionaries,,,0.0,0.0,0.0,,,,,,,,,,,,
401817153,,Loyola Chicago Ramblers,Cleveland State Vikings,,,0.0,0.0,0.0,,,,,,,,,,,,
401817154,,Loyola Chicago Ramblers,Mercyhurst Lakers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817155,,Wichita State Shockers,Loyola Chicago Ramblers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817156,,Loyola Chicago Ramblers,Colorado State Rams,,,0.0,0.0,0.0,,,,,,,,,,,,
401817157,,Loyola Chicago Ramblers,Northern Illinois Huskies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817158,,Loyola Chicago Ramblers,Northern Iowa Panthers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817159,,Loyola Chicago Ramblers,Central Michigan Chippewas,,,0.0,0.0,0.0,,,,,,,,,,,,
401817160,,Loyola Chicago Ramblers,Princeton Tigers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817163,,Rhode Island Rams,Stetson Hatters,,,0.0,0.0,0.0,,,,,,,,,,,,
401817164,,Rhode Island Rams,Tulsa Golden Hurricane,,,0.0,0.0,0.0,,,,,,,,,,,,
401817165,,Rhode Island Rams,Stonehill Skyhawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817166,,Rhode Island Rams,UAlbany Great Danes,,,0.0,0.0,0.0,,,,,,,,,,,,
401817167,,Yale Bulldogs,Rhode Island Rams,,,0.0,0.0,0.0,,,,,,,,,,,,
401817168,,Rhode Island Rams,Brown Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401817169,,Providence Friars,Rhode Island Rams,,,0.0,0.0,0.0,,,,,,,,,,,,
401817170,,Rhode Island Rams,McNeese Cowboys,,,0.0,0.0,0.0,,,,,,,,,,,,
401817172,,Richmond Spiders,Southern Virginia Knights,,,0.0,0.0,0.0,,,,,,,,,,,,
401817173,,Richmond Spiders,East Carolina Pirates,,,0.0,0.0,0.0,,,,,,,,,,,,
401817174,,Richmond Spiders,William & Mary Tribe,,,0.0,0.0,0.0,,,,,,,,,,,,
401817175,,Richmond Spiders,VMI Keydets,,,0.0,0.0,0.0,,,,,,,,,,,,
401817176,,Richmond Spiders,Gardner-Webb Runnin' Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817177,,Richmond Spiders,Old Dominion Monarchs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817178,,Richmond Spiders,Southern Illinois Salukis,,,0.0,0.0,0.0,,,,,,,,,,,,
401817182,,Saint Louis Billikens,Southeast Missouri State Redhawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817183,,Saint Louis Billikens,Chicago State Cougars,,,0.0,0.0,0.0,,,,,,,,,,,,
401817184,,Saint Louis Billikens,Lindenwood Lions,,,0.0,0.0,0.0,,,,,,,,,,,,
401817185,,Saint Louis Billikens,Grand Canyon Lopes,,,0.0,0.0,0.0,,,,,,,,,,,,
401817186,,Saint Louis Billikens,Purdue Fort Wayne Mastodons,,,0.0,0.0,0.0,,,,,,,,,,,,
401817187,,Saint Louis Billikens,Santa Clara Broncos,,,0.0,0.0,0.0,,,,,,,,,,,,
401817188,,Loyola Marymount Lions,Saint Louis Billikens,,,0.0,0.0,0.0,,,,,,,,,,,,
401817189,,Saint Louis Billikens,Central Michigan Chippewas,,,0.0,0.0,0.0,,,,,,,,,,,,
401817190,,Saint Louis Billikens,San Francisco Dons,,,0.0,0.0,0.0,,,,,,,,,,,,
401817194,,St. Bonaventure Bonnies,Bradley Braves,,,0.0,0.0,0.0,,,,,,,,,,,,
401817195,,St. Bonaventure Bonnies,Siena Saints,,,0.0,0.0,0.0,,,,,,,,,,,,
401817196,,St. Bonaventure Bonnies,Youngstown State Penguins,,,0.0,0.0,0.0,,,,,,,,,,,,
401817197,,St. Bonaventure Bonnies,Robert Morris Colonials,,,0.0,0.0,0.0,,,,,,,,,,,,
401817198,,North Carolina Tar Heels,St. Bonaventure Bonnies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817199,,East Carolina Pirates,St. Bonaventure Bonnies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817200,,Florida Atlantic Owls,St. Bonaventure Bonnies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817201,,St. Bonaventure Bonnies,Bloomsburg Huskies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817202,,Buffalo Bulls,St. Bonaventure Bonnies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817203,,St. Bonaventure Bonnies,Colgate Raiders,,,0.0,0.0,0.0,,,,,,,,,,,,
401817204,,Ohio Bobcats,St. Bonaventure Bonnies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817211,,Florida Atlantic Owls,Boston College Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817212,,Boston College Eagles,The Citadel Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817213,,Temple Owls,Boston College Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817214,,Boston College Eagles,Hampton Pirates,,,0.0,0.0,0.0,,,,,,,,,,,,
401817215,,Boston College Eagles,New Haven Chargers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817216,,Boston College Eagles,Massachusetts Minutemen,,,0.0,0.0,0.0,,,,,,,,,,,,
401817218,,California Golden Bears,Cal State Bakersfield Roadrunners,,,0.0,0.0,0.0,,,,,,,,,,,,
401817219,,California Golden Bears,Wright State Raiders,,,0.0,0.0,0.0,,,,,,,,,,,,
401817220,,California Golden Bears,Cal State Fullerton Titans,,,0.0,0.0,0.0,,,,,,,,,,,,
401817221,,Kansas State Wildcats,California Golden Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401817222,,California Golden Bears,Presbyterian Blue Hose,,,0.0,0.0,0.0,,,,,,,,,,,,
401817223,,California Golden Bears,Sacramento State Hornets,,,0.0,0.0,0.0,,,,,,,,,,,,
401817224,,California Golden Bears,Utah Utes,,,0.0,0.0,0.0,,,,,,,,,,,,
401817225,,California Golden Bears,Pacific Tigers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817226,,California Golden Bears,Northwestern State Demons,,,0.0,0.0,0.0,,,,,,,,,,,,
401817228,,Duke Blue Devils,Texas Longhorns,,,0.0,0.0,0.0,,,,,,,,,,,,
401817229,,Duke Blue Devils,Western Carolina Catamounts,,,0.0,0.0,0.0,,,,,,,,,,,,
401817230,,Army Black Knights,Duke Blue Devils,,,0.0,0.0,0.0,,,,,,,,,,,,
401817231,,Duke Blue Devils,Indiana State Sycamores,,,0.0,0.0,0.0,,,,,,,,,,,,
401817232,,Duke Blue Devils,Kansas Jayhawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817233,,Duke Blue Devils,Howard Bison,,,0.0,0.0,0.0,,,,,,,,,,,,
401817234,,Arkansas Razorbacks,Duke Blue Devils,,,0.0,0.0,0.0,,,,,,,,,,,,
401817235,,Michigan State Spartans,Duke Blue Devils,,,0.0,0.0,0.0,,,,,,,,,,,,
401817239,,Louisville Cardinals,South Carolina State Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817240,,Louisville Cardinals,Jackson State Tigers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817241,,Louisville Cardinals,Kentucky Wildcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401817242,,Louisville Cardinals,Ohio Bobcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401817243,,Cincinnati Bearcats,Louisville Cardinals,,,0.0,0.0,0.0,,,,,,,,,,,,
401817244,,Louisville Cardinals,Eastern Michigan Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817245,,Louisville Cardinals,NJIT Highlanders,,,0.0,0.0,0.0,,,,,,,,,,,,
401817246,,Louisville Cardinals,Indiana Hoosiers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817247,,Louisville Cardinals,Memphis Tigers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817252,,NC State Wolfpack,North Carolina Central Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817253,,NC State Wolfpack,UAB Blazers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817254,,NC State Wolfpack,UNC Greensboro Spartans,,,0.0,0.0,0.0,,,,,,,,,,,,
401817255,,NC State Wolfpack,VCU Rams,,,0.0,0.0,0.0,,,,,,,,,,,,
401817256,,NC State Wolfpack,Seton Hall Pirates,,,0.0,0.0,0.0,,,,,,,,,,,,
401817257,,NC State Wolfpack,UNC Asheville Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817258,,NC State Wolfpack,Liberty Flames,,,0.0,0.0,0.0,,,,,,,,,,,,
401817259,,NC State Wolfpack,Kansas Jayhawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817262,,North Carolina Tar Heels,Central Arkansas Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401817263,,North Carolina Tar Heels,Kansas Jayhawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817264,,North Carolina Tar Heels,Radford Highlanders,,,0.0,0.0,0.0,,,,,,,,,,,,
401817265,,North Carolina Tar Heels,North Carolina Central Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817266,,North Carolina Tar Heels,Navy Midshipmen,,,0.0,0.0,0.0,,,,,,,,,,,,
401817267,,North Carolina Tar Heels,Michigan State Spartans,,,0.0,0.0,0.0,,,,,,,,,,,,
401817268,,North Carolina Tar Heels,Georgetown Hoyas,,,0.0,0.0,0.0,,,,,,,,,,,,
401817269,,North Carolina Tar Heels,South Carolina Upstate Spartans,,,0.0,0.0,0.0,,,,,,,,,,,,
401817433,,Notre Dame Fighting Irish,Eastern Illinois Panthers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817434,,Ohio State Buckeyes,Notre Dame Fighting Irish,,,0.0,0.0,0.0,,,,,,,,,,,,
401817435,,Notre Dame Fighting Irish,Bellarmine Knights,,,0.0,0.0,0.0,,,,,,,,,,,,
401817436,,Kansas Jayhawks,Notre Dame Fighting Irish,,,0.0,0.0,0.0,,,,,,,,,,,,
401817437,,Notre Dame Fighting Irish,Rutgers Scarlet Knights,,,0.0,0.0,0.0,,,,,,,,,,,,
401817438,,Notre Dame Fighting Irish,Idaho Vandals,,,0.0,0.0,0.0,,,,,,,,,,,,
401817439,,Notre Dame Fighting Irish,Evansville Purple Aces,,,0.0,0.0,0.0,,,,,,,,,,,,
401817441,,Pittsburgh Panthers,Youngstown State Penguins,,,0.0,0.0,0.0,,,,,,,,,,,,
401817442,,Pittsburgh Panthers,Longwood Lancers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817443,,Pittsburgh Panthers,Eastern Michigan Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817444,,West Virginia Mountaineers,Pittsburgh Panthers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817445,,UCF Knights,Pittsburgh Panthers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817446,,Pittsburgh Panthers,Quinnipiac Bobcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401817447,,Pittsburgh Panthers,Ohio State Buckeyes,,,0.0,0.0,0.0,,,,,,,,,,,,
401817448,,Pittsburgh Panthers,Hofstra Pride,,,0.0,0.0,0.0,,,,,,,,,,,,
401817449,,Villanova Wildcats,Pittsburgh Panthers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817452,,SMU Mustangs,Tarleton State Texans,,,0.0,0.0,0.0,,,,,,,,,,,,
401817453,,SMU Mustangs,Texas A&M-Corpus Christi Islanders,,,0.0,0.0,0.0,,,,,,,,,,,,
401817454,,SMU Mustangs,Murray State Racers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817455,,SMU Mustangs,Butler Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817456,,SMU Mustangs,Arkansas-Pine Bluff Golden Lions,,,0.0,0.0,0.0,,,,,,,,,,,,
401817457,,SMU Mustangs,Arkansas State Red Wolves,,,0.0,0.0,0.0,,,,,,,,,,,,
401817458,,SMU Mustangs,Radford Highlanders,,,0.0,0.0,0.0,,,,,,,,,,,,
401817459,,Mississippi State Bulldogs,SMU Mustangs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817460,,SMU Mustangs,Texas A&M Aggies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817461,,LSU Tigers,SMU Mustangs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817464,,Stanford Cardinal,Portland State Vikings,,,0.0,0.0,0.0,,,,,,,,,,,,
401817465,,Stanford Cardinal,Montana Grizzlies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817466,,Stanford Cardinal,Montana State Bobcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401817467,,Stanford Cardinal,Louisiana Ragin' Cajuns,,,0.0,0.0,0.0,,,,,,,,,,,,
401817468,,Stanford Cardinal,Seattle U Redhawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817469,,Minnesota Golden Gophers,Stanford Cardinal,,,0.0,0.0,0.0,,,,,,,,,,,,
401817470,,Stanford Cardinal,Portland Pilots,,,0.0,0.0,0.0,,,,,,,,,,,,
401817471,,Stanford Cardinal,UNLV Rebels,,,0.0,0.0,0.0,,,,,,,,,,,,
401817472,,San José State Spartans,Stanford Cardinal,,,0.0,0.0,0.0,,,,,,,,,,,,
401817476,,Syracuse Orange,Binghamton Bearcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401817477,,Syracuse Orange,Delaware State Hornets,,,0.0,0.0,0.0,,,,,,,,,,,,
401817478,,Syracuse Orange,Drexel Dragons,,,0.0,0.0,0.0,,,,,,,,,,,,
401817479,,Syracuse Orange,Monmouth Hawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817480,,Syracuse Orange,Saint Joseph's Hawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817481,,Houston Cougars,Syracuse Orange,,,0.0,0.0,0.0,,,,,,,,,,,,
401817482,,Kansas Jayhawks,Syracuse Orange,,,0.0,0.0,0.0,,,,,,,,,,,,
401817483,,Syracuse Orange,Hofstra Pride,,,0.0,0.0,0.0,,,,,,,,,,,,
401817487,,Virginia Cavaliers,North Carolina Central Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817488,,Virginia Cavaliers,Hampton Pirates,,,0.0,0.0,0.0,,,,,,,,,,,,
401817489,,Virginia Cavaliers,Marshall Thundering Herd,,,0.0,0.0,0.0,,,,,,,,,,,,
401817490,,Virginia Cavaliers,Northwestern Wildcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401817491,,Virginia Cavaliers,Butler Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817492,,Virginia Cavaliers,Queens University Royals,,,0.0,0.0,0.0,,,,,,,,,,,,
401817501,,Detroit Mercy Titans,IU Indianapolis Jaguars,,,0.0,0.0,0.0,,,,,,,,,,,,
401817502,,Oakland Golden Grizzlies,Purdue Fort Wayne Mastodons,,,0.0,0.0,0.0,,,,,,,,,,,,
401817503,,Youngstown State Penguins,Wright State Raiders,,,0.0,0.0,0.0,,,,,,,,,,,,
401817504,,Northern Kentucky Norse,Cleveland State Vikings,,,0.0,0.0,0.0,,,,,,,,,,,,
401817505,,Green Bay Phoenix,Robert Morris Colonials,,,0.0,0.0,0.0,,,,,,,,,,,,
401817506,,Purdue Fort Wayne Mastodons,Northern Kentucky Norse,,,0.0,0.0,0.0,,,,,,,,,,,,
401817507,,Cleveland State Vikings,Detroit Mercy Titans,,,0.0,0.0,0.0,,,,,,,,,,,,
401817508,,IU Indianapolis Jaguars,Youngstown State Penguins,,,0.0,0.0,0.0,,,,,,,,,,,,
401817509,,Milwaukee Panthers,Robert Morris Colonials,,,0.0,0.0,0.0,,,,,,,,,,,,
401817510,,Wright State Raiders,Green Bay Phoenix,,,0.0,0.0,0.0,,,,,,,,,,,,
401817511,,IU Indianapolis Jaguars,Green Bay Phoenix,,,0.0,0.0,0.0,,,,,,,,,,,,
401817513,,Virginia Cavaliers,Maryland Eastern Shore Hawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817517,,Virginia Tech Hokies,Charleston Southern Buccaneers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817518,,Virginia Tech Hokies,Providence Friars,,,0.0,0.0,0.0,,,,,,,,,,,,
401817519,,Virginia Tech Hokies,Saint Joseph's Hawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817520,,Virginia Tech Hokies,Charlotte 49ers,,,0.0,0.0,0.0,,,,,,,,,,,,
401817521,,Virginia Tech Hokies,Bryant Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401817522,,Colorado State Rams,Virginia Tech Hokies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817523,,Virginia Tech Hokies,George Mason Patriots,,,0.0,0.0,0.0,,,,,,,,,,,,
401817524,,Virginia Tech Hokies,Western Carolina Catamounts,,,0.0,0.0,0.0,,,,,,,,,,,,
401817527,,Wake Forest Demon Deacons,American University Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817528,,Wake Forest Demon Deacons,Morehead State Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401817529,,Michigan Wolverines,Wake Forest Demon Deacons,,,0.0,0.0,0.0,,,,,,,,,,,,
401817530,,Wake Forest Demon Deacons,UMass Lowell River Hawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401817531,,Texas Tech Red Raiders,Wake Forest Demon Deacons,,,0.0,0.0,0.0,,,,,,,,,,,,
401817532,,Wake Forest Demon Deacons,Campbell Fighting Camels,,,0.0,0.0,0.0,,,,,,,,,,,,
401817533,,Wake Forest Demon Deacons,Northeastern Huskies,,,0.0,0.0,0.0,,,,,,,,,,,,
401817534,,West Virginia Mountaineers,Wake Forest Demon Deacons,,,0.0,0.0,0.0,,,,,,,,,,,,
401818298,,Navy Midshipmen,Yale Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401818299,,Quinnipiac Bobcats,Yale Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401818300,,Yale Bulldogs,Stony Brook Seawolves,,,0.0,0.0,0.0,,,,,,,,,,,,
401818301,,Yale Bulldogs,Green Bay Phoenix,,,0.0,0.0,0.0,,,,,,,,,,,,
401818302,,Vermont Catamounts,Yale Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401818303,,Yale Bulldogs,SUNY-Maritime Privateers,,,0.0,0.0,0.0,,,,,,,,,,,,
401818304,,Yale Bulldogs,Brandeis Judges,,,0.0,0.0,0.0,,,,,,,,,,,,
401818305,,Yale Bulldogs,UIC Flames,,,0.0,0.0,0.0,,,,,,,,,,,,
401818306,,Yale Bulldogs,UAlbany Great Danes,,,0.0,0.0,0.0,,,,,,,,,,,,
401818367,,New Haven Chargers,Columbia Lions,,,0.0,0.0,0.0,,,,,,,,,,,,
401818368,,Columbia Lions,UMass Lowell River Hawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401818369,,Columbia Lions,Boston University Terriers,,,0.0,0.0,0.0,,,,,,,,,,,,
401818370,,Lehigh Mountain Hawks,Columbia Lions,,,0.0,0.0,0.0,,,,,,,,,,,,
401818371,,Columbia Lions,Longwood Lancers,,,0.0,0.0,0.0,,,,,,,,,,,,
401818372,,Fairfield Stags,Columbia Lions,,,0.0,0.0,0.0,,,,,,,,,,,,
401818533,,Columbia Lions,Sarah Lawrence Gryphons,,,0.0,0.0,0.0,,,,,,,,,,,,
401818534,,Columbia Lions,Hofstra Pride,,,0.0,0.0,0.0,,,,,,,,,,,,
401818535,,Columbia Lions,UAlbany Great Danes,,,0.0,0.0,0.0,,,,,,,,,,,,
401818536,,Stony Brook Seawolves,Columbia Lions,,,0.0,0.0,0.0,,,,,,,,,,,,
401818547,,Brown Bears,Siena Saints,,,0.0,0.0,0.0,,,,,,,,,,,,
401818548,,Brown Bears,Vermont Catamounts,,,0.0,0.0,0.0,,,,,,,,,,,,
401818549,,Boston University Terriers,Brown Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401818550,,Brown Bears,Hampton Pirates,,,0.0,0.0,0.0,,,,,,,,,,,,
401818551,,Stony Brook Seawolves,Brown Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401818552,,Maine Black Bears,Brown Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401818553,,New Hampshire Wildcats,Brown Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401818554,,Brown Bears,Bryant Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401818555,,Brown Bears,Elms College Blazers,,,0.0,0.0,0.0,,,,,,,,,,,,
401818556,,Providence Friars,Brown Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401818792,,Eastern Kentucky Colonels,Mercer Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401819813,,Arizona State Sun Devils,Southern Utah Thunderbirds,,,0.0,0.0,0.0,,,,,,,,,,,,
401819814,,Arizona State Sun Devils,Utah Tech Trailblazers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819815,,Arizona State Sun Devils,Gonzaga Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401819816,,Arizona State Sun Devils,Georgia State Panthers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819817,,Hawai'i Rainbow Warriors,Arizona State Sun Devils,,,0.0,0.0,0.0,,,,,,,,,,,,
401819818,,Texas Longhorns,Arizona State Sun Devils,,,0.0,0.0,0.0,,,,,,,,,,,,
401819819,,Arizona State Sun Devils,Oklahoma Sooners,,,0.0,0.0,0.0,,,,,,,,,,,,
401819820,,Arizona State Sun Devils,Northern Arizona Lumberjacks,,,0.0,0.0,0.0,,,,,,,,,,,,
401819821,,Santa Clara Broncos,Arizona State Sun Devils,,,0.0,0.0,0.0,,,,,,,,,,,,
401819823,,Baylor Bears,UT Rio Grande Valley Vaqueros,,,0.0,0.0,0.0,,,,,,,,,,,,
401819824,,Baylor Bears,Washington Huskies,,,0.0,0.0,0.0,,,,,,,,,,,,
401819825,,Baylor Bears,Tarleton State Texans,,,0.0,0.0,0.0,,,,,,,,,,,,
401819826,,Baylor Bears,Creighton Bluejays,,,0.0,0.0,0.0,,,,,,,,,,,,
401819827,,Baylor Bears,St. John's Red Storm,,,0.0,0.0,0.0,,,,,,,,,,,,
401819828,,Baylor Bears,Sacramento State Hornets,,,0.0,0.0,0.0,,,,,,,,,,,,
401819829,,Memphis Tigers,Baylor Bears,,,0.0,0.0,0.0,,,,,,,,,,,,
401819830,,Baylor Bears,Norfolk State Spartans,,,0.0,0.0,0.0,,,,,,,,,,,,
401819834,,BYU Cougars,Villanova Wildcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401819835,,BYU Cougars,Delaware Blue Hens,,,0.0,0.0,0.0,,,,,,,,,,,,
401819836,,BYU Cougars,Wisconsin Badgers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819837,,BYU Cougars,California Baptist Lancers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819838,,BYU Cougars,UC Riverside Highlanders,,,0.0,0.0,0.0,,,,,,,,,,,,
401819842,,Cincinnati Bearcats,Western Carolina Catamounts,,,0.0,0.0,0.0,,,,,,,,,,,,
401819843,,Cincinnati Bearcats,Georgia State Panthers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819844,,Cincinnati Bearcats,NJIT Highlanders,,,0.0,0.0,0.0,,,,,,,,,,,,
401819845,,Cincinnati Bearcats,Eastern Michigan Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401819846,,Cincinnati Bearcats,Tarleton State Texans,,,0.0,0.0,0.0,,,,,,,,,,,,
401819847,,Xavier Musketeers,Cincinnati Bearcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401819848,,Georgia Bulldogs,Cincinnati Bearcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401819860,,Colorado Buffaloes,Montana State Bobcats,,,0.0,0.0,0.0,,,,,,,,,,,,
401819861,,Colorado Buffaloes,Eastern Washington Eagles,,,0.0,0.0,0.0,,,,,,,,,,,,
401819862,,Colorado Buffaloes,Providence Friars,,,0.0,0.0,0.0,,,,,,,,,,,,
401819863,,Colorado Buffaloes,Alabama State Hornets,,,0.0,0.0,0.0,,,,,,,,,,,,
401819864,,Colorado Buffaloes,UC Davis Aggies,,,0.0,0.0,0.0,,,,,,,,,,,,
401819865,,Colorado Buffaloes,San Francisco Dons,,,0.0,0.0,0.0,,,,,,,,,,,,
401819866,,Colorado Buffaloes,California Baptist Lancers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819867,,Colorado State Rams,Colorado Buffaloes,,,0.0,0.0,0.0,,,,,,,,,,,,
401819868,,Colorado Buffaloes,UTSA Roadrunners,,,0.0,0.0,0.0,,,,,,,,,,,,
401819871,,Iowa State Cyclones,Grambling Tigers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819872,,Iowa State Cyclones,Mississippi State Bulldogs,,,0.0,0.0,0.0,,,,,,,,,,,,
401819873,,Iowa State Cyclones,Stonehill Skyhawks,,,0.0,0.0,0.0,,,,,,,,,,,,
401819874,,St. John's Red Storm,Iowa State Cyclones,,,0.0,0.0,0.0,,,,,,,,,,,,
401819875,,Iowa State Cyclones,Creighton Bluejays,,,0.0,0.0,0.0,,,,,,,,,,,,
401819876,,Iowa State Cyclones,Alcorn State Braves,,,0.0,0.0,0.0,,,,,,,,,,,,
401819877,,Purdue Boilermakers,Iowa State Cyclones,,,0.0,0.0,0.0,,,,,,,,,,,,
401819878,,Iowa State Cyclones,Iowa Hawkeyes,,,0.0,0.0,0.0,,,,,,,,,,,,
401819882,,Kansas Jayhawks,Green Bay Phoenix,,,0.0,0.0,0.0,,,,,,,,,,,,
401819883,,Kansas Jayhawks,Texas A&M-Corpus Christi Islanders,,,0.0,0.0,0.0,,,,,,,,,,,,
401819884,,Kansas Jayhawks,Princeton Tigers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819885,,Kansas Jayhawks,Missouri Tigers,,,0.0,0.0,0.0,,,,,,,,,,,,
401819888,,Kansas State Wildcats,UNC Greensboro Spartans,,,0.0,0.0,0.0,,,,,,,,,,,,
