game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401808703,2025,2025-12-15,2025-12-16 00:00:00+00:00,2025-12-15 19:00,EST,SE Louisiana Lions,East Texas A&M Lions,0,0,,,,,False,University Center,2025-12-16T00:00:00Z,2025-12-15,,,2025-12-15,easttexasaandm__selouisiana,,BetMGM,2025-12-15 16:16:10.809333+00:00,-200.0,165.0,-4.5,137.5,2025-12-16 00:00:00+00:00,SE Louisiana Lions,East Texas A&M Lions,2025-12-16,easttexasaandm__selouisiana
401812256,2025,2025-12-15,2025-12-16 01:00:00+00:00,2025-12-15 20:00,EST,TCU Horned Frogs,Incarnate Word Cardinals,0,0,,,,,False,Schollmaier Arena,2025-12-16T01:00:00Z,2025-12-15,,,2025-12-15,incarnateword__tcuhornedfrogs,,BetMGM,2025-12-15 16:16:10.809333+00:00,-2500.0,1150.0,-17.5,143.5,2025-12-16 01:00:00+00:00,TCU Horned Frogs,Incarnate Word Cardinals,2025-12-16,incarnateword__tcuhornedfrogs
401813382,2025,2025-12-15,2025-12-16 00:00:00+00:00,2025-12-15 19:00,EST,VCU Rams,Niagara Purple Eagles,0,0,,,,,False,Siegel Center,2025-12-16T00:00:00Z,2025-12-15,,,2025-12-15,niagarapurple__vcu,,BetMGM,2025-12-15 16:16:10.809333+00:00,,,-32.5,142.5,2025-12-16 00:00:00+00:00,VCU Rams,Niagara Purple Eagles,2025-12-16,niagarapurple__vcu
401820475,2025,2025-12-15,2025-12-16 01:00:00+00:00,2025-12-15 20:00,EST,Houston Christian Huskies,McNeese Cowboys,0,0,,,,,False,Sharp Gymnasium,2025-12-16T01:00:00Z,2025-12-15,,,2025-12-15,houstonchristian__mcneese,,BetMGM,2025-12-15 16:16:10.809333+00:00,825.0,-1400.0,14.5,136.5,2025-12-16 01:00:00+00:00,Houston Christian Huskies,McNeese Cowboys,2025-12-16,houstonchristian__mcneese
401823365,2025,2025-12-15,2025-12-16 00:30:00+00:00,2025-12-15 19:30,EST,Western Kentucky Hilltoppers,Campbellsville Tigers,0,0,,,,,False,E.A. Diddle Arena,2025-12-16T00:30:00Z,2025-12-15,,,2025-12-15,campbellsville__westernkentuckyhilltoppers,,,,,,,,,,,,
401823439,2025,2025-12-15,2025-12-16 01:00:00+00:00,2025-12-15 20:00,EST,Alabama A&M Bulldogs,North Alabama Lions,0,0,,,,,False,Event Center,2025-12-16T01:00:00Z,2025-12-15,,,2025-12-15,alabamaaandm__northalabama,,BetMGM,2025-12-15 16:16:10.809333+00:00,135.0,-160.0,,138.5,2025-12-16 01:00:00+00:00,Alabama A&M Bulldogs,North Alabama Lions,2025-12-16,alabamaaandm__northalabama
401823762,2025,2025-12-15,2025-12-16 01:00:00+00:00,2025-12-15 20:00,EST,South Dakota State Jackrabbits,Wyoming Cowboys,0,0,,,,,True,Sanford Pentagon,2025-12-16T01:00:00Z,2025-12-15,,,2025-12-15,southdakotastate__wyoming,,BetMGM,2025-12-15 16:16:10.809333+00:00,200.0,-250.0,5.5,150.5,2025-12-16 01:00:00+00:00,South Dakota State Jackrabbits,Wyoming Cowboys,2025-12-16,southdakotastate__wyoming
401825208,2025,2025-12-15,2025-12-16 00:00:00+00:00,2025-12-15 19:00,EST,Stetson Hatters,Rhodes Lynx,0,0,,,,,False,Edmunds Center,2025-12-16T00:00:00Z,2025-12-15,,,2025-12-15,rhodeslynx__stetsonhatters,,,,,,,,,,,,
401826972,2025,2025-12-15,2025-12-16 00:00:00+00:00,2025-12-15 19:00,EST,Gardner-Webb Runnin' Bulldogs,Wofford Terriers,0,0,,,,,False,Paul Porter Arena,2025-12-16T00:00:00Z,2025-12-15,,,2025-12-15,gardnerwebbrunnin__wofford,,,,,,,,,,,,
401827134,2025,2025-12-15,2025-12-16 00:00:00+00:00,2025-12-15 19:00,EST,Arkansas-Pine Bluff Golden Lions,Ecclesia Royals,0,0,,,,,False,H.O. Clemmons Arena,2025-12-16T00:00:00Z,2025-12-15,,,2025-12-15,arkansaspinebluffgolden__ecclesiaroyals,,,,,,,,,,,,
401829375,2025,2025-12-15,2025-12-16 01:00:00+00:00,2025-12-15 20:00,EST,Southern Indiana Screaming Eagles,East-West University Phantoms,0,0,,,,,False,Liberty Arena (IN),2025-12-16T01:00:00Z,2025-12-15,,,2025-12-15,eastwestphantoms__southernindianascreaming,,,,,,,,,,,,
401829435,2025,2025-12-15,2025-12-15 18:00:00+00:00,2025-12-15 13:00,EST,Samford Bulldogs,Bryan (TN) Lions,0,0,,,,,False,Pete Hanna Center,2025-12-15T18:00:00Z,2025-12-15,,,2025-12-15,bryantn__samford,,,,,,,,,,,,
401829464,2025,2025-12-15,2025-12-16 01:00:00+00:00,2025-12-15 20:00,EST,North Dakota State Bison,Minnesota Crookston Golden Eagles,0,0,,,,,False,Scheels Center,2025-12-16T01:00:00Z,2025-12-15,,,2025-12-15,minnesotacrookstongolden__northdakotastate,,,,,,,,,,,,
