date,crps_total,crps_margin,covered_80_total,covered_80_margin
2025-11-15,1.4148406122272617,1.4915235631510226,0.8414634146341463,0.8170731707317073
2025-11-16,1.4605730036828048,1.3463219342331847,0.9117647058823528,0.8823529411764706
2025-11-17,0.8615395895764066,1.5339409620383986,0.7647058823529411,0.8823529411764706
2025-11-18,1.6847372967417789,1.165611365302647,0.8676470588235294,0.8676470588235294
2025-11-19,1.3554981955773164,1.1082164369415946,0.78,0.88
2025-11-20,1.4071671286872651,1.82601293741341,0.7894736842105263,0.8157894736842105
2025-11-21,1.1470981412977237,1.651963832776004,0.821917808219178,0.8767123287671232
2025-11-22,1.559806818915734,1.454434016896809,0.8,0.8666666666666667
2025-11-23,1.5912164791472925,2.0044982419591544,0.8604651162790697,0.9069767441860463
2025-11-24,1.487202699228409,1.814608690796764,0.7419354838709677,0.8709677419354839
2025-11-25,1.7310850989936553,2.13133921678074,0.8333333333333334,0.8076923076923077
2025-11-26,2.071964994045012,2.106796678036224,0.875,0.875
2025-11-27,0.9641338350782496,1.1837948159024134,0.8,0.85
2025-11-28,1.0897960436727838,1.4825755204361264,0.8448275862068966,0.8793103448275862
2025-11-29,2.4086616913508805,1.584921058436918,0.8676470588235294,0.8676470588235294
