game_id,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name
8079bee9e09b7149fe0462be0b9ae384,DraftKings,2025-11-11 16:44:13.743116+00:00,180.0,-218.0,4.5,155.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,BetOnline.ag,2025-11-11 16:44:13.743116+00:00,183.0,-215.0,4.5,156.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,LowVig.ag,2025-11-11 16:44:13.743116+00:00,183.0,-215.0,4.5,156.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,Fanatics,2025-11-11 16:44:13.743116+00:00,175.0,-210.0,4.5,156.0,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,Bovada,2025-11-11 16:44:13.743116+00:00,180.0,-220.0,5.0,155.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,BetMGM,2025-11-11 16:44:13.743116+00:00,170.0,-210.0,4.5,155.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,FanDuel,2025-11-11 16:44:13.743116+00:00,195.0,-240.0,5.5,156.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,BetUS,2025-11-11 16:44:13.743116+00:00,183.0,-215.0,4.5,155.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,Caesars,2025-11-11 16:44:13.743116+00:00,196.0,-240.0,5.0,156.0,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
8079bee9e09b7149fe0462be0b9ae384,BetRivers,2025-11-11 16:44:13.743116+00:00,155.0,-200.0,4.5,156.5,2025-11-11 18:00:00+00:00,UMKC Kangaroos,Iona Gaels
b9556d54b7eff182a529bd5e6e59407a,FanDuel,2025-11-11 16:44:13.743116+00:00,180.0,-220.0,4.5,136.5,2025-11-11 21:00:00+00:00,Air Force Falcons,LIU Sharks
b9556d54b7eff182a529bd5e6e59407a,Fanatics,2025-11-11 16:44:13.743116+00:00,180.0,-220.0,4.5,137.5,2025-11-11 21:00:00+00:00,Air Force Falcons,LIU Sharks
b9556d54b7eff182a529bd5e6e59407a,LowVig.ag,2025-11-11 16:44:13.743116+00:00,,,4.0,137.5,2025-11-11 21:00:00+00:00,Air Force Falcons,LIU Sharks
b9556d54b7eff182a529bd5e6e59407a,BetOnline.ag,2025-11-11 16:44:13.743116+00:00,,,4.0,137.5,2025-11-11 21:00:00+00:00,Air Force Falcons,LIU Sharks
