game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
02865c0a1af937a1a9c39361a7e7a9d2,2026,2026-02-28,2026-02-28 23:30:00+00:00,2026-02-28 18:30,EST,Arkansas-Pine Bluff Golden Lions,Mississippi Valley State Delta Devils,0,0,,,,,STATUS_SCHEDULED,False,False,H.O. Clemmons Arena,2026-02-28T23:30:00Z,2026-02-28,,,2026-02-28,arkansaspinebluffgolden__mississippivalleystatedeltadevils,,BetOnline.ag,2026-02-28 14:38:05.802562+00:00,,,-14.5,146.5,2026-02-28 23:30:00+00:00,Arkansas-Pine Bluff Golden Lions,Miss Valley St Delta Devils,2026-02-28,arkansaspinebluffgolden__missvalleystatedeltadevils
0bc16c6d6a309636768b10ad2a6f5705,2026,2026-02-28,2026-02-28 17:00:00+00:00,2026-02-28 12:00,EST,Holy Cross Crusaders,Loyola Maryland Greyhounds,0,0,,,,,STATUS_SCHEDULED,False,False,Hart Center,2026-02-28T17:00:00Z,2026-02-28,,,2026-02-28,holycrosscrusaders__loyolamaryland,,FanDuel,2026-02-28 14:38:05.802562+00:00,-128.0,106.0,-1.5,149.5,2026-02-28 17:00:00+00:00,Holy Cross Crusaders,Loyola (MD) Greyhounds,2026-02-28,holycrosscrusaders__loyolamd
1214502fd225ce7a50895ab9b37c5275,2026,2026-02-28,2026-02-28 21:00:00+00:00,2026-02-28 16:00,EST,Idaho Vandals,Northern Colorado Bears,0,0,,,,,STATUS_SCHEDULED,False,False,ICCU Arena,2026-02-28T21:00:00Z,2026-02-28,,,2026-02-28,idahovandals__northerncolorado,,BetOnline.ag,2026-02-28 14:38:05.802562+00:00,-140.0,120.0,-2.0,154.5,2026-02-28 21:00:00+00:00,Idaho Vandals,N Colorado Bears,2026-02-28,idahovandals__ncolorado
3334a1b949ada499d3b64934247be0d0,2026,2026-02-28,2026-02-28 22:30:00+00:00,2026-02-28 17:30,EST,Sam Houston Bearkats,Missouri State Bears,0,0,,,,,STATUS_SCHEDULED,False,False,Bernard G. Johnson Coliseum,2026-02-28T22:30:00Z,2026-02-28,,,2026-02-28,missouristate__samhoustonbearkats,,BetOnline.ag,2026-02-28 14:38:05.802562+00:00,-290.0,237.0,-7.0,154.5,2026-02-28 22:30:00+00:00,Sam Houston St Bearkats,Missouri St Bears,2026-02-28,missouristate__samhoustonstatebearkats
401804951,2026,2026-02-28,2026-02-28 18:00:00+00:00,2026-02-28 13:00,EST,Middle Tennessee Blue Raiders,New Mexico State Aggies,0,0,,,,,STATUS_SCHEDULED,False,False,Murphy Center,2026-02-28T18:00:00Z,2026-02-28,,,2026-02-28,middletennesseeblueraiders__newmexicostate,0505f02d071620e6d86393f76edfcefc,BetOnline.ag,2026-02-28 14:38:05.802562+00:00,-245.0,203.0,-6.0,147.0,2026-02-28 18:00:00+00:00,Middle Tennessee Blue Raiders,New Mexico St Aggies,2026-02-28,middletennesseeblueraiders__newmexicostate
401804952,2026,2026-02-28,2026-02-28 20:00:00+00:00,2026-02-28 15:00,EST,Western Kentucky Hilltoppers,UTEP Miners,0,0,,,,,STATUS_SCHEDULED,False,False,E.A. Diddle Arena,2026-02-28T20:00:00Z,2026-02-28,,,2026-02-28,utepminers__westernkentuckyhilltoppers,92de2eabbf78a45dfd95c17df1783837,BetOnline.ag,2026-02-28 14:38:05.802562+00:00,-505.0,386.0,-9.5,146.5,2026-02-28 20:00:00+00:00,Western Kentucky Hilltoppers,UTEP Miners,2026-02-28,utepminers__westernkentuckyhilltoppers
401804953,2026,2026-02-28,2026-02-28 20:00:00+00:00,2026-02-28 15:00,EST,Louisiana Tech Bulldogs,FIU Panthers,0,0,,,,,STATUS_SCHEDULED,False,False,Thomas Assembly Center,2026-02-28T20:00:00Z,2026-02-28,,,2026-02-28,fiu__louisianatech,,,,,,,,,,,,
401804954,2026,2026-02-28,2026-02-28 22:30:00+00:00,2026-02-28 17:30,EST,Sam Houston Bearkats,Missouri State Bears,0,0,,,,,STATUS_SCHEDULED,False,False,Bernard G. Johnson Coliseum,2026-02-28T22:30:00Z,2026-02-28,,,2026-02-28,missouristate__samhoustonbearkats,,,,,,,,,,,,
401804955,2026,2026-02-28,2026-02-28 23:00:00+00:00,2026-02-28 18:00,EST,Jacksonville State Gamecocks,Liberty Flames,0,0,,,,,STATUS_SCHEDULED,False,False,Pete Mathews Coliseum,2026-02-28T23:00:00Z,2026-02-28,,,2026-02-28,jacksonvillestategamecocks__libertyflames,4c2f04274867b958b3636df8a28353fa,BetOnline.ag,2026-02-28 14:38:05.802562+00:00,145.0,-165.0,3.5,140.5,2026-02-28 23:00:00+00:00,Jacksonville St Gamecocks,Liberty Flames,2026-02-28,jacksonvillestategamecocks__libertyflames
401804956,2026,2026-02-28,2026-02-28 22:00:00+00:00,2026-02-28 17:00,EST,Kennesaw State Owls,Delaware Blue Hens,0,0,,,,,STATUS_SCHEDULED,False,False,VyStar Arena,2026-02-28T22:00:00Z,2026-02-28,,,2026-02-28,delawarebluehens__kennesawstate,228efcf2787f0b7fa5c68b935ce3a158,BetOnline.ag,2026-02-28 14:38:05.802562+00:00,-815.0,568.0,-12.5,143.0,2026-02-28 22:00:00+00:00,Kennesaw St Owls,Delaware Blue Hens,2026-02-28,delawarebluehens__kennesawstate
