date,game_id,event_id,book,market,period,selection,line,price,edge,kelly,fractional,prob,ev,stake
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,BetMGM,h2h,2h,home,,280.0,,0.6009238985023593,0.3,0.7059439252122647,1.6825869158066058,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,BetOnline.ag,h2h,2h,home,,296.0,,0.6066006567028945,0.3,0.7059439252122647,1.795537943840568,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,BetRivers,h2h,2h,home,,240.0,,0.583420560717375,0.3,0.7059439252122647,1.4002093457217,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,BetUS,h2h,2h,home,,295.0,,0.60626389986049,0.3,0.7059439252122647,1.7884785045884457,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,Bovada,h2h,2h,home,,290.0,,0.6045452787337353,0.3,0.7059439252122647,1.7531813083278325,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,Caesars,h2h,2h,home,,310.0,,0.6110871268936403,0.3,0.7059439252122647,1.8943700933702847,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,DraftKings,h2h,2h,home,,300.0,,0.6079252336163529,0.3,0.7059439252122647,1.8237757008490587,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,FanDuel,h2h,2h,home,,320.0,,0.6140514018410973,0.3,0.7059439252122647,1.964964485891512,0.20157579523077437
2025-11-15,401811967,4b712a6b5ad9ea04af597519d3bb44e9,LowVig.ag,h2h,2h,home,,299.0,,0.6075974119053298,0.3,0.7059439252122647,1.816716261596936,0.20157579523077437
2025-11-15,401812285,923422e883c990abbff94b0850f07391,BetMGM,h2h,2h,home,,-135.0,,0.1625305023826881,0.3,0.6436300010139099,0.1203929647279171,0.20157579523077437
2025-11-15,401812285,923422e883c990abbff94b0850f07391,BetRivers,h2h,2h,home,,-137.0,,0.1554031024029664,0.3,0.6436300010139099,0.1134329214620192,0.20157579523077437
2025-11-15,401812285,923422e883c990abbff94b0850f07391,Bovada,h2h,2h,home,,-130.0,,0.1803490023319927,0.3,0.6436300010139099,0.1387300017938406,0.20157579523077437
2025-11-15,401812285,923422e883c990abbff94b0850f07391,Caesars,h2h,2h,home,,-130.0,,0.1803490023319927,0.3,0.6436300010139099,0.1387300017938406,0.20157579523077437
2025-11-15,401812285,923422e883c990abbff94b0850f07391,DraftKings,h2h,2h,home,,-130.0,,0.1803490023319927,0.3,0.6436300010139099,0.1387300017938406,0.20157579523077437
2025-11-15,401812285,923422e883c990abbff94b0850f07391,FanDuel,h2h,2h,home,,-140.0,,0.1447120024333837,0.3,0.6436300010139099,0.1033657160238455,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,BetMGM,h2h,2h,away,,225.0,,0.3092311362498823,0.3,0.5217754020191493,0.6957700565622352,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,BetOnline.ag,h2h,2h,away,,226.0,,0.3101715976028437,0.3,0.5217754020191493,0.7009878105824267,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,BetRivers,h2h,2h,away,,210.0,,0.2940494029806489,0.3,0.5217754020191493,0.6175037462593628,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,BetUS,h2h,2h,away,,230.0,,0.3138516637666055,0.3,0.5217754020191493,0.7218588266631926,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,Bovada,h2h,2h,away,,225.0,,0.3092311362498823,0.3,0.5217754020191493,0.6957700565622352,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,Caesars,h2h,2h,away,,240.0,,0.3225151528604614,0.3,0.5217754020191493,0.7740363668651075,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,DraftKings,h2h,2h,away,,240.0,,0.3225151528604614,0.3,0.5217754020191493,0.7740363668651075,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,FanDuel,h2h,2h,away,,225.0,,0.3092311362498823,0.3,0.5217754020191493,0.6957700565622352,0.20157579523077437
2025-11-15,401812788,7feed5f6ea61046c43044b9d436bde1e,LowVig.ag,h2h,2h,away,,226.0,,0.3101715976028437,0.3,0.5217754020191493,0.7009878105824267,0.20157579523077437
2025-11-15,401812919,012ebd70ff82139a83b970ec69904be9,BetMGM,h2h,2h,away,,-118.0,,0.5265874163091078,0.3,0.782838264361976,0.446260522295854,0.20157579523077437
2025-11-15,401812919,012ebd70ff82139a83b970ec69904be9,BetOnline.ag,h2h,2h,away,,-119.0,,0.5244157989527274,0.3,0.782838264361976,0.4406855453384264,0.20157579523077437
2025-11-15,401812919,012ebd70ff82139a83b970ec69904be9,BetRivers,h2h,2h,away,,-118.0,,0.5265874163091078,0.3,0.782838264361976,0.446260522295854,0.20157579523077437
2025-11-15,401812919,012ebd70ff82139a83b970ec69904be9,BetUS,h2h,2h,away,,-120.0,,0.5222441815963472,0.3,0.782838264361976,0.4352034846636227,0.20157579523077437
2025-11-15,401812919,012ebd70ff82139a83b970ec69904be9,Bovada,h2h,2h,away,,-115.0,,0.5331022683782484,0.3,0.782838264361976,0.463567189894129,0.20157579523077437
2025-11-15,401812919,012ebd70ff82139a83b970ec69904be9,Caesars,h2h,2h,away,,-105.0,,0.5548184419420508,0.3,0.782838264361976,0.5283985161352864,0.20157579523077437
