game_id,date,home_team,away_team,home_off_rating,away_off_rating,home_def_rating,away_def_rating,home_tempo_rating,away_tempo_rating,tempo_rating_sum
401826874,2025-12-20,Michigan State Spartans,Oakland Golden Grizzlies,100.0,104.0,96.0,96.0,70.0,69.0,139.0
401817249,2025-12-20,Louisville Cardinals,Montana Grizzlies,104.0,103.0,96.0,93.0,68.0,68.0,136.0
401823473,2025-12-20,Toledo Rockets,Lourdes University Gray Wolves,102.0,101.0,94.0,99.0,70.0,70.0,140.0
401811114,2025-12-20,Kansas State Wildcats,South Dakota Coyotes,104.0,108.0,96.0,92.0,70.0,71.0,141.0
401809306,2025-12-20,Kentucky Wildcats,St. John's Red Storm,106.0,105.0,94.0,95.0,71.0,73.0,144.0
401813444,2025-12-20,Dayton Flyers,Liberty Flames,109.0,107.0,98.0,93.0,68.0,69.0,137.0
401823373,2025-12-20,Detroit Mercy Titans,Siena Heights Saints,110.0,111.0,97.0,98.0,74.0,75.0,149.0
401823006,2025-12-20,Youngstown State Penguins,South Carolina Upstate Spartans,103.0,109.0,100.0,100.0,77.0,75.0,152.0
401822347,2025-12-20,Indiana Hoosiers,Chicago State Cougars,104.0,101.0,99.0,99.0,74.0,75.0,149.0
401817205,2025-12-20,St. Bonaventure Bonnies,Le Moyne Dolphins,101.0,107.0,99.0,93.0,71.0,71.0,142.0
401813769,2025-12-20,Western Michigan Broncos,Buffalo Bulls,106.0,104.0,94.0,96.0,72.0,73.0,145.0
401813383,2025-12-20,Niagara Purple Eagles,Houghton Highlanders,110.0,101.0,97.0,95.0,68.0,69.0,137.0
401812388,2025-12-20,Saint Francis Red Flash,Robert Morris Colonials,101.0,102.0,99.0,98.0,72.0,73.0,145.0
401808581,2025-12-20,App State Mountaineers,Georgia State Panthers,102.0,111.0,98.0,98.0,73.0,73.0,146.0
401829446,2025-12-20,Northwestern State Demons,Southern-New Orleans Knights,104.0,109.0,96.0,100.0,68.0,67.0,135.0
401827913,2025-12-20,Utah State Aggies,Colorado State Rams,103.0,107.0,100.0,93.0,69.0,68.0,137.0
401827502,2025-12-20,UNC Wilmington Seahawks,Howard Bison,105.0,107.0,98.0,93.0,70.0,70.0,140.0
401827056,2025-12-20,North Carolina Central Eagles,Longwood Lancers,104.0,110.0,99.0,99.0,70.0,71.0,141.0
401827044,2025-12-20,Prairie View A&M Panthers,Paul Quinn Tigers,102.0,100.0,94.0,96.0,73.0,73.0,146.0
401826755,2025-12-20,Georgia Tech Yellow Jackets,Lafayette Leopards,101.0,104.0,99.0,96.0,73.0,73.0,146.0
401824954,2025-12-20,Lipscomb Bisons,Blue Mountain Toppers,101.0,102.0,99.0,94.0,75.0,74.0,149.0
401824310,2025-12-20,Vermont Catamounts,Iona Gaels,102.0,111.0,98.0,98.0,70.0,70.0,140.0
401822396,2025-12-20,Lindenwood Lions,Harris-Stowe State Hornets,104.0,110.0,96.0,99.0,71.0,71.0,142.0
401820216,2025-12-20,Mercyhurst Lakers,Binghamton Bearcats,104.0,101.0,96.0,99.0,71.0,71.0,142.0
401817526,2025-12-20,Virginia Tech Hokies,Elon Phoenix,108.0,104.0,99.0,96.0,69.0,68.0,137.0
401813772,2025-12-20,Ball State Cardinals,Miami (OH) RedHawks,105.0,112.0,95.0,97.0,76.0,74.0,150.0
401813771,2025-12-20,Massachusetts Minutemen,Kent State Golden Flashes,109.0,101.0,98.0,95.0,70.0,72.0,142.0
401812610,2025-12-20,Harvard Crimson,Holy Cross Crusaders,100.0,102.0,96.0,94.0,69.0,67.0,136.0
401808587,2025-12-20,Troy Trojans,Marshall Thundering Herd,110.0,109.0,97.0,100.0,68.0,67.0,135.0
401808583,2025-12-20,Old Dominion Monarchs,Coastal Carolina Chanticleers,101.0,105.0,99.0,95.0,74.0,75.0,149.0
401809307,2025-12-20,North Carolina Tar Heels,Ohio State Buckeyes,100.0,103.0,100.0,97.0,70.0,70.0,140.0
401830123,2025-12-20,UT Rio Grande Valley Vaqueros,College Of Biblical Studies Ambassadors,104.0,100.0,96.0,100.0,68.0,67.0,135.0
401826744,2025-12-20,Northern Colorado Bears,Denver Pioneers,104.0,100.0,96.0,100.0,74.0,73.0,147.0
401813770,2025-12-20,Northern Illinois Huskies,Central Michigan Chippewas,104.0,111.0,99.0,98.0,67.0,69.0,136.0
401808585,2025-12-20,UL Monroe Warhawks,Louisiana Ragin' Cajuns,107.0,102.0,100.0,98.0,73.0,74.0,147.0
401808586,2025-12-20,Texas State Bobcats,South Alabama Jaguars,106.0,110.0,94.0,99.0,67.0,68.0,135.0
401826800,2025-12-20,Mississippi State Bulldogs,Memphis Tigers,101.0,100.0,95.0,96.0,71.0,72.0,143.0
401824894,2025-12-20,East Tennessee State Buccaneers,Jacksonville State Gamecocks,100.0,101.0,96.0,95.0,73.0,73.0,146.0
401823791,2025-12-20,Wyoming Cowboys,Grand Canyon Lopes,104.0,108.0,96.0,92.0,68.0,69.0,137.0
401820829,2025-12-20,Butler Bulldogs,Northwestern Wildcats,106.0,100.0,94.0,96.0,67.0,68.0,135.0
401817485,2025-12-20,Syracuse Orange,Northeastern Huskies,101.0,101.0,99.0,95.0,68.0,69.0,137.0
401813768,2025-12-20,Ohio Bobcats,Bowling Green Falcons,103.0,112.0,100.0,97.0,69.0,67.0,136.0
401806352,2025-12-20,Tennessee Tech Golden Eagles,UT Martin Skyhawks,110.0,107.0,97.0,93.0,75.0,75.0,150.0
401827531,2025-12-20,North Carolina A&T Aggies,Mid-Atlantic Christian Mustangs,106.0,107.0,94.0,93.0,72.0,73.0,145.0
401808584,2025-12-20,Southern Miss Golden Eagles,Arkansas State Red Wolves,110.0,104.0,97.0,96.0,73.0,73.0,146.0
401806351,2025-12-20,Tennessee State Tigers,Southeast Missouri State Redhawks,101.0,108.0,99.0,92.0,68.0,69.0,137.0
401806350,2025-12-20,Southern Indiana Screaming Eagles,Morehead State Eagles,105.0,110.0,98.0,99.0,70.0,70.0,140.0
401826954,2025-12-20,Utah Valley Wolverines,Bethesda University Flames,102.0,112.0,98.0,97.0,76.0,74.0,150.0
401824829,2025-12-20,UCF Knights,Florida Gulf Coast Eagles,109.0,111.0,98.0,98.0,68.0,70.0,138.0
