game_id,home_team,away_team,date,start_time,reason,has_model_total,has_model_margin,has_cal_total,has_cal_margin,basis_total,basis_margin
401827516,Drexel Dragons,Howard Bison,2025-12-16,2025-12-16 16:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817236,Duke Blue Devils,Lipscomb Bisons,2025-12-16,2025-12-16 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401828471,Liberty Flames,Midway University Eagles,2025-12-16,2025-12-16 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401827064,South Carolina State Bulldogs,South Carolina Upstate Spartans,2025-12-16,2025-12-16 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823728,UMass Lowell River Hawks,Sacred Heart Pioneers,2025-12-16,2025-12-16 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812670,Holy Cross Crusaders,Dartmouth Big Green,2025-12-16,2025-12-16 23:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823472,Michigan State Spartans,Toledo Rockets,2025-12-16,2025-12-16 23:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401830423,UNC Asheville Bulldogs,Kentucky Christian Knights,2025-12-16,2025-12-16 23:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823379,IU Indianapolis Jaguars,Miami (OH)-Middletown ThunderHawks,2025-12-16,2025-12-16 23:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817248,Tennessee Volunteers,Louisville Cardinals,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401822869,St. John's Red Storm,DePaul Blue Demons,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401830199,Evansville Purple Aces,Belmont Bruins,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401829050,Ohio Bobcats,Ohio Wesleyan Battling Bishops,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401827530,UNC Greensboro Spartans,North Carolina A&T Aggies,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401827001,Mississippi Valley State Delta Devils,Tarleton State Texans,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826980,High Point Panthers,Mary Baldwin Fighting Squirrels,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401826781,Oklahoma Sooners,Kansas City Roos,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823853,Delaware Blue Hens,Rider Broncs,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401823413,Wright State Raiders,Miami (OH) RedHawks,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401822346,Bowling Green Falcons,Chicago State Cougars,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813443,Dayton Flyers,Florida State Seminoles,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813356,Rhode Island Rams,Canisius Golden Griffins,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812925,Clemson Tigers,South Carolina Gamecocks,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401809422,Miami Hurricanes,Florida International Panthers,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401808976,Lamar Cardinals,UT Rio Grande Valley Vaqueros,2025-12-16,2025-12-17 00:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401813326,Georgia Tech Yellow Jackets,Marist Red Foxes,2025-12-16,2025-12-17 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401812362,Mississippi State Bulldogs,Long Island University Sharks,2025-12-16,2025-12-17 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401806344,Morehead State Eagles,Little Rock Trojans,2025-12-16,2025-12-17 00:30:00+00:00,ok_calibrated,True,True,True,True,cal,cal
401817270,North Carolina Tar Heels,East Tennessee State Buccaneers,2025-12-16,2025-12-17 01:00:00+00:00,ok_calibrated,True,True,True,True,cal,cal
