game_id,date,start_time_iso,_start_dt,display_date,start_time_display,start_time_local,start_tz_abbr
401829435,2025-12-15,2025-12-15T18:00:00Z,2025-12-15T18:00:00Z,2025-12-15,12:00 PM,2025-12-15 12:00,CST
401827134,2025-12-15,2025-12-16T00:00:00Z,2025-12-16T00:00:00Z,2025-12-15,6:00 PM,2025-12-15 18:00,CST
401826972,2025-12-15,2025-12-16T00:00:00Z,2025-12-16T00:00:00Z,2025-12-15,6:00 PM,2025-12-15 18:00,CST
401825208,2025-12-15,2025-12-16T00:00:00Z,2025-12-16T00:00:00Z,2025-12-15,6:00 PM,2025-12-15 18:00,CST
401813382,2025-12-15,2025-12-16T00:00:00Z,2025-12-16T00:00:00Z,2025-12-15,6:00 PM,2025-12-15 18:00,CST
401808703,2025-12-15,2025-12-16T00:00:00Z,2025-12-16T00:00:00Z,2025-12-15,6:00 PM,2025-12-15 18:00,CST
401823365,2025-12-15,2025-12-16T00:30:00Z,2025-12-16T00:30:00Z,2025-12-15,6:30 PM,2025-12-15 18:30,CST
401829464,2025-12-15,2025-12-16T01:00:00Z,2025-12-16T01:00:00Z,2025-12-15,7:00 PM,2025-12-15 19:00,CST
401829375,2025-12-15,2025-12-16T01:00:00Z,2025-12-16T01:00:00Z,2025-12-15,7:00 PM,2025-12-15 19:00,CST
401823762,2025-12-15,2025-12-16T01:00:00Z,2025-12-16T01:00:00Z,2025-12-15,7:00 PM,2025-12-15 19:00,CST
401823439,2025-12-15,2025-12-16T01:00:00Z,2025-12-16T01:00:00Z,2025-12-15,7:00 PM,2025-12-15 19:00,CST
401820475,2025-12-15,2025-12-16T01:00:00Z,2025-12-16T01:00:00Z,2025-12-15,7:00 PM,2025-12-15 19:00,CST
401812256,2025-12-15,2025-12-16T01:00:00Z,2025-12-16T01:00:00Z,2025-12-15,7:00 PM,2025-12-15 19:00,CST
