game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,game_date,game_key,game_id_odds,book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,odds_date,odds_key
401851173,2026,2026-03-11,2026-03-11 16:00:00+00:00,2026-03-11 12:00,EDT,NC State Wolfpack,Pittsburgh Panthers,0,0,,,,,STATUS_SCHEDULED,False,True,Spectrum Center,2026-03-11T16:00:00Z,2026-03-11,,,2026-03-11,ncstate__pittsburgh,c9a77b1612e9387f286dfd66bfd33f89,DraftKings,2026-03-11 14:31:22.983800+00:00,-470.0,360.0,-9.5,144.5,2026-03-11 16:00:00+00:00,NC State Wolfpack,Pittsburgh Panthers,2026-03-11,ncstate__pittsburgh
401851174,2026,2026-03-11,2026-03-11 18:30:00+00:00,2026-03-11 14:30,EDT,Louisville Cardinals,SMU Mustangs,0,0,,,,,STATUS_SCHEDULED,False,True,Spectrum Center,2026-03-11T18:30:00Z,2026-03-11,,,2026-03-11,louisville__smu,399c858e378cceb1df0189c2d2e12e45,BetOnline.ag,2026-03-11 14:31:22.983800+00:00,-300.0,245.0,-6.5,163.5,2026-03-11 18:30:00+00:00,Louisville Cardinals,SMU Mustangs,2026-03-11,louisville__smu
401851175,2026,2026-03-11,2026-03-11 23:00:00+00:00,2026-03-11 19:00,EDT,Florida State Seminoles,California Golden Bears,0,0,,,,,STATUS_SCHEDULED,False,True,Spectrum Center,2026-03-11T23:00:00Z,2026-03-11,,,2026-03-11,californiagolden__floridastateseminoles,7d99fd3c673f016917c45482f9b22b04,BetOnline.ag,2026-03-11 14:31:22.983800+00:00,-185.0,161.0,-4.5,153.0,2026-03-11 23:00:00+00:00,Florida State Seminoles,California Golden Bears,2026-03-11,californiagolden__floridastateseminoles
401851176,2026,2026-03-11,2026-03-12 01:30:00+00:00,2026-03-11 21:30,EDT,Clemson Tigers,Wake Forest Demon Deacons,0,0,,,,,STATUS_SCHEDULED,False,True,Spectrum Center,2026-03-12T01:30:00Z,2026-03-11,,,2026-03-11,clemson__wakeforestdemon,,,,,,,,,,,,
401851221,2026,2026-03-11,2026-03-11 23:00:00+00:00,2026-03-11 19:00,EDT,Memphis Tigers,Tulane Green Wave,0,0,,,,,STATUS_SCHEDULED,False,True,Legacy Arena at BJCC,2026-03-11T23:00:00Z,2026-03-11,,,2026-03-11,memphis__tulanegreen,d2c6949e419ae660d36f799ac205332d,BetOnline.ag,2026-03-11 14:31:22.983800+00:00,-180.0,157.0,-4.0,151.5,2026-03-11 23:00:00+00:00,Memphis Tigers,Tulane Green Wave,2026-03-11,memphis__tulanegreen
401851222,2026,2026-03-11,2026-03-12 01:00:00+00:00,2026-03-11 21:00,EDT,Florida Atlantic Owls,Temple Owls,0,0,,,,,STATUS_SCHEDULED,False,True,Legacy Arena at BJCC,2026-03-12T01:00:00Z,2026-03-11,,,2026-03-11,floridaatlantic__temple,,,,,,,,,,,,
401851258,2026,2026-03-11,2026-03-11 15:30:00+00:00,2026-03-11 11:30,EDT,La Salle Explorers,St. Bonaventure Bonnies,0,0,,,,,STATUS_SCHEDULED,False,True,PPG Paints Arena,2026-03-11T15:30:00Z,2026-03-11,,,2026-03-11,lasalle__stbonaventurebonnies,1f1d78a09bab2af45d2274aa492c5226,BetOnline.ag,2026-03-11 14:31:22.983800+00:00,211.0,-255.0,6.0,145.0,2026-03-11 15:30:00+00:00,La Salle Explorers,St. Bonaventure Bonnies,2026-03-11,lasalle__stbonaventurebonnies
401851260,2026,2026-03-11,2026-03-11 18:00:00+00:00,2026-03-11 14:00,EDT,Richmond Spiders,Loyola Chicago Ramblers,0,0,,,,,STATUS_SCHEDULED,False,True,PPG Paints Arena,2026-03-11T18:00:00Z,2026-03-11,,,2026-03-11,loyolachicago__richmond,667e1fe9e50628fc4c413a8725999f35,BetOnline.ag,2026-03-11 14:31:22.983800+00:00,-235.0,195.0,-5.5,142.5,2026-03-11 18:00:00+00:00,Richmond Spiders,Loyola Chicago Ramblers,2026-03-11,loyolachicago__richmond
401851289,2026,2026-03-11,2026-03-11 16:30:00+00:00,2026-03-11 12:30,EDT,Iowa State Cyclones,Arizona State Sun Devils,0,0,,,,,STATUS_SCHEDULED,False,True,T-Mobile Center,2026-03-11T16:30:00Z,2026-03-11,,,2026-03-11,arizonastate__iowastate,f4a6cec11aee06e23e568970ecf96e92,FanDuel,2026-03-11 14:31:22.983800+00:00,-900.0,590.0,-12.5,148.5,2026-03-11 16:30:49+00:00,Iowa State Cyclones,Arizona State Sun Devils,2026-03-11,arizonastate__iowastate
401851291,2026,2026-03-11,2026-03-11 19:00:00+00:00,2026-03-11 15:00,EDT,UCF Knights,Cincinnati Bearcats,0,0,,,,,STATUS_SCHEDULED,False,True,T-Mobile Center,2026-03-11T19:00:00Z,2026-03-11,,,2026-03-11,cincinnati__ucf,70e740a1d8083b08e7650929e8d160ec,BetOnline.ag,2026-03-11 14:31:22.983800+00:00,120.0,-140.0,2.5,147.5,2026-03-11 19:00:00+00:00,UCF Knights,Cincinnati Bearcats,2026-03-11,cincinnati__ucf
