game_id,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,venue,neutral_site
401826775,2025-12-18,2025-12-19 00:00:00+00:00,Georgia Bulldogs,Western Carolina Catamounts,112,82,54,40,58,42,,Stegeman Coliseum,False
401826973,2025-12-18,2025-12-18 16:00:00+00:00,Gardner-Webb Runnin' Bulldogs,Toccoa Falls Eagles,105,65,39,32,66,33,,Paul Porter Arena,False
401820847,2025-12-18,2025-12-18 16:00:00+00:00,Charleston Southern Buccaneers,North Florida Ospreys,113,90,55,41,58,49,,Buccaneer Fieldhouse,False
401828300,2025-12-18,2025-12-18 22:00:00+00:00,Jackson State Tigers,Hampton Pirates,77,84,35,36,42,48,,Gateway Center,True
401830424,2025-12-18,2025-12-18 23:30:00+00:00,UNC Asheville Bulldogs,Morris College Hornets,89,56,41,23,48,33,,Kimmel Arena,False
401808579,2025-12-18,2025-12-18 23:30:00+00:00,App State Mountaineers,Coastal Carolina Chanticleers,67,49,28,28,39,21,,Holmes Convocation Center,False
401806345,2025-12-18,2025-12-18 23:30:00+00:00,Eastern Illinois Panthers,SIU Edwardsville Cougars,76,72,33,33,30,30,,Groniger Arena,False
401830220,2025-12-18,2025-12-19 00:00:00+00:00,Indiana State Sycamores,Bradley Braves,99,108,41,36,33,38,,Hulman Center,False
401829416,2025-12-18,2025-12-19 00:00:00+00:00,Lehigh Mountain Hawks,Penn State Hazleton Nittany Lions,83,74,49,35,34,39,,Stabler Arena,False
401826840,2025-12-18,2025-12-19 00:00:00+00:00,Davidson Wildcats,Temple Owls,63,68,23,36,40,32,,John M. Belk Arena,False
401826074,2025-12-18,2025-12-19 00:00:00+00:00,William & Mary Tribe,Radford Highlanders,96,83,41,38,55,45,,Kaplan Arena,False
401823862,2025-12-18,2025-12-19 00:00:00+00:00,Manhattan Jaspers,Furman Paladins,68,75,33,34,35,41,,Draddy Gymnasium,False
401823549,2025-12-18,2025-12-19 00:00:00+00:00,Northern Arizona Lumberjacks,Southern Utah Thunderbirds,65,57,30,32,35,25,,J. Lawrence Walkup Skydome,False
401822741,2025-12-18,2025-12-19 00:00:00+00:00,VCU Rams,American University Eagles,105,83,48,35,57,48,,Siegel Center,False
401822671,2025-12-18,2025-12-19 00:00:00+00:00,Saint Joseph's Hawks,Delaware State Hornets,67,51,33,18,34,33,,Michael J. Hagan '85 Arena,False
401820804,2025-12-18,2025-12-19 00:00:00+00:00,Charlotte 49ers,Lafayette Leopards,81,67,36,22,45,45,,Halton Arena,False
401812652,2025-12-18,2025-12-19 00:00:00+00:00,Central Connecticut Blue Devils,Fairfield Stags,70,84,26,47,44,37,,Detrick Gymnasium,False
401827092,2025-12-18,2025-12-19 00:30:00+00:00,Grambling Tigers,Norfolk State Spartans,80,68,38,21,42,47,,Gateway Center,True
401830247,2025-12-18,2025-12-19 01:00:00+00:00,Murray State Racers,Drake Bulldogs,81,72,36,30,45,42,,CFSB Center,False
401827073,2025-12-18,2025-12-19 01:00:00+00:00,North Dakota Fighting Hawks,Winthrop Eagles,90,88,38,47,52,41,,Betty Engelstad Sioux Center,False
401813295,2025-12-18,2025-12-19 01:00:00+00:00,Oklahoma State Cowboys,Kansas City Roos,91,79,48,44,43,35,,Gallagher-Iba Arena,False
401812257,2025-12-18,2025-12-19 01:00:00+00:00,TCU Horned Frogs,Oral Roberts Golden Eagles,72,53,38,25,34,28,,Schollmaier Arena,False
401808576,2025-12-18,2025-12-19 01:00:00+00:00,Georgia Southern Eagles,Georgia State Panthers,90,67,44,41,46,26,,Jack and Ruth Ann Hill Convocation Center,False
401808580,2025-12-18,2025-12-19 01:30:00+00:00,Southern Miss Golden Eagles,Louisiana Ragin' Cajuns,62,54,24,17,38,37,,Reed Green Coliseum,False
401806349,2025-12-18,2025-12-19 01:30:00+00:00,Tennessee State Tigers,UT Martin Skyhawks,78,71,32,37,46,34,,Gentry Center,False
401806347,2025-12-18,2025-12-19 01:30:00+00:00,Southern Indiana Screaming Eagles,Little Rock Trojans,62,77,36,34,26,43,,Liberty Arena (IN),False
401806346,2025-12-18,2025-12-19 01:30:00+00:00,Lindenwood Lions,Western Illinois Leathernecks,92,76,42,28,50,48,,Hyland Arena,False
401830248,2025-12-18,2025-12-19 02:00:00+00:00,Southern Illinois Salukis,Illinois State Redbirds,68,75,35,30,33,45,,Banterra Center,False
401824858,2025-12-18,2025-12-19 02:00:00+00:00,Idaho State Bengals,Montana-Western Bulldogs,80,64,41,33,39,31,,Reed Gym,False
401806348,2025-12-18,2025-12-19 02:05:00+00:00,Tennessee Tech Golden Eagles,Southeast Missouri State Redhawks,85,74,34,35,51,39,,Hooper Eblen Center,False
401823740,2025-12-18,2025-12-19 02:30:00+00:00,Cal State Bakersfield Roadrunners,Nobel Knights,97,66,49,32,48,34,,Icardo Center,False
401823333,2025-12-18,2025-12-19 03:00:00+00:00,Long Beach State Beach,Pepperdine Waves,81,78,36,37,45,41,,Walter Pyramid,False
