game_id,home_team,away_team,pred_total,pred_margin,market_total,spread_home
401819840,BYU Cougars,Abilene Christian Wildcats,149.7957763671875,15.695507049560549,,
401813767,Akron Zips,Eastern Michigan Eagles,142.79347229003906,23.553943634033203,,
401819831,Baylor Bears,Alcorn State Braves,151.5482635498047,48.71401596069336,,
401811973,UC Irvine Anteaters,Belmont Bruins,142.50808044433592,9.091382280985512,,
401829281,South Carolina State Bulldogs,Brewton-Parker Wildcats,142.04104614257812,5.210116386413574,,
401813282,California Golden Bears,Morgan State Bears,141.9461669921875,26.11663055419922,,
401813765,UCLA Bruins,Cal Poly Mustangs,150.92279052734375,41.68022537231445,,
401823263,Cal State Northridge Matadors,La Sierra Golden Eagles,140.68551635742188,1.0970370769500732,,
401813405,Drexel Dragons,Mount St. Mary's Mountaineers,142.90512084960938,14.954339981079102,,
401812292,Fairleigh Dickinson Knights,Lehman College Bridges,140.8985595703125,1.4292526245117188,,
401827002,Tarleton State Texans,Florida A&M Rattlers,139.89088439941406,28.01615524291992,,
401826796,Saint Mary's Gaels,Florida Atlantic Owls,152.78219604492188,8.340917587280273,,
401826712,Florida State Seminoles,Mississippi Valley State Delta Devils,152.3116455078125,40.755027770996094,,
401822184,High Point Panthers,La Salle Explorers,141.2158203125,5.160040378570557,,
401828733,Jackson State Tigers,Norfolk State Spartans,139.41566467285156,-14.584192276000977,,
401808954,LSU Tigers,SE Louisiana Lions,147.76271057128906,22.13664054870605,,
401823440,Loyola Marymount Lions,North Alabama Lions,143.22015380859375,1.6538748741149902,,
401827501,Towson Tigers,Notre Dame (MD) Gators,142.54843139648438,4.002170562744141,,
401829436,Samford Bulldogs,Reinhardt Eagles,143.45675659179688,5.41868257522583,,
401824116,UC San Diego Tritons,San Diego Toreros,142.171875,10.832619667053224,,
401824132,Seattle U Redhawks,Washington Huskies,145.03729248046875,-3.9067444801330566,,
401823366,Western Kentucky Hilltoppers,Tulsa Golden Hurricane,142.6236895751953,4.956422348022461,,
401823567,Villanova Wildcats,Wisconsin Badgers,74.91707229614258,-1.3643698692321775,,
