game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-19:abilene_christian_wildcats:texas_state_bobcats,Texas State Bobcats,Abilene Christian Wildcats,138.0,-2.0,,
2025-11-19:alabama_st_hornets:air_force_falcons,Air Force Falcons,Alabama St Hornets,144.5,-1.5,,
2025-11-19:alcorn_st_braves:lsu_tigers,LSU Tigers,Alcorn St Braves,157.5,-29.5,,
2025-11-19:arkansas_little_rock_trojans:murray_st_racers,Murray St Racers,Arkansas-Little Rock Trojans,161.0,-14.0,,
2025-11-19:arkansas_pine_bluff_golden_lions:smu_mustangs,SMU Mustangs,Arkansas-Pine Bluff Golden Lions,169.5,-36.5,,
2025-11-19:army_knights:cornell_big_red,Cornell Big Red,Army Knights,164.5,-16.5,,
2025-11-19:austin_peay_governors:ole_miss_rebels,Ole Miss Rebels,Austin Peay Governors,148.5,-21.5,,
2025-11-19:boston_univ_terriers:columbia_lions,Columbia Lions,Boston Univ. Terriers,147.5,-6.25,,
2025-11-19:chicago_st_cougars:minnesota_golden_gophers,Minnesota Golden Gophers,Chicago St Cougars,149.5,-24.5,,
2025-11-19:east_carolina_pirates:unc_wilmington_seahawks,UNC Wilmington Seahawks,East Carolina Pirates,145.25,-6.0,,
2025-11-19:eastern_kentucky_colonels:kent_state_golden_flashes,Kent State Golden Flashes,Eastern Kentucky Colonels,159.5,-10.25,,
2025-11-19:eastern_michigan_eagles:detroit_mercy_titans,Detroit Mercy Titans,Eastern Michigan Eagles,154.5,1.5,,
2025-11-19:fort_wayne_mastodons:utah_utes,Utah Utes,Fort Wayne Mastodons,160.5,-13.5,,
2025-11-19:gardner_webb_bulldogs:depaul_blue_demons,DePaul Blue Demons,Gardner-Webb Bulldogs,153.5,-21.5,,
2025-11-19:georgia_southern_eagles:georgia_tech_yellow_jackets,Georgia Tech Yellow Jackets,Georgia Southern Eagles,163.0,-11.5,,
2025-11-19:grambling_st_tigers:san_diego_toreros,San Diego Toreros,Grambling St Tigers,149.5,-6.5,,
2025-11-19:hampton_pirates:boston_college_eagles,Boston College Eagles,Hampton Pirates,139.0,-12.5,,
2025-11-19:harvard_crimson:penn_state_nittany_lions,Penn State Nittany Lions,Harvard Crimson,151.5,-9.5,,
2025-11-19:holy_cross_crusaders:brown_bears,Brown Bears,Holy Cross Crusaders,141.25,-3.5,,
2025-11-19:idaho_state_bengals:santa_clara_broncos,Santa Clara Broncos,Idaho State Bengals,145.5,-17.5,,
2025-11-19:iupui_jaguars:charleston_southern_buccaneers,Charleston Southern Buccaneers,IUPUI Jaguars,190.0,1.5,,
2025-11-19:jacksonville_dolphins:george_mason_patriots,George Mason Patriots,Jacksonville Dolphins,135.5,-14.0,,
2025-11-19:kansas_jayhawks:duke_blue_devils,Duke Blue Devils,Kansas Jayhawks,150.5,-11.0,,
2025-11-19:louisiana_ragin_cajuns:stanford_cardinal,Stanford Cardinal,Louisiana Ragin' Cajuns,138.5,-20.0,,
2025-11-19:maryland_eastern_shore_hawks:longwood_lancers,Longwood Lancers,Maryland-Eastern Shore Hawks,142.75,-18.0,,
2025-11-19:middle_tennessee_blue_raiders:michigan_wolverines,Michigan Wolverines,Middle Tennessee Blue Raiders,149.0,-19.5,,
2025-11-19:monmouth_hawks:syracuse_orange,Syracuse Orange,Monmouth Hawks,146.5,-21.5,,
2025-11-19:montana_grizzlies:texas_a_m_aggies,Texas A&M Aggies,Montana Grizzlies,164.5,-18.0,,
2025-11-19:navy_midshipmen:north_carolina_tar_heels,North Carolina Tar Heels,Navy Midshipmen,161.0,-25.0,,
2025-11-19:new_hampshire_wildcats:providence_friars,Providence Friars,New Hampshire Wildcats,160.5,-26.5,,
2025-11-19:new_haven_chargers:seton_hall_pirates,Seton Hall Pirates,New Haven Chargers,126.75,-23.0,,
2025-11-19:new_orleans_privateers:pepperdine_waves,Pepperdine Waves,New Orleans Privateers,154.5,-3.5,,
2025-11-19:njit_highlanders:drexel_dragons,Drexel Dragons,NJIT Highlanders,133.75,-9.5,,
2025-11-19:north_carolina_a_t_aggies:morgan_st_bears,Morgan St Bears,North Carolina A&T Aggies,159.5,1.25,,
2025-11-19:northern_illinois_huskies:northern_iowa_panthers,Northern Iowa Panthers,Northern Illinois Huskies,144.5,-20.0,,
2025-11-19:northwestern_st_demons:san_francisco_dons,San Francisco Dons,Northwestern St Demons,146.5,-19.5,,
2025-11-19:old_dominion_monarchs:xavier_musketeers,Xavier Musketeers,Old Dominion Monarchs,150.5,-10.0,,
2025-11-19:presbyterian_blue_hose:california_golden_bears,California Golden Bears,Presbyterian Blue Hose,145.5,-20.5,,
2025-11-19:princeton_tigers:iona_gaels,Iona Gaels,Princeton Tigers,152.5,-3.5,,
2025-11-19:radford_highlanders:south_carolina_gamecocks,South Carolina Gamecocks,Radford Highlanders,155.5,-10.5,,
2025-11-19:rhode_island_rams:yale_bulldogs,Yale Bulldogs,Rhode Island Rams,155.5,-8.5,,
2025-11-19:rider_broncs:texas_longhorns,Texas Longhorns,Rider Broncs,143.5,-30.5,,
2025-11-19:sacramento_st_hornets:ucla_bruins,UCLA Bruins,Sacramento St Hornets,145.0,-28.5,,
2025-11-19:saint_peter_s_peacocks:delaware_blue_hens,Delaware Blue Hens,Saint Peter's Peacocks,141.5,-5.0,,
2025-11-19:se_missouri_st_redhawks:iowa_hawkeyes,Iowa Hawkeyes,SE Missouri St Redhawks,149.0,-24.5,,
2025-11-19:southern_jaguars:washington_huskies,Washington Huskies,Southern Jaguars,155.5,-21.0,,
2025-11-19:st_francis_pa_red_flash:lehigh_mountain_hawks,Lehigh Mountain Hawks,St. Francis (PA) Red Flash,154.0,-9.5,,
2025-11-19:stephen_f_austin_lumberjacks:fresno_st_bulldogs,Fresno St Bulldogs,Stephen F. Austin Lumberjacks,147.0,2.5,,
2025-11-19:tenn_martin_skyhawks:florida_st_seminoles,Florida St Seminoles,Tenn-Martin Skyhawks,162.5,-23.0,,
2025-11-19:towson_tigers:james_madison_dukes,James Madison Dukes,Towson Tigers,135.5,2.5,,
2025-11-19:troy_trojans:san_diego_st_aztecs,San Diego St Aztecs,Troy Trojans,138.5,-15.5,,
2025-11-19:uc_davis_aggies:nevada_wolf_pack,Nevada Wolf Pack,UC Davis Aggies,142.5,-12.0,,
2025-11-19:uc_riverside_highlanders:cal_baptist_lancers,Cal Baptist Lancers,UC Riverside Highlanders,141.0,-11.0,,
2025-11-19:ut_arlington_mavericks:evansville_purple_aces,Evansville Purple Aces,UT-Arlington Mavericks,141.5,-2.5,,
2025-11-19:wichita_st_shockers:boise_state_broncos,Boise State Broncos,Wichita St Shockers,152.5,-9.5,,
2025-11-19:winthrop_eagles:arkansas_razorbacks,Arkansas Razorbacks,Winthrop Eagles,167.0,-20.0,,
