game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,status,completed,neutral_site,venue
401823930,2026,2026-02-17,2026-02-17 23:00:00+00:00,2026-02-17 18:00,EST,Charleston Southern Buccaneers,Gardner-Webb Runnin' Bulldogs,0,0,,,,,STATUS_SCHEDULED,False,False,Buccaneer Fieldhouse
401820748,2026,2026-02-17,2026-02-17 23:00:00+00:00,2026-02-17 18:00,EST,Florida State Seminoles,Boston College Eagles,0,0,,,,,STATUS_SCHEDULED,False,False,Tucker Center
401825524,2026,2026-02-17,2026-02-17 23:30:00+00:00,2026-02-17 18:30,EST,Purdue Boilermakers,Michigan Wolverines,0,0,,,,,STATUS_SCHEDULED,False,False,Mackey Arena
401822947,2026,2026-02-17,2026-02-17 23:30:00+00:00,2026-02-17 18:30,EST,Xavier Musketeers,Villanova Wildcats,0,0,,,,,STATUS_SCHEDULED,False,False,Cintas Center
401814573,2026,2026-02-17,2026-02-17 23:30:00+00:00,2026-02-17 18:30,EST,Buffalo Bulls,Northern Illinois Huskies,0,0,,,,,STATUS_SCHEDULED,False,False,Alumni Arena
401814570,2026,2026-02-17,2026-02-17 23:30:00+00:00,2026-02-17 18:30,EST,Eastern Michigan Eagles,Central Michigan Chippewas,0,0,,,,,STATUS_SCHEDULED,False,False,Gervin GameAbove Center
401808241,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Florida Gators,South Carolina Gamecocks,0,0,,,,,STATUS_SCHEDULED,False,False,Stephen C. O'Connell Center
401820752,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,NC State Wolfpack,North Carolina Tar Heels,0,0,,,,,STATUS_SCHEDULED,False,False,Lenovo Center
401828431,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Rhode Island Rams,Saint Louis Billikens,0,0,,,,,STATUS_SCHEDULED,False,False,Thomas M. Ryan Center
401820749,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,SMU Mustangs,Louisville Cardinals,0,0,,,,,STATUS_SCHEDULED,False,False,Moody Coliseum (Dallas)
401814572,2026,2026-02-17,2026-02-18 00:00:00+00:00,2026-02-17 19:00,EST,Massachusetts Minutemen,Miami (OH) RedHawks,0,0,,,,,STATUS_SCHEDULED,False,False,Mullins Center
