game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-16:jackson_st_tigers:louisiana_tech_bulldogs,Louisiana Tech Bulldogs,Jackson St Tigers,146.5,-8.0,,
2025-11-16:james_madison_dukes:liu_sharks,LIU Sharks,James Madison Dukes,148.0,-3.5,,
2025-11-16:lindenwood_lions:alabama_a_m_bulldogs,Alabama A&M Bulldogs,Lindenwood Lions,151.5,-3.0,,
2025-11-16:loyola_md_greyhounds:fairfield_stags,Fairfield Stags,Loyola (MD) Greyhounds,133.5,-3.5,,
2025-11-16:manhattan_jaspers:miss_valley_st_delta_devils,Miss Valley St Delta Devils,Manhattan Jaspers,154.5,20.25,,
2025-11-16:mt_st_mary_s_mountaineers:cincinnati_bearcats,Cincinnati Bearcats,Mt. St. Mary's Mountaineers,146.5,-25.5,,
2025-11-16:n_colorado_bears:pepperdine_waves,Pepperdine Waves,N Colorado Bears,153.5,2.0,,
2025-11-16:nevada_wolf_pack:santa_clara_broncos,Santa Clara Broncos,Nevada Wolf Pack,145.5,-6.5,,
2025-11-16:new_mexico_lobos:new_mexico_st_aggies,New Mexico St Aggies,New Mexico Lobos,140.5,3.5,,
2025-11-16:notre_dame_fighting_irish:ohio_state_buckeyes,Ohio State Buckeyes,Notre Dame Fighting Irish,155.5,-9.5,,
2025-11-16:oklahoma_sooners:nebraska_cornhuskers,Nebraska Cornhuskers,Oklahoma Sooners,163.0,-1.5,,
2025-11-16:portland_pilots:wyoming_cowboys,Wyoming Cowboys,Portland Pilots,160.5,-11.5,,
2025-11-16:presbyterian_blue_hose:sacramento_st_hornets,Sacramento St Hornets,Presbyterian Blue Hose,151.25,-6.5,,
2025-11-16:quinnipiac_bobcats:maine_black_bears,Maine Black Bears,Quinnipiac Bobcats,137.5,4.0,,
2025-11-16:radford_highlanders:cleveland_st_vikings,Cleveland St Vikings,Radford Highlanders,161.25,9.0,,
2025-11-16:sam_houston_st_bearkats:utah_utes,Utah Utes,Sam Houston St Bearkats,158.0,-13.5,,
2025-11-16:samford_bulldogs:central_arkansas_bears,Central Arkansas Bears,Samford Bulldogs,150.5,7.5,,
2025-11-16:south_carolina_upstate_spartans:unc_wilmington_seahawks,UNC Wilmington Seahawks,South Carolina Upstate Spartans,155.5,-13.5,,
2025-11-16:south_florida_bulls:kennesaw_st_owls,Kennesaw St Owls,South Florida Bulls,177.5,7.5,,
2025-11-16:southern_utah_thunderbirds:omaha_mavericks,Omaha Mavericks,Southern Utah Thunderbirds,155.0,-9.0,,
2025-11-16:stetson_hatters:western_carolina_catamounts,Western Carolina Catamounts,Stetson Hatters,155.0,-12.5,,
2025-11-16:tennessee_st_tigers:western_kentucky_hilltoppers,Western Kentucky Hilltoppers,Tennessee St Tigers,168.5,-12.5,,
2025-11-16:texas_a_m_cc_islanders:oklahoma_st_cowboys,Oklahoma St Cowboys,Texas A&M-CC Islanders,153.5,-20.25,,
2025-11-16:umass_lowell_river_hawks:wake_forest_demon_deacons,Wake Forest Demon Deacons,UMass Lowell River Hawks,165.5,-30.5,,
2025-11-16:unlv_rebels:memphis_tigers,Memphis Tigers,UNLV Rebels,163.0,-9.5,,
2025-11-16:utah_tech_trailblazers:hawai_i_rainbow_warriors,Hawai'i Rainbow Warriors,Utah Tech Trailblazers,150.0,-17.0,,
2025-11-16:utah_valley_wolverines:fresno_st_bulldogs,Fresno St Bulldogs,Utah Valley Wolverines,158.5,4.5,,
2025-11-16:wagner_seahawks:umbc_retrievers,UMBC Retrievers,Wagner Seahawks,140.5,-6.75,,
2025-11-16:weber_state_wildcats:uc_irvine_anteaters,UC Irvine Anteaters,Weber State Wildcats,150.5,-11.5,,
2025-11-16:western_michigan_broncos:south_dakota_coyotes,South Dakota Coyotes,Western Michigan Broncos,174.5,-4.0,,
2025-11-16:wright_st_raiders:kent_state_golden_flashes,Kent State Golden Flashes,Wright St Raiders,156.5,-4.5,,
