game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-16:appalachian_st_mountaineers:dartmouth_big_green,Dartmouth Big Green,Appalachian St Mountaineers,140.25,1.0,,
2025-11-16:arkansas_little_rock_trojans:ball_state_cardinals,Ball State Cardinals,Arkansas-Little Rock Trojans,149.5,-1.5,,
2025-11-16:belmont_bruins:oral_roberts_golden_eagles,Oral Roberts Golden Eagles,Belmont Bruins,173.5,8.0,,
2025-11-16:bethune_cookman_wildcats:dayton_flyers,Dayton Flyers,Bethune-Cookman Wildcats,149.0,-21.25,,
2025-11-16:bradley_braves:san_francisco_dons,San Francisco Dons,Bradley Braves,144.5,-9.5,,
2025-11-16:bryant_bulldogs:valparaiso_beacons,Valparaiso Beacons,Bryant Bulldogs,143.5,-6.5,,
2025-11-16:byu_cougars:uconn_huskies,UConn Huskies,BYU Cougars,153.5,-6.5,,
2025-11-16:central_connecticut_st_blue_devils:massachusetts_minutemen,Massachusetts Minutemen,Central Connecticut St Blue Devils,142.75,-10.5,,
2025-11-16:charlotte_49ers:virginia_tech_hokies,Virginia Tech Hokies,Charlotte 49ers,146.5,-19.5,,
2025-11-16:colorado_st_rams:loyola_chi_ramblers,Loyola (Chi) Ramblers,Colorado St Rams,148.0,4.5,,
2025-11-16:duquesne_dukes:villanova_wildcats,Villanova Wildcats,Duquesne Dukes,150.5,-10.5,,
2025-11-16:gardner_webb_bulldogs:elon_phoenix,Elon Phoenix,Gardner-Webb Bulldogs,154.5,-12.75,,
2025-11-16:grand_canyon_antelopes:saint_louis_billikens,Saint Louis Billikens,Grand Canyon Antelopes,170.5,-8.5,,
2025-11-16:green_bay_phoenix:minnesota_golden_gophers,Minnesota Golden Gophers,Green Bay Phoenix,146.5,-26.0,,
2025-11-16:hampton_pirates:holy_cross_crusaders,Holy Cross Crusaders,Hampton Pirates,148.5,5.0,,
2025-11-16:harvard_crimson:marist_red_foxes,Marist Red Foxes,Harvard Crimson,129.5,-6.0,,
2025-11-16:houston_cougars:auburn_tigers,Auburn Tigers,Houston Cougars,139.5,8.5,,
2025-11-16:idaho_state_bengals:seattle_redhawks,Seattle Redhawks,Idaho State Bengals,141.5,-10.5,,
2025-11-16:incarnate_word_cardinals:indiana_hoosiers,Indiana Hoosiers,Incarnate Word Cardinals,157.5,-28.5,,
