game_id,home_team,away_team,closing_total,closing_spread_home,closing_ml_home,closing_ml_away
2025-11-21:alabama_st_hornets:iupui_jaguars,IUPUI Jaguars,Alabama St Hornets,182.75,-3.5,,
2025-11-21:arizona_st_sun_devils:hawai_i_rainbow_warriors,Hawai'i Rainbow Warriors,Arizona St Sun Devils,146.0,-2.5,,
2025-11-21:arkansas_pine_bluff_golden_lions:marshall_thundering_herd,Marshall Thundering Herd,Arkansas-Pine Bluff Golden Lions,164.5,-19.75,,
2025-11-21:bucknell_bison:st_john_s_red_storm,St. John's Red Storm,Bucknell Bison,159.0,-31.0,,
2025-11-21:cal_poly_mustangs:utah_utes,Utah Utes,Cal Poly Mustangs,168.0,-13.0,,
2025-11-21:campbell_fighting_camels:ut_arlington_mavericks,UT-Arlington Mavericks,Campbell Fighting Camels,153.0,1.0,,
2025-11-21:central_arkansas_bears:north_texas_mean_green,North Texas Mean Green,Central Arkansas Bears,134.75,-15.5,,
2025-11-21:central_connecticut_st_blue_devils:rutgers_scarlet_knights,Rutgers Scarlet Knights,Central Connecticut St Blue Devils,137.75,-14.5,,
2025-11-21:charlotte_49ers:appalachian_st_mountaineers,Appalachian St Mountaineers,Charlotte 49ers,132.5,-1.5,,
2025-11-21:chicago_st_cougars:iowa_hawkeyes,Iowa Hawkeyes,Chicago St Cougars,142.5,-32.5,,
2025-11-21:colgate_raiders:cornell_big_red,Cornell Big Red,Colgate Raiders,162.5,-5.0,,
2025-11-21:columbia_lions:lehigh_mountain_hawks,Lehigh Mountain Hawks,Columbia Lions,145.0,2.0,,
2025-11-21:davidson_wildcats:boston_college_eagles,Boston College Eagles,Davidson Wildcats,138.5,1.0,,
2025-11-21:detroit_mercy_titans:michigan_st_spartans,Michigan St Spartans,Detroit Mercy Titans,151.5,-31.5,,
2025-11-21:elon_phoenix:miami_hurricanes,Miami Hurricanes,Elon Phoenix,163.5,-20.5,,
2025-11-21:georgia_southern_eagles:florida_st_seminoles,Florida St Seminoles,Georgia Southern Eagles,175.5,-18.0,,
2025-11-21:green_bay_phoenix:yale_bulldogs,Yale Bulldogs,Green Bay Phoenix,148.25,-17.5,,
2025-11-21:iona_gaels:akron_zips,Akron Zips,Iona Gaels,174.25,-11.25,,
2025-11-21:lafayette_leopards:stonehill_skyhawks,Stonehill Skyhawks,Lafayette Leopards,139.5,1.25,,
2025-11-21:liu_sharks:fordham_rams,Fordham Rams,LIU Sharks,147.5,-3.0,,
2025-11-21:louisville_cardinals:cincinnati_bearcats,Cincinnati Bearcats,Louisville Cardinals,163.75,9.5,,
2025-11-21:massachusetts_minutemen:charleston_cougars,Charleston Cougars,Massachusetts Minutemen,160.0,-3.5,,
2025-11-21:mercyhurst_lakers:miami_oh_redhawks,Miami (OH) RedHawks,Mercyhurst Lakers,139.5,-15.5,,
2025-11-21:mississippi_st_bulldogs:kansas_st_wildcats,Kansas St Wildcats,Mississippi St Bulldogs,165.0,2.5,,
2025-11-21:new_mexico_lobos:nebraska_cornhuskers,Nebraska Cornhuskers,New Mexico Lobos,152.0,-8.0,,
2025-11-21:northeastern_huskies:princeton_tigers,Princeton Tigers,Northeastern Huskies,145.5,-2.5,,
2025-11-21:northern_kentucky_norse:central_michigan_chippewas,Central Michigan Chippewas,Northern Kentucky Norse,146.0,-4.5,,
2025-11-21:northwestern_wildcats:virginia_cavaliers,Virginia Cavaliers,Northwestern Wildcats,146.25,-3.5,,
2025-11-21:oakland_golden_grizzlies:eastern_michigan_eagles,Eastern Michigan Eagles,Oakland Golden Grizzlies,152.25,2.5,,
2025-11-21:oral_roberts_golden_eagles:oklahoma_sooners,Oklahoma Sooners,Oral Roberts Golden Eagles,166.5,-24.5,,
2025-11-21:pacific_tigers:florida_atlantic_owls,Florida Atlantic Owls,Pacific Tigers,155.5,-7.5,,
2025-11-21:pittsburgh_panthers:ucf_knights,UCF Knights,Pittsburgh Panthers,149.5,1.5,,
2025-11-21:rider_broncs:houston_cougars,Houston Cougars,Rider Broncs,133.75,-40.5,,
2025-11-21:saint_joseph_s_hawks:unlv_rebels,UNLV Rebels,Saint Joseph's Hawks,164.25,-9.5,,
2025-11-21:siu_edwardsville_cougars:air_force_falcons,Air Force Falcons,SIU-Edwardsville Cougars,129.25,2.0,,
2025-11-21:south_carolina_gamecocks:butler_bulldogs,Butler Bulldogs,South Carolina Gamecocks,151.25,-3.5,,
2025-11-21:south_dakota_coyotes:missouri_tigers,Missouri Tigers,South Dakota Coyotes,174.5,-25.5,,
2025-11-21:tarleton_state_texans:rice_owls,Rice Owls,Tarleton State Texans,145.0,-4.0,,
2025-11-21:tennessee_st_tigers:tennessee_volunteers,Tennessee Volunteers,Tennessee St Tigers,157.5,-32.0,,
2025-11-21:texas_southern_tigers:vanderbilt_commodores,Vanderbilt Commodores,Texas Southern Tigers,165.5,-36.0,,
2025-11-21:texas_tech_red_raiders:wake_forest_demon_deacons,Wake Forest Demon Deacons,Texas Tech Red Raiders,160.5,10.25,,
2025-11-21:troy_trojans:usc_trojans,USC Trojans,Troy Trojans,159.75,-18.5,,
