game_id,date,home_team,away_team,home_pf5,home_pa5,home_tot5,away_pf5,away_pa5,away_tot5,target_total,target_margin,target_1h_total,rest_home,rest_away,b2b_home,b2b_away,neutral_site,home_efg5,home_tov_rate5,home_orb_rate5,home_ftr5,home_poss5,away_efg5,away_tov_rate5,away_orb_rate5,away_ftr5,away_poss5,home_rating_margin,away_rating_margin,rating_margin_diff,home_off_rating,away_off_rating,off_rating_diff,home_def_rating,away_def_rating,def_rating_diff,home_tempo_rating,away_tempo_rating,tempo_rating_sum,home_conf,away_conf
400919656,2016-12-28,Villanova Wildcats,DePaul Blue Demons,85.4,57.8,143.2,,,,133,3,56.0,7.0,,False,False,False,,,,,0.0,,,,,,17.301073709488488,1.7120451728255035,15.589028536662983,,,,,,,,,,Big East,Big East
400919658,2016-12-28,Creighton Bluejays,Seton Hall Pirates,86.8,68.0,154.8,,,,164,14,87.0,8.0,16.0,False,False,False,,,,,0.0,,,,,,14.514109727841817,9.73034361716744,4.783766110674376,,,,,,,,,,Big East,Big East
400919657,2016-12-28,Xavier Musketeers,Providence Friars,75.4,58.0,133.4,,,,138,26,62.0,8.0,25.0,False,False,False,,,,,0.0,,,,,,12.88059137639904,8.980514332026452,3.900077044372587,,,,,,,,,,Big East,Big East
400919660,2016-12-29,St. John's Red Storm,Butler Bulldogs,,,,77.0,66.0,143.0,149,3,76.0,35.0,8.0,False,False,False,,,,,,,,,,0.0,9.76743921125636,8.176737479212472,1.5907017320438896,,,,,,,,,,Big East,Big East
400919662,2016-12-31,Creighton Bluejays,Villanova Wildcats,88.2,69.0,157.2,81.4,61.2,142.6,150,-10,83.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,14.514109727841817,17.301073709488488,-2.786963981646672,,,,,,,,,,Big East,Big East
400919666,2017-01-04,Butler Bulldogs,Villanova Wildcats,76.4,68.0,144.4,81.0,63.8,144.8,124,8,58.0,6.0,4.0,False,False,False,,,,,0.0,,,,,0.0,8.176737479212472,17.301073709488488,-9.124336230276016,,,,,,,,,,Big East,Big East
400919668,2017-01-04,St. John's Red Storm,Creighton Bluejays,,,,86.8,72.6,159.4,157,-13,70.0,6.0,4.0,False,False,False,,,,,,,,,,0.0,9.76743921125636,14.514109727841817,-4.746670516585455,,,,,,,,,,Big East,Big East
400919673,2017-01-07,Villanova Wildcats,Marquette Golden Eagles,74.8,61.2,136.0,,,,174,12,77.0,3.0,28.0,False,False,False,,,,,0.0,,,,,,17.301073709488488,13.888431375083924,3.4126423344045644,,,,,,,,,,Big East,Big East
400919671,2017-01-07,Providence Friars,Creighton Bluejays,,,,81.2,75.4,156.6,142,-14,72.0,10.0,3.0,False,False,False,,,,,,,,,,0.0,8.980514332026452,14.514109727841817,-5.5335953958153645,,,,,,,,,,Big East,Big East
400919672,2017-01-07,Xavier Musketeers,St. John's Red Storm,79.0,60.8,139.8,,,,179,15,93.0,10.0,3.0,False,False,False,,,,,0.0,,,,,,12.88059137639904,9.76743921125636,3.1131521651426777,,,,,,,,,,Big East,Big East
400919669,2017-01-07,Georgetown Hoyas,Butler Bulldogs,,,,73.2,68.0,141.2,161,-9,63.0,47.0,3.0,False,False,False,,,,,,,,,,0.0,4.890755050089343,8.176737479212472,-3.2859824291231288,,,,,,,,,,Big East,Big East
400919674,2017-01-09,Georgetown Hoyas,St. John's Red Storm,,,,,,,138,28,81.0,2.0,2.0,False,False,False,,,,,,,,,,,4.890755050089343,9.76743921125636,-4.876684161167018,,,,,,,,,,Big East,Big East
400919675,2017-01-10,Villanova Wildcats,Xavier Musketeers,77.8,66.0,143.8,81.4,66.2,147.6,133,25,62.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,17.301073709488488,12.88059137639904,4.420482333089449,,,,,,,,,,Big East,Big East
