game_id,home_team,away_team,ats_side,closing_spread_home,spread_home,_pred_margin_blend
401804917,UTEP Miners,New Mexico State Aggies,home,-2.5,-2.5,2.488078463582781
401804918,Louisiana Tech Bulldogs,Sam Houston Bearkats,home,-4.5,-4.5,4.505304524621415
401804919,Jacksonville State Gamecocks,Kennesaw State Owls,home,-5.5,-5.5,5.570832078651285
401804920,Delaware Blue Hens,Middle Tennessee Blue Raiders,home,-5.5,-5.5,5.618525159243585
401804921,Western Kentucky Hilltoppers,Florida International Panthers,home,-3.5,-3.5,3.326532700155627
401804922,Liberty Flames,Missouri State Bears,home,-5.0,-5.0,5.006714506957719
401805190,California Baptist Lancers,Abilene Christian Wildcats,home,-2.5,-2.5,2.6060368646081606
401805191,Southern Utah Thunderbirds,Tarleton State Texans,home,-5.5,-5.5,5.457935636786432
401805192,Utah Valley Wolverines,UT Arlington Mavericks,home,-3.0,-3.0,3.1587200223433127
401806475,Tennessee Tech Golden Eagles,Eastern Illinois Panthers,home,-3.0,-3.0,3.0679237382854248
401806476,Little Rock Trojans,SIU Edwardsville Cougars,home,-4.5,-4.5,4.552177476877617
401806477,UT Martin Skyhawks,Morehead State Eagles,home,-3.0,-3.0,2.8766611662511634
401806478,Southeast Missouri State Redhawks,Southern Indiana Screaming Eagles,home,-4.5,-4.5,4.253944523889986
401806479,Tennessee State Tigers,Western Illinois Leathernecks,home,-4.5,-4.5,4.469530357777817
401807727,Lipscomb Bisons,Central Arkansas Bears,home,-2.5,-2.5,2.3946094864702108
401807728,Bellarmine Knights,Florida Gulf Coast Eagles,home,-4.5,-4.5,4.3570338713898185
401807729,West Georgia Wolves,Jacksonville Dolphins,home,-3.5,-3.5,3.5100335980102004
401807730,Austin Peay Governors,North Alabama Lions,home,-4.5,-4.5,4.443452372244427
401807731,Queens University Royals,North Florida Ospreys,home,-2.5,-2.5,2.2553379696397813
401807732,Eastern Kentucky Colonels,Stetson Hatters,home,-5.0,-5.0,4.945267366994649
401808219,Auburn Tigers,Alabama Crimson Tide,home,-3.0,-3.0,2.8079542571125327
401808220,Kentucky Wildcats,Tennessee Volunteers,home,-4.5,-4.5,4.401823203494166
401808221,LSU Tigers,Georgia Bulldogs,home,-3.5,-3.5,3.441050690911886
401808222,Mississippi State Bulldogs,Arkansas Razorbacks,home,-3.5,-3.5,3.51439324381062
401808223,South Carolina Gamecocks,Missouri Tigers,home,-3.0,-3.0,3.05622420993024
401808224,Texas A&M Aggies,Florida Gators,home,-2.5,-2.5,2.265147215257508
401808225,Vanderbilt Commodores,Oklahoma Sooners,home,-2.0,-2.0,2.13713788631782
401808226,Texas Longhorns,Ole Miss Rebels,home,-3.0,-3.0,3.1373899484096297
401808463,Montana State Bobcats,Eastern Washington Eagles,home,-3.0,-3.0,3.2105339373445427
401808480,Montana Grizzlies,Idaho Vandals,home,-2.0,-2.0,2.0168813633479576
401808496,Idaho State Bengals,Northern Colorado Bears,home,-4.5,-4.5,4.300599802140103
401808527,Weber State Wildcats,Northern Arizona Lumberjacks,home,-3.5,-3.5,3.488463923940218
401808539,Sacramento State Hornets,Portland State Vikings,home,-2.5,-2.5,2.742482185919505
401808716,East Texas A&M Lions,Northwestern State Demons,home,-4.5,-4.5,4.561609461026261
401808883,McNeese Cowboys,Incarnate Word Cardinals,home,-3.0,-3.0,3.177484127535427
401808911,New Orleans Privateers,UT Rio Grande Valley Vaqueros,home,-4.5,-4.5,4.285726546536628
401808927,Nicholls Colonels,Texas A&M-Corpus Christi Islanders,home,-5.5,-5.5,5.461075406805494
401808962,SE Louisiana Lions,Houston Christian Huskies,home,-2.5,-2.5,2.581551474643239
401808971,Stephen F. Austin Lumberjacks,Lamar Cardinals,home,-2.5,-2.5,2.620988863154253
401809097,Hawai'i Rainbow Warriors,UC San Diego Tritons,home,-4.5,-4.5,4.31054912677244
401809115,UC Santa Barbara Gauchos,UC Irvine Anteaters,home,-3.5,-3.5,3.523418173451424
401809133,UC Davis Aggies,Cal Poly Mustangs,home,-3.0,-3.0,2.921627188331728
401809358,Chattanooga Mocs,The Citadel Bulldogs,home,-4.5,-4.5,4.534735815989387
401809360,Samford Bulldogs,Mercer Bears,home,-2.0,-2.0,2.0166390204352145
401809361,VMI Keydets,East Tennessee State Buccaneers,home,-2.0,-2.0,1.931174602317153
401809362,Wofford Terriers,Western Carolina Catamounts,home,-2.5,-2.5,2.7179757152168027
401812054,Stony Brook Seawolves,Northeastern Huskies,home,-2.5,-2.5,2.495213172077568
401812055,Elon Phoenix,Drexel Dragons,home,-2.0,-2.0,1.938120715789232
401812056,Hofstra Pride,Towson Tigers,home,-5.5,-5.5,5.602265098525345
401812057,Hampton Pirates,William & Mary Tribe,home,-4.0,-4.0,4.053837423386594
401812058,North Carolina A&T Aggies,Campbell Fighting Camels,home,-3.0,-3.0,3.1969071226363224
401812146,NJIT Highlanders,Binghamton Bearcats,home,-3.0,-3.0,3.0169846642645948
401812147,Bryant Bulldogs,Maine Black Bears,home,-5.5,-5.5,5.284419425769945
401812148,UAlbany Great Danes,UMass Lowell River Hawks,home,-5.0,-5.0,5.18278150050514
401812149,Vermont Catamounts,New Hampshire Wildcats,home,-2.0,-2.0,2.161307907594649
401812326,Fairleigh Dickinson Knights,Mercyhurst Lakers,home,-5.5,-5.5,5.4078598330358005
401812344,Le Moyne Dolphins,Saint Francis Red Flash,home,-5.0,-5.0,4.879077342048082
401812373,Long Island University Sharks,Stonehill Skyhawks,home,-5.5,-5.5,5.304998313624782
401812415,Central Connecticut Blue Devils,Wagner Seahawks,home,-5.5,-5.5,5.514481351616573
401812592,Pennsylvania Quakers,Princeton Tigers,home,-5.5,-5.5,5.454836913407035
401812619,Dartmouth Big Green,Harvard Crimson,home,-5.0,-5.0,5.027270899556068
401813306,Manhattan Jaspers,Sacred Heart Pioneers,home,-4.0,-4.0,4.124654551788389
401813340,Fairfield Stags,Marist Red Foxes,home,-4.5,-4.5,4.385991482112529
401813391,Quinnipiac Bobcats,Niagara Purple Eagles,home,-2.0,-2.0,2.215290518116664
401813416,Iona Gaels,Mount St. Mary's Mountaineers,home,-5.0,-5.0,4.770367794226793
401813428,Saint Peter's Peacocks,Siena Saints,home,-5.5,-5.5,5.297246648918953
401817656,Northern Kentucky Norse,Milwaukee Panthers,home,-2.0,-2.0,1.920022246267841
401817657,Wright State Raiders,Purdue Fort Wayne Mastodons,home,-2.0,-2.0,2.248459059999925
401817658,Green Bay Phoenix,Detroit Mercy Titans,home,-2.0,-2.0,1.9081954097066287
401817659,IU Indianapolis Jaguars,Cleveland State Vikings,home,-3.0,-3.0,3.1632299996091526
401817660,Youngstown State Penguins,Robert Morris Colonials,home,-2.5,-2.5,2.2522983201938818
401818412,South Dakota State Jackrabbits,South Dakota Coyotes,home,-3.0,-3.0,3.1205746555811604
401818413,North Dakota State Bison,Omaha Mavericks,home,-5.0,-5.0,5.049020288116792
401818414,St. Thomas-Minnesota Tommies,Oral Roberts Golden Eagles,home,-3.5,-3.5,3.4785712661722146
401818415,North Dakota Fighting Hawks,Denver Pioneers,home,-2.5,-2.5,2.389192124825315
401818543,Columbia Lions,Cornell Big Red,home,-5.5,-5.5,5.37589500055777
401820171,Navy Midshipmen,American University Eagles,home,-2.0,-2.0,1.9963089467083104
401820203,Boston University Terriers,Loyola Maryland Greyhounds,home,-4.5,-4.5,4.552860284957191
401820568,Air Force Falcons,San Diego State Aztecs,home,-5.5,-5.5,5.351642643753924
401820721,Boston College Eagles,Miami Hurricanes,home,-5.0,-5.0,5.173571403200828
401820722,California Golden Bears,Clemson Tigers,home,-4.5,-4.5,4.308400386258316
401820723,NC State Wolfpack,Virginia Tech Hokies,home,-5.0,-5.0,4.950615856470312
401820724,North Carolina Tar Heels,Duke Blue Devils,home,-2.0,-2.0,1.896648898996948
401820725,Notre Dame Fighting Irish,Florida State Seminoles,home,-2.5,-2.5,2.4063093333315324
401820726,Pittsburgh Panthers,SMU Mustangs,home,-4.5,-4.5,4.655110850622388
401820727,Stanford Cardinal,Georgia Tech Yellow Jackets,home,-3.0,-3.0,2.923370840453845
401820728,Virginia Cavaliers,Syracuse Orange,home,-2.0,-2.0,1.870464953431836
401820729,Wake Forest Demon Deacons,Louisville Cardinals,home,-3.5,-3.5,3.3464153304443296
401822349,New Haven Chargers,Chicago State Cougars,home,-3.5,-3.5,3.381818452092767
401822774,Coppin State Eagles,Delaware State Hornets,home,-4.5,-4.5,4.456560031996419
401822933,Creighton Bluejays,Seton Hall Pirates,home,-5.5,-5.5,5.377900544932456
401822934,Georgetown Hoyas,Villanova Wildcats,home,-4.5,-4.5,4.455092491569782
401822935,Marquette Golden Eagles,Butler Bulldogs,home,-3.5,-3.5,3.421553521363034
401822936,Providence Friars,DePaul Blue Demons,home,-3.0,-3.0,2.8702178110065426
401823051,Morgan State Bears,Maryland Eastern Shore Hawks,home,-3.5,-3.5,3.455941443454489
401823183,Cal State Fullerton Titans,Cal State Bakersfield Roadrunners,home,-3.0,-3.0,3.141002607239088
401823267,Cal State Northridge Matadors,UC Riverside Highlanders,home,-5.0,-5.0,4.757764846530674
401823800,UNLV Rebels,Grand Canyon Lopes,home,-2.0,-2.0,2.0766926358202538
401823828,New Mexico Lobos,Boise State Broncos,home,-3.0,-3.0,2.8643191886594703
401823855,Rider Broncs,Merrimack Warriors,home,-3.5,-3.5,3.580743533780365
401823938,South Carolina Upstate Spartans,Charleston Southern Buccaneers,home,-3.0,-3.0,2.961153212293393
401823939,Presbyterian Blue Hose,Gardner-Webb Runnin' Bulldogs,home,-2.5,-2.5,2.538622334493905
401823940,Winthrop Eagles,Longwood Lancers,home,-2.5,-2.5,2.519926767994184
401823941,High Point Panthers,Radford Highlanders,home,-5.0,-5.0,5.215754333864686
401824392,Holy Cross Crusaders,Lehigh Mountain Hawks,home,-5.0,-5.0,5.147241291394203
401825497,Indiana Hoosiers,Wisconsin Badgers,home,-4.5,-4.5,4.459020818143749
401825498,Purdue Boilermakers,Oregon Ducks,home,-3.0,-3.0,2.8885095376255743
401825499,Rutgers Scarlet Knights,Nebraska Cornhuskers,home,-3.0,-3.0,2.862063870886452
401825500,UCLA Bruins,Washington Huskies,home,-4.5,-4.5,4.618192956480431
401826822,Army Black Knights,Lafayette Leopards,home,-5.0,-5.0,4.780295542804434
401827030,Southern Jaguars,Alabama A&M Bulldogs,home,-2.0,-2.0,2.126684877569936
401827075,Bethune-Cookman Wildcats,Prairie View A&M Panthers,home,-5.5,-5.5,5.515502190208746
401827102,Grambling Tigers,Alabama State Hornets,home,-2.0,-2.0,1.9965249324432284
401827146,Mississippi Valley State Delta Devils,Jackson State Tigers,home,-3.0,-3.0,3.0934697726527003
401827665,Arizona Wildcats,Oklahoma State Cowboys,home,-5.0,-5.0,4.973685668877344
401827666,BYU Cougars,Houston Cougars,home,-5.5,-5.5,5.487010256763684
401827667,Colorado Buffaloes,Arizona State Sun Devils,home,-2.0,-2.0,2.056728593268187
401827668,Iowa State Cyclones,Baylor Bears,home,-3.0,-3.0,2.7710946714366544
401827669,Kansas Jayhawks,Utah Utes,home,-5.5,-5.5,5.734329721374859
401827670,TCU Horned Frogs,Kansas State Wildcats,home,-3.0,-3.0,3.161103224410987
401828214,East Carolina Pirates,Temple Owls,home,-4.5,-4.5,4.488696662850914
401828215,UTSA Roadrunners,North Texas Mean Green,home,-2.0,-2.0,2.1716990469757294
401828415,Fordham Rams,St. Bonaventure Bonnies,home,-5.0,-5.0,4.827548925689516
401828416,George Mason Patriots,Saint Joseph's Hawks,home,-5.0,-5.0,5.198654246536282
401828417,Duquesne Dukes,George Washington Revolutionaries,home,-5.5,-5.5,5.406819859800031
401828418,Saint Louis Billikens,La Salle Explorers,home,-2.5,-2.5,2.3236420435166507
401828419,Rhode Island Rams,Richmond Spiders,home,-4.0,-4.0,4.152442129542028
401828729,Norfolk State Spartans,North Carolina Central Eagles,home,-5.5,-5.5,5.579468900638318
401828931,Nevada Wolf Pack,Fresno State Bulldogs,home,-2.5,-2.5,2.632974271727388
401829233,Oregon State Beavers,Gonzaga Bulldogs,home,-2.0,-2.0,1.9959897600854208
401829234,Pepperdine Waves,Pacific Tigers,home,-2.5,-2.5,2.357952746656501
401829235,Loyola Marymount Lions,San Diego Toreros,home,-4.0,-4.0,4.15282409851921
401829236,Saint Mary's Gaels,San Francisco Dons,home,-4.0,-4.0,4.135427737464454
401829237,Washington State Cougars,Santa Clara Broncos,home,-3.5,-3.5,3.3351850897417474
401829238,Portland Pilots,Seattle U Redhawks,home,-4.5,-4.5,4.372376180534383
401829288,Howard Bison,South Carolina State Bulldogs,home,-5.0,-5.0,5.103359144124379
401829331,Colorado State Rams,San José State Spartans,home,-4.0,-4.0,4.04937498670211
401829338,Wyoming Cowboys,Utah State Aggies,home,-3.5,-3.5,3.3988478653497647
401829399,Bucknell Bison,Colgate Raiders,home,-5.5,-5.5,5.709166312963307
401829502,Florida A&M Rattlers,Texas Southern Tigers,home,-5.0,-5.0,4.860495516301992
401829688,Arkansas-Pine Bluff Golden Lions,Alcorn State Braves,home,-2.5,-2.5,2.648229264545164
401830778,Michigan State Spartans,Illinois Fighting Illini,home,-3.5,-3.5,3.2869396326109883
401845836,App State Mountaineers,Eastern Michigan Eagles,home,-5.5,-5.5,5.603962742389352
401845837,Arkansas State Red Wolves,Bowling Green Falcons,home,-4.0,-4.0,4.146530683158153
401845838,Coastal Carolina Chanticleers,Massachusetts Minutemen,home,-5.0,-5.0,5.024575215452534
401845839,Georgia State Panthers,Northern Illinois Huskies,home,-5.0,-5.0,5.086013370748888
401845840,James Madison Dukes,Toledo Rockets,home,-4.0,-4.0,4.163364811655435
401845841,Louisiana Ragin' Cajuns,Central Michigan Chippewas,home,-2.0,-2.0,1.9418594888365528
401845842,UL Monroe Warhawks,Ball State Cardinals,home,-3.5,-3.5,3.278353186592909
401845843,Marshall Thundering Herd,Miami (OH) RedHawks,home,-4.5,-4.5,4.3456856941005535
401845844,Old Dominion Monarchs,Ohio Bobcats,home,-2.5,-2.5,2.335237890815545
401845845,South Alabama Jaguars,Buffalo Bulls,home,-3.0,-3.0,3.1495766461889176
401845846,Southern Miss Golden Eagles,Kent State Golden Flashes,home,-2.5,-2.5,2.3965114122481896
