game_id,home_team,away_team,ats_side,closing_spread_home,spread_home,_pred_margin_blend
401808694,Georgia State Panthers,Old Dominion Monarchs,home,-4.0,-4.0,4.039533424043055
401808695,James Madison Dukes,Coastal Carolina Chanticleers,home,-3.0,-3.0,2.8980431205530977
401808696,Marshall Thundering Herd,Georgia Southern Eagles,home,-2.0,-2.0,1.925791226461836
401808697,Texas State Bobcats,App State Mountaineers,home,-3.0,-3.0,2.8781445922703432
401808698,Arkansas State Red Wolves,Louisiana Ragin' Cajuns,home,-4.5,-4.5,4.660536888601463
401808699,South Alabama Jaguars,Southern Miss Golden Eagles,home,-5.5,-5.5,5.518910092210928
401808700,Troy Trojans,UL Monroe Warhawks,home,-4.0,-4.0,4.183801305211212
401812596,Pennsylvania Quakers,Dartmouth Big Green,home,-3.5,-3.5,3.286380553522644
401812623,Princeton Tigers,Harvard Crimson,home,-3.0,-3.0,3.127728777954349
401813318,Saint Peter's Peacocks,Manhattan Jaspers,home,-2.5,-2.5,2.279926357639989
401813371,Canisius Golden Griffins,Merrimack Warriors,home,-4.5,-4.5,4.27225600079845
401813395,Niagara Purple Eagles,Quinnipiac Bobcats,home,-5.5,-5.5,5.695589612261009
401813418,Sacred Heart Pioneers,Mount St. Mary's Mountaineers,home,-3.0,-3.0,3.225870360740825
401813432,Fairfield Stags,Siena Saints,home,-5.5,-5.5,5.309781523707225
401814586,Kent State Golden Flashes,Akron Zips,home,-2.5,-2.5,2.497363140391806
401814590,Western Michigan Broncos,Miami (OH) RedHawks,home,-2.5,-2.5,2.5518444103690205
401818335,Cornell Big Red,Yale Bulldogs,home,-5.5,-5.5,5.36369461812831
401818546,Columbia Lions,Brown Bears,home,-2.0,-2.0,2.152530117799583
401823856,Iona Gaels,Rider Broncs,home,-5.0,-5.0,4.98243790656775
401825544,Illinois Fighting Illini,Michigan Wolverines,home,-4.0,-4.0,4.011805906451204
401828448,George Washington Revolutionaries,Dayton Flyers,home,-2.0,-2.0,1.9830474300374568
