game_id,home_team,away_team,ats_side,closing_spread_home,spread_home,_pred_margin_blend
401812088,UNC Wilmington Seahawks,Charleston Cougars,home,-3.0,-3.0,3.2196344339615885
401813308,Manhattan Jaspers,Iona Gaels,home,-3.5,-3.5,3.533542402730754
401813344,Marist Red Foxes,Saint Peter's Peacocks,home,-5.0,-5.0,5.067119153737922
401813372,Canisius Golden Griffins,Quinnipiac Bobcats,home,-5.5,-5.5,5.251476602880665
401813396,Niagara Purple Eagles,Merrimack Warriors,home,-2.0,-2.0,2.2103771638805982
401813419,Fairfield Stags,Mount St. Mary's Mountaineers,home,-5.5,-5.5,5.3162064532820805
401813433,Siena Saints,Rider Broncs,home,-2.5,-2.5,2.354948784428481
401822966,Marquette Golden Eagles,DePaul Blue Demons,home,-2.5,-2.5,2.589924245463394
401825550,Indiana Hoosiers,Michigan State Spartans,home,-4.5,-4.5,4.635805978394102
401825551,Maryland Terrapins,Rutgers Scarlet Knights,home,-4.0,-4.0,4.027183331064752
401825552,Ohio State Buckeyes,Purdue Boilermakers,home,-4.5,-4.5,4.525632195728251
401828250,UAB Blazers,North Texas Mean Green,home,-3.5,-3.5,3.5538092914140016
401828251,Florida Atlantic Owls,Charlotte 49ers,home,-2.5,-2.5,2.573861070061969
401828252,East Carolina Pirates,Memphis Tigers,home,-4.0,-4.0,4.184676320912187
401828253,Temple Owls,Rice Owls,home,-3.5,-3.5,3.33255890346079
401828254,South Florida Bulls,Tulane Green Wave,home,-6.0,-6.0,5.780606231552037
401828255,UTSA Roadrunners,Wichita State Shockers,home,-5.0,-5.0,4.958940930523404
401828454,Davidson Wildcats,La Salle Explorers,home,-4.5,-4.5,4.446953541882951
401830217,Illinois State Redbirds,Belmont Bruins,home,-3.5,-3.5,3.506735232881653
401830221,Bradley Braves,Murray State Racers,home,-5.0,-5.0,5.13511011264044
401830316,Indiana State Sycamores,UIC Flames,home,-4.5,-4.5,4.265699017900982
401830317,Drake Bulldogs,Northern Iowa Panthers,home,-4.5,-4.5,4.504968666960905
401858741,Evansville Purple Aces,Southern Illinois Salukis,home,-5.5,-5.5,5.423586059094266
