game_id,date,home_team,away_team,home_pf5,home_pa5,home_tot5,away_pf5,away_pa5,away_tot5,home_pf15,home_pa15,home_tot15,away_pf15,away_pa15,away_tot15,target_1h_total,rest_home,rest_away,b2b_home,b2b_away,neutral_site,home_efg5,home_tov_rate5,home_orb_rate5,home_ftr5,home_poss5,away_efg5,away_tov_rate5,away_orb_rate5,away_ftr5,away_poss5,home_rating_margin,away_rating_margin,rating_margin_diff,home_off_rating,away_off_rating,off_rating_diff,home_def_rating,away_def_rating,def_rating_diff,home_tempo_rating,away_tempo_rating,tempo_rating_sum,target_total,target_margin
401583794,2023-11-07,Baylor Bears,Auburn Tigers,,,,,,,,,,,,,77.0,,,False,False,True,,,,,,,,,,,18.237342030925515,23.84233286648917,-5.604990835563651,,,,,,,,,,170.0,6.0
401610179,2023-11-09,Baylor Bears,John Brown Golden Eagles,,,,,,,,,,,,,81.0,2.0,,False,False,False,,,,,,,,,,,18.237342030925515,-1.588769843139895,19.82611187406541,,,,,,,,,,166.0,26.0
401602630,2023-11-12,Baylor Bears,Gardner-Webb Runnin' Bulldogs,,,,,,,,,,,,,74.0,3.0,2.0,False,False,False,,,,,,,,,,,18.237342030925515,3.0189651917173754,15.21837683920814,,,,,,,,,,139.0,15.0
401581803,2023-11-14,Baylor Bears,Kansas City Roos,,,,,,,,,,,,,84.0,2.0,3.0,False,False,False,,,,,,,,,,,18.237342030925515,6.914549180015719,11.322792850909796,,,,,,,,,,160.0,38.0
401581799,2023-11-22,Oregon State Beavers,Baylor Bears,,,,,,,,,,,,,70.0,4.0,8.0,False,False,True,,,,,,,,,,,7.748818620744063,18.237342030925515,-10.48852341018145,,,,,,,,,,160.0,-16.0
401582118,2023-11-24,Florida Gators,Baylor Bears,,,,89.6,69.4,159.0,,,,,,,82.0,2.0,2.0,False,False,True,,,,,,,,,,0.0,21.457115993418373,18.237342030925515,3.2197739624928587,,,,,,,,,,186.0,-4.0
401584438,2023-11-28,Baylor Bears,Nicholls Colonels,91.0,71.2,162.2,,,,,,,,,,75.0,4.0,4.0,False,False,False,,,,,0.0,,,,,,18.237342030925515,5.387104905105337,12.850237125820176,,,,,,,,,,178.0,38.0
401602358,2023-12-02,Baylor Bears,Northwestern State Demons,93.4,71.2,164.6,70.2,82.8,153.0,,,,,,,54.0,4.0,4.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,-2.033672378399672,20.271014409325183,,,,,,,,,,131.0,51.0
401574569,2023-12-05,Baylor Bears,Seton Hall Pirates,96.2,66.8,163.0,78.2,70.6,148.8,,,,,,,74.0,3.0,6.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,8.061502021479107,10.175840009446407,,,,,,,,,,138.0,18.0
401592434,2023-12-16,Michigan State Spartans,Baylor Bears,72.4,65.0,137.4,92.0,66.6,158.6,,,,,,,62.0,6.0,11.0,False,False,True,,,,,0.0,,,,,0.0,18.441696676683907,18.237342030925515,0.2043546457583929,,,,,,,,,,152.0,24.0
401576155,2023-12-20,Duke Blue Devils,Baylor Bears,78.4,67.6,146.0,87.2,69.8,157.0,,,,,,,66.0,8.0,4.0,False,False,True,,,,,0.0,,,,,0.0,24.295428614593227,18.237342030925515,6.058086583667713,,,,,,,,,,148.0,8.0
401604912,2023-12-22,Baylor Bears,Mississippi Valley State Delta Devils,82.2,67.2,149.4,48.4,76.6,125.0,,,,,,,70.0,2.0,3.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,-17.28653389588238,35.52387592680789,,,,,,,,,,155.0,59.0
401598580,2024-01-02,Baylor Bears,Cornell Big Red,82.0,62.8,144.8,84.6,78.2,162.8,,,,,,,100.0,11.0,3.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,9.966049566232996,8.271292464692518,,,,,,,,,,177.0,19.0
401603403,2024-01-06,Oklahoma State Cowboys,Baylor Bears,77.4,62.0,139.4,83.4,70.6,154.0,,,,,,,58.0,3.0,4.0,False,False,False,,,,,0.0,,,,,0.0,8.091669327070798,18.237342030925515,-10.145672703854716,,,,,,,,,,145.0,-5.0
401603405,2024-01-09,Baylor Bears,BYU Cougars,82.8,72.6,155.4,86.2,65.2,151.4,,,,,,,72.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,17.95877108011411,0.2785709508114031,,,,,,,,,,153.0,9.0
401603412,2024-01-13,Baylor Bears,Cincinnati Bearcats,86.2,69.4,155.6,73.6,63.2,136.8,87.66666666666667,69.53333333333333,157.2,,,,54.0,4.0,4.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,14.587040027887165,3.65030200303835,,,,,,,,,,121.0,3.0
401603421,2024-01-16,Kansas State Wildcats,Baylor Bears,66.0,63.0,129.0,84.6,65.6,150.2,,,,85.93333333333334,68.0,153.93333333333334,57.0,7.0,3.0,False,False,False,,,,,0.0,,,,,0.0,11.43057200314064,18.237342030925515,-6.806770027784875,,,,,,,,,,132.0,4.0
401603430,2024-01-20,Texas Longhorns,Baylor Bears,72.8,73.2,146.0,76.0,69.6,145.6,76.0,68.33333333333333,144.33333333333334,83.8,67.86666666666666,151.66666666666666,83.0,3.0,4.0,False,False,False,,,,,0.0,,,,,0.0,14.994386126639773,18.237342030925515,-3.2429559042857417,,,,,,,,,,148.0,2.0
401603439,2024-01-27,Baylor Bears,TCU Horned Frogs,71.0,68.8,139.8,74.2,72.2,146.4,83.53333333333333,68.73333333333333,152.26666666666668,,,,75.0,7.0,4.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,11.870832577876868,6.366509453048646,,,,,,,,,,207.0,-3.0
401603450,2024-01-31,UCF Knights,Baylor Bears,62.8,62.0,124.8,76.4,75.8,152.2,73.33333333333333,64.06666666666666,137.4,83.73333333333333,71.66666666666667,155.4,70.0,8.0,4.0,False,False,False,,,,,0.0,,,,,0.0,11.489038207894897,18.237342030925515,-6.748303823030618,,,,,,,,,,146.0,-8.0
401603452,2024-02-03,Baylor Bears,Iowa State Cyclones,75.6,75.2,150.8,71.8,70.8,142.6,83.0,71.46666666666667,154.46666666666667,78.53333333333333,67.33333333333333,145.86666666666667,68.0,3.0,7.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,21.304080751672675,-3.0667387207471606,,,,,,,,,,138.0,2.0
401603460,2024-02-06,Baylor Bears,Texas Tech Red Raiders,77.2,77.0,154.2,74.8,79.8,154.6,81.33333333333333,69.93333333333334,151.26666666666668,80.6,72.4,153.0,71.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,17.52021194404964,0.7171300868758728,,,,,,,,,,152.0,6.0
401603467,2024-02-10,Kansas Jayhawks,Baylor Bears,76.0,68.4,144.4,80.2,78.0,158.2,78.2,69.46666666666667,147.66666666666666,79.4,70.13333333333334,149.53333333333333,62.0,5.0,4.0,False,False,False,,,,,0.0,,,,,0.0,17.605661467442353,18.237342030925515,-0.6316805634831617,,,,,,,,,,125.0,3.0
401603475,2024-02-13,Baylor Bears,Oklahoma Sooners,77.8,75.8,153.6,72.4,70.6,143.0,77.4,71.73333333333333,149.13333333333333,73.66666666666667,68.53333333333333,142.2,67.0,3.0,7.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,12.495924685927216,5.741417344998299,,,,,,,,,,141.0,17.0
401603482,2024-02-17,West Virginia Mountaineers,Baylor Bears,71.4,77.8,149.2,73.2,67.2,140.4,69.8,76.73333333333333,146.53333333333333,77.46666666666667,71.86666666666666,149.33333333333334,76.0,5.0,4.0,False,False,False,,,,,0.0,,,,,0.0,9.037069956654111,18.237342030925515,-9.2002720742714,,,,,,,,,,175.0,-13.0
401603487,2024-02-20,BYU Cougars,Baylor Bears,79.4,80.4,159.8,76.6,69.6,146.2,79.33333333333333,73.13333333333334,152.46666666666667,79.46666666666667,71.4,150.86666666666667,79.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,17.95877108011411,18.237342030925515,-0.2785709508114031,,,,,,,,,,149.0,7.0
401603489,2024-02-24,Baylor Bears,Houston Cougars,76.8,71.6,148.4,73.2,65.8,139.0,79.53333333333333,71.4,150.93333333333334,72.46666666666667,58.4,130.86666666666667,66.0,4.0,5.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,25.127272423722204,-6.889930392796689,,,,,,,,,,158.0,-6.0
401603497,2024-02-26,TCU Horned Frogs,Baylor Bears,74.4,74.6,149.0,76.2,73.4,149.6,76.4,73.33333333333333,149.73333333333332,77.46666666666667,73.66666666666667,151.13333333333333,48.0,6.0,2.0,False,False,False,,,,,0.0,,,,,0.0,11.870832577876868,18.237342030925515,-6.366509453048646,,,,,,,,,,116.0,-8.0
401603503,2024-03-02,Baylor Bears,Kansas Jayhawks,76.4,71.4,147.8,67.0,68.0,135.0,75.06666666666666,72.0,147.06666666666666,74.06666666666666,70.06666666666666,144.13333333333333,69.0,5.0,4.0,False,False,False,,,,,0.0,,,,,0.0,18.237342030925515,17.605661467442353,0.6316805634831617,,,,,,,,,,156.0,8.0
