date,game_id,end_min,actual_total,pred_mu,pred_q10,pred_q50,pred_q90,err_q50,abs_err_q50,pinball_q10,pinball_q50,pinball_q90
2026-01-23,401804895,5,19.0,19.1135,11.0,19.0,27.0,0.0,0.0,0.8,0.0,0.7999999999999998
2026-01-23,401804895,10,39.0,37.5795,26.0,37.0,49.0,-2.0,2.0,1.3,1.0,0.9999999999999998
2026-01-23,401804895,15,56.0,55.841,41.0,55.0,71.0,-1.0,1.0,1.5,0.5,1.4999999999999996
2026-01-23,401804895,20,81.0,70.697,54.0,70.0,89.0,-11.0,11.0,2.7,5.5,0.7999999999999998
2026-01-23,401804895,25,107.0,90.2835,73.0,90.0,109.0,-17.0,17.0,3.4000000000000004,8.5,0.1999999999999999
2026-01-23,401804895,30,120.0,109.1775,90.0,109.0,128.10000000000014,-11.0,11.0,3.0,5.5,0.8100000000000135
2026-01-23,401804895,35,142.0,128.014,108.0,128.0,148.0,-14.0,14.0,3.4000000000000004,7.0,0.5999999999999999
2026-01-23,401804895,40,158.0,143.8485,123.9,144.0,165.0,-14.0,14.0,3.41,7.0,0.6999999999999998
2026-01-23,401804897,5,19.0,19.4725,12.0,19.0,27.0,0.0,0.0,0.7000000000000001,0.0,0.7999999999999998
2026-01-23,401804897,10,33.0,38.0645,27.0,38.0,50.0,5.0,5.0,0.6000000000000001,2.5,1.6999999999999995
2026-01-23,401804897,15,61.0,56.556,42.0,56.0,72.0,-5.0,5.0,1.9,2.5,1.0999999999999996
2026-01-23,401804897,20,73.0,71.2275,54.0,70.0,89.0,-3.0,3.0,1.9,1.5,1.5999999999999996
2026-01-23,401804897,25,91.0,91.1505,73.0,90.0,110.0,-1.0,1.0,1.8,0.5,1.8999999999999997
2026-01-23,401804897,30,107.0,110.2465,90.0,109.0,131.0,2.0,2.0,1.7000000000000002,1.0,2.3999999999999995
2026-01-23,401804897,35,120.0,129.532,108.0,129.0,152.0,9.0,9.0,1.2000000000000002,4.5,3.1999999999999997
2026-01-23,401804897,40,133.0,145.17,121.0,145.0,169.0,12.0,12.0,1.2000000000000002,6.0,3.599999999999999
2026-01-23,401806457,5,30.0,19.564,12.0,19.0,28.0,-11.0,11.0,1.8,5.5,1.8
2026-01-23,401806457,10,47.0,38.2955,27.0,38.0,50.0,-9.0,9.0,2.0,4.5,0.2999999999999999
2026-01-23,401806457,15,61.0,56.825,42.0,56.0,72.0,-5.0,5.0,1.9,2.5,1.0999999999999996
2026-01-23,401806457,20,82.0,71.351,54.0,71.0,89.0,-11.0,11.0,2.8000000000000003,5.5,0.6999999999999998
2026-01-23,401806457,25,103.0,91.0175,73.0,91.0,109.10000000000014,-12.0,12.0,3.0,6.0,0.6100000000000135
2026-01-23,401806457,30,128.0,110.0835,91.0,110.0,130.0,-18.0,18.0,3.7,9.0,0.1999999999999999
2026-01-23,401806457,35,147.0,129.185,109.0,129.0,150.0,-18.0,18.0,3.8,9.0,0.2999999999999999
2026-01-23,401806457,40,160.0,145.426,124.0,145.0,167.0,-15.0,15.0,3.6,7.5,0.6999999999999998
2026-01-23,401807706,5,26.0,18.964,11.0,19.0,27.0,-7.0,7.0,1.5,3.5,0.0999999999999999
2026-01-23,401807706,10,33.0,37.152,26.0,37.0,49.0,4.0,4.0,0.7000000000000001,2.0,1.5999999999999996
2026-01-23,401807706,15,52.0,55.2225,41.0,55.0,71.0,3.0,3.0,1.1,1.5,1.8999999999999997
2026-01-23,401807706,20,67.0,70.108,53.0,70.0,88.0,3.0,3.0,1.4,1.5,2.1
2026-01-23,401807706,25,87.0,89.57,71.0,89.0,108.0,2.0,2.0,1.6,1.0,2.1
2026-01-23,401807706,30,111.0,108.342,89.9,108.0,127.0,-3.0,3.0,2.1099999999999994,1.5,1.5999999999999996
2026-01-23,401807706,35,135.0,127.234,107.0,127.0,148.0,-8.0,8.0,2.8000000000000003,4.0,1.2999999999999998
2026-01-23,401807706,40,157.0,143.4525,122.0,143.0,165.0,-14.0,14.0,3.5,7.0,0.7999999999999998
2026-01-23,401807708,5,16.0,18.9715,11.0,19.0,27.0,3.0,3.0,0.5,1.5,1.0999999999999996
2026-01-23,401807708,10,26.0,37.564,26.0,37.0,49.0,11.0,11.0,0.0,5.5,2.2999999999999994
2026-01-23,401807708,15,49.0,55.8085,41.0,55.0,71.0,6.0,6.0,0.8,3.0,2.1999999999999997
2026-01-23,401807708,20,63.0,70.1845,53.0,70.0,87.0,7.0,7.0,1.0,3.5,2.3999999999999995
2026-01-23,401807708,25,70.0,89.6975,72.0,89.0,108.0,19.0,19.0,1.8,9.5,3.799999999999999
2026-01-23,401807708,30,98.0,108.7405,89.0,108.0,128.0,10.0,10.0,0.9,5.0,2.999999999999999
2026-01-23,401807708,35,116.0,127.5025,106.0,127.0,149.10000000000014,11.0,11.0,1.0,5.5,3.310000000000013
2026-01-23,401807708,40,138.0,143.1745,120.0,143.0,166.0,5.0,5.0,1.8,2.5,2.7999999999999994
2026-01-23,401808634,5,16.0,18.951,11.900000000000006,19.0,27.0,3.0,3.0,0.4099999999999995,1.5,1.0999999999999996
2026-01-23,401808634,10,31.0,37.239,27.0,37.0,49.0,6.0,6.0,0.4,3.0,1.7999999999999996
2026-01-23,401808634,15,36.0,55.234,42.0,54.0,70.0,18.0,18.0,5.4,9.0,3.3999999999999995
2026-01-23,401808634,20,48.0,69.496,52.900000000000006,69.0,86.0,21.0,21.0,4.4100000000000055,10.5,3.799999999999999
2026-01-23,401808634,25,56.0,88.838,71.0,88.0,107.0,32.0,32.0,13.5,16.0,5.099999999999999
2026-01-23,401808634,30,69.0,107.618,89.0,107.0,128.0,38.0,38.0,18.0,19.0,5.899999999999999
2026-01-23,401808634,35,88.0,126.237,106.0,126.0,147.0,38.0,38.0,16.2,19.0,5.899999999999999
2026-01-23,401808634,40,102.0,141.528,121.0,141.0,163.0,39.0,39.0,17.1,19.5,6.099999999999999
2026-01-23,401809338,5,13.0,18.9485,12.0,19.0,26.0,6.0,6.0,0.1,3.0,1.2999999999999998
2026-01-23,401809338,10,33.0,37.0465,25.0,37.0,49.0,4.0,4.0,0.8,2.0,1.5999999999999996
2026-01-23,401809338,15,54.0,55.0195,41.0,54.0,70.0,0.0,0.0,1.3,0.0,1.5999999999999996
2026-01-23,401809338,20,76.0,68.824,52.0,68.0,87.0,-8.0,8.0,2.4000000000000004,4.0,1.0999999999999996
2026-01-23,401809338,25,89.0,88.3175,71.0,88.0,107.0,-1.0,1.0,1.8,0.5,1.7999999999999996
2026-01-23,401809338,30,96.0,107.088,89.0,107.0,126.0,11.0,11.0,0.7000000000000001,5.5,2.999999999999999
2026-01-23,401809338,35,113.0,126.0725,106.0,126.0,146.0,13.0,13.0,0.7000000000000001,6.5,3.2999999999999994
2026-01-23,401809338,40,139.0,141.3695,120.0,141.0,163.0,2.0,2.0,1.9,1.0,2.3999999999999995
2026-01-23,401809340,5,18.0,18.727,11.0,18.0,26.0,0.0,0.0,0.7000000000000001,0.0,0.7999999999999998
2026-01-23,401809340,10,35.0,36.91,26.0,37.0,49.0,2.0,2.0,0.9,1.0,1.3999999999999997
2026-01-23,401809340,15,48.0,55.292,42.0,55.0,70.0,7.0,7.0,0.6000000000000001,3.5,2.1999999999999997
2026-01-23,401809340,20,65.0,69.835,54.0,69.0,87.0,4.0,4.0,1.1,2.0,2.1999999999999997
2026-01-23,401809340,25,87.0,89.4725,71.0,89.0,108.0,2.0,2.0,1.6,1.0,2.1
2026-01-23,401809340,30,102.0,108.2925,89.0,107.0,129.0,5.0,5.0,1.3,2.5,2.6999999999999997
2026-01-23,401809340,35,130.0,126.9225,106.0,126.0,149.0,-4.0,4.0,2.4000000000000004,2.0,1.8999999999999997
2026-01-23,401809340,40,155.0,142.3795,121.0,142.0,165.0,-13.0,13.0,3.4000000000000004,6.5,0.9999999999999998
2026-01-23,401812321,5,13.0,19.1005,11.0,19.0,27.0,6.0,6.0,0.2,3.0,1.3999999999999997
2026-01-23,401812321,10,20.0,37.4085,26.0,37.0,50.0,17.0,17.0,5.4,8.5,2.999999999999999
2026-01-23,401812321,15,39.0,55.703,41.0,55.0,72.0,16.0,16.0,1.8,8.0,3.2999999999999994
2026-01-23,401812321,20,61.0,69.607,53.0,69.0,88.0,8.0,8.0,0.8,4.0,2.6999999999999997
2026-01-23,401812321,25,82.0,89.0755,71.0,88.0,108.0,6.0,6.0,1.1,3.0,2.6
2026-01-23,401812321,30,102.0,107.834,88.0,107.0,129.0,5.0,5.0,1.4,2.5,2.6999999999999997
2026-01-23,401812321,35,123.0,126.695,106.0,126.0,149.0,3.0,3.0,1.7000000000000002,1.5,2.6
2026-01-23,401812321,40,142.0,142.019,119.0,141.0,166.0,-1.0,1.0,2.3000000000000003,0.5,2.3999999999999995
2026-01-23,401812340,5,14.0,18.51,11.0,18.0,27.0,4.0,4.0,0.3,2.0,1.2999999999999998
2026-01-23,401812340,10,30.0,36.5115,25.0,36.0,48.0,6.0,6.0,0.5,3.0,1.7999999999999996
2026-01-23,401812340,15,43.0,54.3865,40.0,54.0,69.0,11.0,11.0,0.3,5.5,2.6
2026-01-23,401812340,20,63.0,68.5765,52.0,68.0,86.0,5.0,5.0,1.1,2.5,2.2999999999999994
2026-01-23,401812340,25,83.0,87.687,70.0,87.0,107.0,4.0,4.0,1.3,2.0,2.3999999999999995
2026-01-23,401812340,30,92.0,106.327,87.0,106.0,126.0,14.0,14.0,0.5,7.0,3.3999999999999995
2026-01-23,401812340,35,114.0,124.6425,104.0,124.0,146.0,10.0,10.0,1.0,5.0,3.1999999999999997
2026-01-23,401812340,40,136.0,140.0915,117.0,140.0,163.0,4.0,4.0,1.9,2.0,2.6999999999999997
2026-01-23,401812369,5,16.0,18.153,11.0,18.0,26.0,2.0,2.0,0.5,1.0,0.9999999999999998
2026-01-23,401812369,10,31.0,35.9715,25.0,36.0,48.0,5.0,5.0,0.6000000000000001,2.5,1.6999999999999995
2026-01-23,401812369,15,52.0,53.693,39.0,53.0,69.0,1.0,1.0,1.3,0.5,1.6999999999999995
2026-01-23,401812369,20,71.0,67.551,50.0,67.0,86.0,-4.0,4.0,2.1,2.0,1.4999999999999996
2026-01-23,401812369,25,81.0,86.344,68.0,86.0,105.0,5.0,5.0,1.3,2.5,2.3999999999999995
2026-01-23,401812369,30,96.0,104.375,85.0,104.0,125.0,8.0,8.0,1.1,4.0,2.8999999999999995
2026-01-23,401812369,35,108.0,122.6815,101.0,122.0,144.10000000000014,14.0,14.0,0.7000000000000001,7.0,3.6100000000000128
