date,game_id,end_min,actual_total,pred_mu,pred_q10,pred_q50,pred_q90,err_q50,abs_err_q50,pinball_q10,pinball_q50,pinball_q90
2026-02-02,401806458,5,19.0,19.809881814119752,11.84763181411975,19.84763181411975,27.84763181411975,0.847631814119751,0.847631814119751,0.7152368185880251,0.4238159070598755,0.8847631814119749
2026-02-02,401806458,10,35.0,39.30632730116175,28.06657730116175,39.06657730116175,52.06657730116175,4.06657730116175,4.06657730116175,0.693342269883825,2.033288650580875,1.7066577301161747
2026-02-02,401806458,15,62.0,59.70835075960679,44.24285075960679,59.24285075960679,75.2428507596068,-2.757149240393211,2.757149240393211,1.7757149240393213,1.3785746201966056,1.3242850759606792
2026-02-02,401806458,20,77.0,76.92065616621984,58.04490616621984,76.04490616621985,96.04490616621985,-0.955093833780154,0.955093833780154,1.895509383378016,0.477546916890077,1.904490616621984
2026-02-02,401806458,25,107.0,97.988890974084,77.437890974084,97.437890974084,118.437890974084,-9.562109025916,9.562109025916,2.9562109025916,4.781054512958001,1.1437890974083995
2026-02-02,401806458,30,128.0,118.15095598748884,95.84070598748885,117.84070598748885,139.84070598748883,-10.159294012511154,10.159294012511154,3.2159294012511155,5.079647006255577,1.1840705987488829
2026-02-02,401806458,35,149.0,138.9867815013405,114.86528150134048,138.8652815013405,162.8652815013405,-10.13471849865951,10.13471849865951,3.4134718498659526,5.067359249329755,1.3865281501340487
2026-02-02,401806458,40,175.0,159.039386282395,133.202636282395,159.202636282395,184.202636282395,-15.797363717605007,15.797363717605007,4.179736371760501,7.898681858802504,0.9202636282394988
2026-02-02,401808494,5,19.0,18.80888181411975,10.84763181411975,18.84763181411975,26.84763181411975,-0.152368185880249,0.152368185880249,0.8152368185880251,0.0761840929401245,0.7847631814119749
2026-02-02,401808494,10,44.0,37.42657730116175,25.06657730116175,37.06657730116175,49.06657730116175,-6.93342269883825,6.93342269883825,1.8933422698838247,3.466711349419125,0.5066577301161749
