game_id,date,home_team,away_team,home_pf5,home_pa5,home_tot5,away_pf5,away_pa5,away_tot5,home_pf15,home_pa15,home_tot15,away_pf15,away_pa15,away_tot15,target_1h_total,rest_home,rest_away,b2b_home,b2b_away,neutral_site,home_efg5,home_tov_rate5,home_orb_rate5,home_ftr5,home_poss5,away_efg5,away_tov_rate5,away_orb_rate5,away_ftr5,away_poss5,home_rating_margin,away_rating_margin,rating_margin_diff,home_off_rating,away_off_rating,off_rating_diff,home_def_rating,away_def_rating,def_rating_diff,home_tempo_rating,away_tempo_rating,tempo_rating_sum,target_total,target_margin
401577620,2023-11-07,Maryland Terrapins,Mount St. Mary's Mountaineers,,,,,,,,,,,,,52.0,,,False,False,False,,,,,,,,,,,16.716201060666645,1.8992250261355708,14.816976034531072,,,,,,,,,,121.0,15.0
401583848,2023-11-12,UAB Blazers,Maryland Terrapins,,,,,,,,,,,,,54.0,,5.0,False,False,True,,,,,,,,,,,9.55901574095894,16.716201060666645,-7.157185319707704,,,,,,,,,,129.0,3.0
401574576,2023-11-17,Villanova Wildcats,Maryland Terrapins,,,,,,,,,,,,,54.0,4.0,5.0,False,False,False,,,,,,,,,,,13.933539482218372,16.716201060666645,-2.7826615784482733,,,,,,,,,,97.0,17.0
401577621,2023-11-21,Maryland Terrapins,UMBC Retrievers,,,,,,,,,,,,,81.0,4.0,2.0,False,False,False,,,,,,,,,,,16.716201060666645,2.273383594351367,14.442817466315278,,,,,,,,,,160.0,24.0
401577622,2023-11-25,Maryland Terrapins,South Alabama Jaguars,,,,74.6,79.2,153.8,,,,,,,55.0,4.0,4.0,False,False,False,,,,,,,,,,0.0,16.716201060666645,7.182319737999471,9.533881322667174,,,,,,,,,,123.0,13.0
401577623,2023-11-28,Maryland Terrapins,Rider Broncs,66.2,59.8,126.0,,,,,,,,,,81.0,3.0,8.0,False,False,False,,,,,0.0,,,,,,16.716201060666645,0.1988394381150614,16.517361622551583,,,,,,,,,,179.0,27.0
401600294,2023-12-01,Indiana Hoosiers,Maryland Terrapins,76.2,72.6,148.8,73.2,64.4,137.6,,,,,,,68.0,5.0,3.0,False,False,False,,,,,0.0,,,,,0.0,12.192155808298002,16.716201060666645,-4.5240452523686425,,,,,,,,,,118.0,12.0
401600301,2023-12-06,Maryland Terrapins,Penn State Nittany Lions,71.2,64.2,135.4,,,,,,,,,,58.0,5.0,10.0,False,False,False,,,,,0.0,,,,,,16.716201060666645,11.704382547966985,5.01181851269966,,,,,,,,,,156.0,6.0
401577624,2023-12-12,Maryland Terrapins,Alcorn State Braves,79.4,67.8,147.2,63.8,86.4,150.2,,,,,,,80.0,6.0,2.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,-5.933931279148455,22.6501323398151,,,,,,,,,,170.0,40.0
401577625,2023-12-19,Maryland Terrapins,Nicholls Colonels,82.0,67.2,149.2,80.8,85.2,166.0,,,,,,,55.0,7.0,21.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,5.387104905105337,11.329096155561308,,,,,,,,,,140.0,6.0
401575806,2023-12-22,UCLA Bruins,Maryland Terrapins,69.6,65.8,135.4,83.0,69.6,152.6,,,,,,,71.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,12.605244654137003,16.716201060666645,-4.11095640652964,,,,,,,,,,129.0,-9.0
401577626,2023-12-28,Maryland Terrapins,Coppin State Eagles,76.2,66.4,142.6,60.4,73.0,133.4,,,,,,,56.0,6.0,9.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,-8.567782536372876,25.283983597039523,,,,,,,,,,128.0,22.0
401600308,2024-01-02,Maryland Terrapins,Purdue Boilermakers,80.6,64.0,144.6,90.2,69.6,159.8,,,,,,,51.0,5.0,4.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,20.853099560906298,-4.136898500239653,,,,,,,,,,120.0,-14.0
401600317,2024-01-07,Minnesota Golden Gophers,Maryland Terrapins,82.0,65.2,147.2,75.0,62.4,137.4,,,,,,,51.0,3.0,5.0,False,False,False,,,,,0.0,,,,,0.0,8.896023298196836,16.716201060666645,-7.820177762469809,,,,,,,,,,127.0,3.0
401600324,2024-01-11,Maryland Terrapins,Michigan Wolverines,66.4,62.4,128.8,82.2,85.0,167.2,,,,,,,54.0,4.0,4.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,12.446227768369392,4.269973292297252,,,,,,,,,,121.0,7.0
401600330,2024-01-14,Illinois Fighting Illini,Maryland Terrapins,89.2,72.2,161.4,64.6,60.4,125.0,82.66666666666667,66.86666666666666,149.53333333333333,71.26666666666667,63.266666666666666,134.53333333333333,76.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,19.36622847843901,16.716201060666645,2.650027417772364,,,,,,,,,,143.0,-9.0
401600336,2024-01-17,Northwestern Wildcats,Maryland Terrapins,73.4,75.2,148.6,66.0,61.8,127.8,,,,71.8,64.2,136.0,60.0,4.0,3.0,False,False,False,,,,,0.0,,,,,0.0,12.560744627758815,16.716201060666645,-4.155456432907828,,,,,,,,,,141.0,3.0
401600345,2024-01-21,Maryland Terrapins,Michigan State Spartans,64.8,65.6,130.4,76.6,68.2,144.8,72.2,64.6,136.8,78.13333333333334,65.06666666666666,143.2,76.0,4.0,3.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,18.441696676683907,-1.7254956160172623,,,,,,,,,,120.0,-2.0
401600350,2024-01-24,Iowa Hawkeyes,Maryland Terrapins,85.0,78.8,163.8,66.0,64.4,130.4,,,,73.46666666666667,64.86666666666666,138.33333333333334,62.0,4.0,3.0,False,False,False,,,,,0.0,,,,,0.0,11.792267857114297,16.716201060666645,-4.923933203552348,,,,,,,,,,136.0,-2.0
401600386,2024-02-14,Maryland Terrapins,Iowa Hawkeyes,67.4,64.8,132.2,76.6,78.8,155.4,71.93333333333334,64.8,136.73333333333332,81.8,80.93333333333334,162.73333333333332,68.0,21.0,3.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,11.792267857114297,4.923933203552348,,,,,,,,,,144.0,12.0
401600390,2024-02-17,Maryland Terrapins,Illinois Fighting Illini,70.2,66.6,136.8,84.2,75.4,159.6,72.6,65.53333333333333,138.13333333333333,84.86666666666666,73.53333333333333,158.4,81.0,3.0,4.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,19.36622847843901,-2.650027417772364,,,,,,,,,,165.0,-5.0
401600398,2024-02-20,Wisconsin Badgers,Maryland Terrapins,68.2,73.4,141.6,71.0,70.2,141.2,74.8,70.53333333333333,145.33333333333334,71.06666666666666,66.13333333333334,137.2,66.0,3.0,3.0,False,False,False,,,,,0.0,,,,,0.0,16.745759983287822,16.716201060666645,0.0295589226211774,,,,,,,,,,144.0,4.0
401600406,2024-02-25,Rutgers Scarlet Knights,Maryland Terrapins,65.0,70.8,135.8,71.2,70.6,141.8,64.13333333333334,71.73333333333333,135.86666666666667,72.2,66.73333333333333,138.93333333333334,48.0,3.0,5.0,False,False,False,,,,,0.0,,,,,0.0,9.101320684174334,16.716201060666645,-7.6148803764923105,,,,,,,,,,109.0,-17.0
401600413,2024-02-28,Maryland Terrapins,Northwestern Wildcats,72.0,67.6,139.6,72.0,65.6,137.6,71.0,64.8,135.8,74.13333333333334,70.73333333333333,144.86666666666667,53.0,3.0,6.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,12.560744627758815,4.155456432907828,,,,,,,,,,129.0,-7.0
401600420,2024-03-03,Maryland Terrapins,Indiana Hoosiers,70.4,67.8,138.2,69.8,75.6,145.4,68.06666666666666,65.0,133.06666666666666,72.0,75.73333333333333,147.73333333333332,76.0,4.0,5.0,False,False,False,,,,,0.0,,,,,0.0,16.716201060666645,12.192155808298002,4.5240452523686425,,,,,,,,,,161.0,-5.0
401600430,2024-03-10,Penn State Nittany Lions,Maryland Terrapins,79.0,81.2,160.2,70.4,71.2,141.6,76.26666666666667,77.06666666666666,153.33333333333334,68.4,66.06666666666666,134.46666666666667,68.0,12.0,7.0,False,False,False,,,,,0.0,,,,,0.0,11.704382547966985,16.716201060666645,-5.01181851269966,,,,,,,,,,154.0,16.0
