event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price
ada21de32dcee452e6710fb948f118a8,FanDuel,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:38:50+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,h2h,2h,-50000.0,3500.0,,,,,,,
ada21de32dcee452e6710fb948f118a8,FanDuel,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:38:50+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,spreads,full_game,,,-16.5,-108.0,16.5,-122.0,,,
ada21de32dcee452e6710fb948f118a8,FanDuel,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:38:50+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,totals,full_game,,,,,,,157.5,-114.0,-114.0
ada21de32dcee452e6710fb948f118a8,Bovada,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:40:07+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,h2h,2h,-2500.0,1000.0,,,,,,,
ada21de32dcee452e6710fb948f118a8,Bovada,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:40:07+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,spreads,full_game,,,-12.5,-115.0,12.5,-115.0,,,
ada21de32dcee452e6710fb948f118a8,Bovada,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:40:07+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,totals,full_game,,,,,,,155.5,-120.0,-110.0
ada21de32dcee452e6710fb948f118a8,DraftKings,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:40:15+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,h2h,2h,-2500.0,1100.0,,,,,,,
ada21de32dcee452e6710fb948f118a8,DraftKings,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:40:15+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,spreads,full_game,,,-12.5,-110.0,12.5,-120.0,,,
ada21de32dcee452e6710fb948f118a8,DraftKings,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:40:15+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,totals,full_game,,,,,,,156.5,-115.0,-115.0
ada21de32dcee452e6710fb948f118a8,BetMGM,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:39:38+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,h2h,2h,-5000.0,1200.0,,,,,,,
ada21de32dcee452e6710fb948f118a8,BetMGM,2025-11-09 00:40:39.095264+00:00,2025-11-09 00:39:38+00:00,2025-11-08 23:00:00+00:00,Richmond Spiders,East Carolina Pirates,spreads,full_game,,,-13.5,-115.0,13.5,-115.0,,,
