event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price
8e4306c9145ffe600a69919f18cdb534,FanDuel,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:04:05+00:00,2025-11-09 00:00:00+00:00,Wichita St Shockers,Prairie View Panthers,spreads,full_game,,,-42.5,-154.0,42.5,116.0,,,
8e4306c9145ffe600a69919f18cdb534,BetMGM,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:05:41+00:00,2025-11-09 00:00:00+00:00,Wichita St Shockers,Prairie View Panthers,totals,full_game,,,,,,,168.5,-115.0,-115.0
8e4306c9145ffe600a69919f18cdb534,DraftKings,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:05:53+00:00,2025-11-09 00:00:00+00:00,Wichita St Shockers,Prairie View Panthers,spreads,full_game,,,-43.5,130.0,43.5,-166.0,,,
8e4306c9145ffe600a69919f18cdb534,BetRivers,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:01:40+00:00,2025-11-09 00:00:00+00:00,Wichita St Shockers,Prairie View Panthers,spreads,full_game,,,-38.5,-152.0,38.5,104.0,,,
8e4306c9145ffe600a69919f18cdb534,Bovada,2025-11-09 02:09:39.975300+00:00,2025-11-09 01:59:21+00:00,2025-11-09 00:00:00+00:00,Wichita St Shockers,Prairie View Panthers,spreads,full_game,,,-36.5,-110.0,36.5,-120.0,,,
8e4306c9145ffe600a69919f18cdb534,Fanatics,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:01:40+00:00,2025-11-09 00:00:00+00:00,Wichita St Shockers,Prairie View Panthers,spreads,full_game,,,-36.5,-145.0,36.5,110.0,,,
8e4306c9145ffe600a69919f18cdb534,Fanatics,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:01:40+00:00,2025-11-09 00:00:00+00:00,Wichita St Shockers,Prairie View Panthers,totals,full_game,,,,,,,170.5,100.0,-130.0
3d67a573febf8d86147efea9b26a608c,FanDuel,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:02:28+00:00,2025-11-09 00:00:00+00:00,Villanova Wildcats,Queens University Royals,spreads,full_game,,,-19.5,-122.0,19.5,-108.0,,,
3d67a573febf8d86147efea9b26a608c,DraftKings,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:04:17+00:00,2025-11-09 00:00:00+00:00,Villanova Wildcats,Queens University Royals,spreads,full_game,,,-21.5,-115.0,21.5,-115.0,,,
3d67a573febf8d86147efea9b26a608c,BetRivers,2025-11-09 02:09:39.975300+00:00,2025-11-09 01:59:16+00:00,2025-11-09 00:00:00+00:00,Villanova Wildcats,Queens University Royals,spreads,full_game,,,-18.5,-114.0,18.5,-130.0,,,
3d67a573febf8d86147efea9b26a608c,Bovada,2025-11-09 02:09:39.975300+00:00,2025-11-09 01:59:21+00:00,2025-11-09 00:00:00+00:00,Villanova Wildcats,Queens University Royals,spreads,full_game,,,-19.5,-130.0,19.5,100.0,,,
3d67a573febf8d86147efea9b26a608c,Fanatics,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:00:03+00:00,2025-11-09 00:00:00+00:00,Villanova Wildcats,Queens University Royals,spreads,full_game,,,-19.5,110.0,19.5,-145.0,,,
9fd2103e9330c9324f7a1f06cf8c8e89,DraftKings,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:08:16+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,spreads,full_game,,,-10.5,-154.0,10.5,120.0,,,
9fd2103e9330c9324f7a1f06cf8c8e89,BetMGM,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:02:28+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,h2h,2h,-10000.0,2800.0,,,,,,,
9fd2103e9330c9324f7a1f06cf8c8e89,BetRivers,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:03:16+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,spreads,full_game,,,-8.5,-137.0,8.5,-107.0,,,
9fd2103e9330c9324f7a1f06cf8c8e89,Bovada,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:04:11+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,spreads,full_game,,,-10.5,-130.0,10.5,100.0,,,
9fd2103e9330c9324f7a1f06cf8c8e89,FanDuel,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:02:28+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,h2h,2h,-50000.0,3500.0,,,,,,,
9fd2103e9330c9324f7a1f06cf8c8e89,FanDuel,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:02:28+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,spreads,full_game,,,-10.5,-135.0,10.5,104.0,,,
9fd2103e9330c9324f7a1f06cf8c8e89,Fanatics,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:03:16+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,spreads,full_game,,,-10.5,-105.0,10.5,-125.0,,,
9fd2103e9330c9324f7a1f06cf8c8e89,Fanatics,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:03:16+00:00,2025-11-09 00:02:30+00:00,Tarleton State Texans,Texas A&M-CC Islanders,totals,full_game,,,,,,,159.5,-115.0,-115.0
4f2ca93b20eb97f001d88f449f14bc29,DraftKings,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:09:05+00:00,2025-11-09 00:05:00+00:00,Michigan St Spartans,Arkansas Razorbacks,h2h,2h,-220.0,170.0,,,,,,,
4f2ca93b20eb97f001d88f449f14bc29,DraftKings,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:09:05+00:00,2025-11-09 00:05:00+00:00,Michigan St Spartans,Arkansas Razorbacks,spreads,full_game,,,-1.5,-135.0,1.5,105.0,,,
4f2ca93b20eb97f001d88f449f14bc29,BetRivers,2025-11-09 02:09:39.975300+00:00,2025-11-09 02:08:53+00:00,2025-11-09 00:05:00+00:00,Michigan St Spartans,Arkansas Razorbacks,h2h,2h,-235.0,165.0,,,,,,,
