game_id,date,home_team,away_team,home_pf5,home_pa5,home_tot5,away_pf5,away_pa5,away_tot5,target_total,target_margin,target_1h_total,rest_home,rest_away,b2b_home,b2b_away,neutral_site,home_efg5,home_tov_rate5,home_orb_rate5,home_ftr5,home_poss5,away_efg5,away_tov_rate5,away_orb_rate5,away_ftr5,away_poss5,home_rating_margin,away_rating_margin,rating_margin_diff,home_off_rating,away_off_rating,off_rating_diff,home_def_rating,away_def_rating,def_rating_diff,home_tempo_rating,away_tempo_rating,tempo_rating_sum,home_conf,away_conf
400916157,2016-12-01,Iowa State Cyclones,Cincinnati Bearcats,,,,,,,109,-1,49.0,7.0,,False,False,False,,,,,,,,,,,15.301867405398768,16.649574667127172,-1.3477072617284058,,,,,,,,,,Big 12,Big 12
400916194,2016-12-30,Oklahoma State Cowboys,West Virginia Mountaineers,,,,93.6,55.4,149.0,167,-17,69.0,39.0,7.0,False,False,False,,,,,,,,,,0.0,9.264698997493864,15.282508629919976,-6.017809632426113,,,,,,,,,,Big 12,Big 12
400916199,2017-01-03,Kansas Jayhawks,Kansas State Wildcats,89.0,64.4,153.4,,,,178,2,94.0,12.0,,False,False,False,,,,,0.0,,,,,,19.00536221332229,11.014172586835636,7.991189626486653,,,,,,,,,,Big 12,Big 12
400916200,2017-01-03,Texas Tech Red Raiders,West Virginia Mountaineers,,,,94.0,63.0,157.0,153,1,71.0,,4.0,False,False,False,,,,,,,,,,0.0,18.178319135694228,15.282508629919976,2.89581050577425,,,,,,,,,,Big 12,Big 12
400916201,2017-01-04,Baylor Bears,Iowa State Cyclones,88.0,54.0,142.0,84.2,58.2,142.4,128,2,73.0,5.0,30.0,False,False,False,,,,,0.0,,,,,0.0,19.064653969577265,15.301867405398768,3.762786564178498,,,,,,,,,,Big 12,Big 12
400915610,2017-01-05,Arizona Wildcats,Utah Utes,75.6,54.8,130.4,,,,122,10,62.0,4.0,11.0,False,False,False,,,,,0.0,,,,,,19.27645418837973,4.538352533983304,14.73810165439643,,,,,,,,,,Big 12,Big 12
400916204,2017-01-07,Baylor Bears,Oklahoma State Cowboys,85.2,57.6,142.8,,,,118,4,55.0,3.0,8.0,False,False,False,,,,,0.0,,,,,,19.064653969577265,9.264698997493864,9.7999549720834,,,,,,,,,,Big 12,Big 12
400916205,2017-01-07,Kansas Jayhawks,Texas Tech Red Raiders,88.8,69.8,158.6,,,,153,17,64.0,4.0,4.0,False,False,False,,,,,0.0,,,,,,19.00536221332229,18.178319135694228,0.827043077628062,,,,,,,,,,Big 12,Big 12
400916202,2017-01-07,West Virginia Mountaineers,TCU Horned Frogs,91.2,67.4,158.6,,,,152,12,67.0,4.0,47.0,False,False,False,,,,,0.0,,,,,,15.282508629919976,11.161885017157369,4.120623612762611,,,,,,,,,,Big 12,Big 12
400915615,2017-01-07,Arizona Wildcats,Colorado Buffaloes,73.0,54.0,127.0,,,,155,9,66.0,2.0,31.0,False,False,False,,,,,0.0,,,,,,19.27645418837973,9.69206927548102,9.584384912898717,,,,,,,,,,Big 12,Big 12
400916573,2017-01-07,Houston Cougars,Cincinnati Bearcats,,,,91.2,64.6,155.8,125,-9,55.0,47.0,6.0,False,False,False,,,,,,,,,,0.0,22.378180777159432,16.649574667127172,5.72860611003226,,,,,,,,,,Big 12,Big 12
